Dataset,Side,Model,round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
Dataset_1,Left,PointNet,303,15,50,4,5,0.8784,0.75,0.9259,0.7692,0.937
Dataset_1,Left,PointNet,304,21,37,4,12,0.7838,0.6364,0.9024,0.7241,0.779
Dataset_1,Left,PointNet,305,23,39,7,5,0.8378,0.8214,0.8478,0.7931,0.9107
Dataset_1,Left,PointNet,306,21,46,4,3,0.9054,0.875,0.92,0.8571,0.9033
Dataset_1,Left,PointNet,307,20,38,12,4,0.7838,0.8333,0.76,0.7143,0.8342
Dataset_1,Left,PointNet,308,15,46,7,6,0.8243,0.7143,0.8679,0.6977,0.7682
Dataset_1,Left,PointNet,309,18,48,5,3,0.8919,0.8571,0.9057,0.8182,0.9317
Dataset_1,Left,PointNet,310,22,45,3,4,0.9054,0.8462,0.9375,0.8627,0.9062
Dataset_1,Left,PointNet,311,18,46,6,4,0.8649,0.8182,0.8846,0.7826,0.8462
Dataset_1,Left,PointNet,312,19,41,10,4,0.8108,0.8261,0.8039,0.7308,0.8124
Dataset_1,Left,PointNet,313,20,38,9,7,0.7838,0.7407,0.8085,0.7143,0.7998
Dataset_1,Left,PointNet,314,19,45,7,3,0.8649,0.8636,0.8654,0.7917,0.9038
Dataset_1,Left,PointNet,315,22,40,4,8,0.8378,0.7333,0.9091,0.7857,0.828
Dataset_1,Left,PointNet,316,21,41,9,3,0.8378,0.875,0.82,0.7778,0.8883
Dataset_1,Left,PointNet,317,12,44,12,6,0.7568,0.6667,0.7857,0.5714,0.8155
Dataset_1,Left,PointNet,318,17,40,9,8,0.7703,0.68,0.8163,0.6667,0.8008
Dataset_1,Left,PointNet,319,20,40,9,5,0.8108,0.8,0.8163,0.7407,0.8188
Dataset_1,Left,PointNet,320,14,48,5,7,0.8378,0.6667,0.9057,0.7,0.8086
Dataset_1,Left,PointNet,321,24,37,7,6,0.8243,0.8,0.8409,0.7869,0.8432
Dataset_1,Left,PointNet,322,19,41,6,8,0.8108,0.7037,0.8723,0.7308,0.8054
Dataset_1,Left,PointNet,323,16,38,12,8,0.7297,0.6667,0.76,0.6154,0.7558
Dataset_1,Left,PointNet,324,22,41,6,5,0.8514,0.8148,0.8723,0.8,0.8779
Dataset_1,Left,PointNet,325,24,40,4,6,0.8649,0.8,0.9091,0.8276,0.8924
Dataset_1,Left,PointNet,326,25,40,4,5,0.8784,0.8333,0.9091,0.8475,0.9273
Dataset_1,Left,PointNet,327,19,41,3,11,0.8108,0.6333,0.9318,0.7308,0.7727
Dataset_1,Left,PointNet,328,17,41,5,11,0.7838,0.6071,0.8913,0.68,0.8199
Dataset_1,Left,PointNet,329,17,47,5,5,0.8649,0.7727,0.9038,0.7727,0.8479
Dataset_1,Left,PointNet,330,17,46,2,9,0.8514,0.6538,0.9583,0.7556,0.7909
Dataset_1,Left,PointNet,331,26,35,8,5,0.8243,0.8387,0.814,0.8,0.844
Dataset_1,Left,PointNet,332,23,38,8,5,0.8243,0.8214,0.8261,0.7797,0.8843
Dataset_1,Left,PointNet,333,21,40,8,5,0.8243,0.8077,0.8333,0.7636,0.9247
Dataset_1,Left,PointNet,334,19,46,5,4,0.8784,0.8261,0.902,0.8085,0.9105
Dataset_1,Left,PointNet,335,17,50,3,4,0.9054,0.8095,0.9434,0.8293,0.9344
Dataset_1,Left,PointNet,336,23,47,2,2,0.9459,0.92,0.9592,0.92,0.9282
Dataset_1,Left,PointNet,337,22,38,7,7,0.8108,0.7586,0.8444,0.7586,0.7533
Dataset_1,Left,PointNet,338,13,50,4,7,0.8514,0.65,0.9259,0.7027,0.7185
Dataset_1,Left,PointNet,339,19,40,8,7,0.7973,0.7308,0.8333,0.717,0.7869
Dataset_1,Left,PointNet,340,17,49,3,5,0.8919,0.7727,0.9423,0.8095,0.8479
Dataset_1,Left,PointNet,341,19,48,5,2,0.9054,0.9048,0.9057,0.8444,0.9003
Dataset_1,Left,PointNet,342,19,49,2,4,0.9189,0.8261,0.9608,0.8636,0.8798
Dataset_1,Left,PointNet,343,13,49,7,5,0.8378,0.7222,0.875,0.6842,0.8095
Dataset_1,Left,PointNet,344,19,44,4,7,0.8514,0.7308,0.9167,0.7755,0.8357
Dataset_1,Left,PointNet,345,25,42,5,2,0.9054,0.9259,0.8936,0.8772,0.9125
Dataset_1,Left,PointNet,346,21,40,5,8,0.8243,0.7241,0.8889,0.7636,0.8789
Dataset_1,Left,PointNet,347,18,42,11,3,0.8108,0.8571,0.7925,0.72,0.8311
Dataset_1,Left,PointNet,348,15,52,3,4,0.9054,0.7895,0.9455,0.8108,0.8584
Dataset_1,Left,PointNet,349,27,39,4,4,0.8919,0.871,0.907,0.871,0.8942
Dataset_1,Left,PointNet,350,23,39,3,9,0.8378,0.7188,0.9286,0.7931,0.8824
Dataset_1,Left,PointNet,351,24,40,7,3,0.8649,0.8889,0.8511,0.8276,0.918
Dataset_1,Left,PointNet,352,23,36,9,6,0.7973,0.7931,0.8,0.7541,0.8406
Dataset_1,Left,PointNet,353,12,47,6,9,0.7973,0.5714,0.8868,0.6154,0.7808
Dataset_1,Left,PointNet,354,19,44,6,5,0.8514,0.7917,0.88,0.7755,0.8608
Dataset_1,Left,PointNet,355,19,36,8,11,0.7432,0.6333,0.8182,0.6667,0.7356
Dataset_1,Left,PointNet,356,22,42,6,4,0.8649,0.8462,0.875,0.8148,0.9119
Dataset_1,Left,PointNet,357,23,40,4,7,0.8514,0.7667,0.9091,0.807,0.8402
Dataset_1,Left,PointNet,358,25,35,8,6,0.8108,0.8065,0.814,0.7812,0.8635
Dataset_1,Left,PointNet,359,21,40,7,6,0.8243,0.7778,0.8511,0.7636,0.8448
Dataset_1,Left,PointNet,360,19,40,7,8,0.7973,0.7037,0.8511,0.717,0.8117
Dataset_1,Left,PointNet,361,18,43,9,4,0.8243,0.8182,0.8269,0.7347,0.882
Dataset_1,Left,PointNet,362,17,47,8,2,0.8649,0.8947,0.8545,0.7727,0.8928
Dataset_1,Left,PointNet,363,27,32,8,7,0.7973,0.7941,0.8,0.7826,0.8551
Dataset_1,Left,PointNet,364,15,43,7,9,0.7838,0.625,0.86,0.6522,0.7675
Dataset_1,Left,PointNet,365,21,41,5,7,0.8378,0.75,0.8913,0.7778,0.8276
Dataset_1,Left,PointNet,366,19,47,5,3,0.8919,0.8636,0.9038,0.8261,0.9003
Dataset_1,Left,PointNet,367,15,41,9,9,0.7568,0.625,0.82,0.625,0.775
Dataset_1,Left,PointNet,368,27,40,4,3,0.9054,0.9,0.9091,0.8852,0.9235
Dataset_1,Left,PointNet,369,22,44,4,4,0.8919,0.8462,0.9167,0.8462,0.9054
Dataset_1,Left,PointNet,370,21,47,5,1,0.9189,0.9545,0.9038,0.875,0.9607
Dataset_1,Left,PointNet,371,21,44,5,4,0.8784,0.84,0.898,0.8235,0.8327
Dataset_1,Left,PointNet,372,24,39,7,4,0.8514,0.8571,0.8478,0.8136,0.9022
Dataset_1,Left,PointNet,373,20,38,8,8,0.7838,0.7143,0.8261,0.7143,0.7904
Dataset_1,Left,PointNet,374,23,42,5,4,0.8784,0.8519,0.8936,0.8364,0.8621
Dataset_1,Left,PointNet,375,25,34,6,9,0.7973,0.7353,0.85,0.7692,0.8147
Dataset_1,Left,PointNet,376,17,45,7,5,0.8378,0.7727,0.8654,0.7391,0.8794
Dataset_1,Left,PointNet,377,24,38,7,5,0.8378,0.8276,0.8444,0.8,0.9065
Dataset_1,Left,PointNet,378,23,38,5,8,0.8243,0.7419,0.8837,0.7797,0.8125
Dataset_1,Left,PointNet,379,24,40,3,7,0.8649,0.7742,0.9302,0.8276,0.8275
Dataset_1,Left,PointNet,380,13,47,8,6,0.8108,0.6842,0.8545,0.65,0.71
Dataset_1,Left,PointNet,381,17,48,4,5,0.8784,0.7727,0.9231,0.7907,0.8767
Dataset_1,Left,PointNet,382,19,45,7,3,0.8649,0.8636,0.8654,0.7917,0.868
Dataset_1,Left,PointNet,383,20,44,5,5,0.8649,0.8,0.898,0.8,0.8767
Dataset_1,Left,PointNet,384,14,46,8,6,0.8108,0.7,0.8519,0.6667,0.8204
Dataset_1,Left,PointNet,385,16,47,8,3,0.8514,0.8421,0.8545,0.7442,0.8526
Dataset_1,Left,PointNet,386,20,45,2,7,0.8784,0.7407,0.9574,0.8163,0.8479
Dataset_1,Left,PointNet,387,21,42,5,6,0.8514,0.7778,0.8936,0.7925,0.8385
Dataset_1,Left,PointNet,388,22,41,3,8,0.8514,0.7333,0.9318,0.8,0.8977
Dataset_1,Left,PointNet,389,13,42,9,10,0.7432,0.5652,0.8235,0.5778,0.7442
Dataset_1,Left,PointNet,390,13,56,2,3,0.9324,0.8125,0.9655,0.8387,0.8491
Dataset_1,Left,PointNet,391,19,42,5,8,0.8243,0.7037,0.8936,0.7451,0.8479
Dataset_1,Left,PointNet,392,18,42,6,8,0.8108,0.6923,0.875,0.72,0.8333
Dataset_1,Left,PointNet,393,25,41,4,4,0.8919,0.8621,0.9111,0.8621,0.8935
Dataset_1,Left,PointNet,394,16,43,8,7,0.7973,0.6957,0.8431,0.6809,0.867
Dataset_1,Left,PointNet,395,18,40,10,6,0.7838,0.75,0.8,0.6923,0.8183
Dataset_1,Left,PointNet,396,16,47,4,7,0.8514,0.6957,0.9216,0.7442,0.8286
Dataset_1,Left,PointNet,397,10,46,10,8,0.7568,0.5556,0.8214,0.5263,0.7262
Dataset_1,Left,PointNet,398,22,40,6,6,0.8378,0.7857,0.8696,0.7857,0.83
Dataset_1,Left,PointNet,399,22,41,7,4,0.8514,0.8462,0.8542,0.8,0.887
Dataset_1,Left,PointNet,400,15,50,2,7,0.8784,0.6818,0.9615,0.7692,0.8348
Dataset_1,Left,PointNet,401,22,42,5,5,0.8649,0.8148,0.8936,0.8148,0.8629
Dataset_1,Left,PointNet,402,25,42,4,3,0.9054,0.8929,0.913,0.8772,0.9084
Dataset_1,Left,PointNet,403,17,38,4,15,0.7432,0.5312,0.9048,0.6415,0.849
Dataset_1,Left,PointNet,404,27,37,5,5,0.8649,0.8438,0.881,0.8438,0.8929
Dataset_1,Left,PointNet,405,21,47,4,2,0.9189,0.913,0.9216,0.875,0.9864
Dataset_1,Left,PointNet,406,17,43,7,7,0.8108,0.7083,0.86,0.7083,0.8342
Dataset_1,Left,PointNet,407,19,41,7,7,0.8108,0.7308,0.8542,0.7308,0.8085
Dataset_1,Left,PointNet,408,22,43,5,4,0.8784,0.8462,0.8958,0.8302,0.903
Dataset_1,Left,PointNet,409,18,42,6,8,0.8108,0.6923,0.875,0.72,0.7804
Dataset_1,Left,PointNet,410,20,42,5,7,0.8378,0.7407,0.8936,0.7692,0.8361
Dataset_1,Left,PointNet,411,18,41,7,8,0.7973,0.6923,0.8542,0.7059,0.8846
Dataset_1,Left,PointNet,412,19,44,5,6,0.8514,0.76,0.898,0.7755,0.8114
Dataset_1,Left,PointNet,413,21,41,6,6,0.8378,0.7778,0.8723,0.7778,0.8322
Dataset_1,Left,PointNet,414,20,36,8,10,0.7568,0.6667,0.8182,0.6897,0.7636
Dataset_1,Left,PointNet,415,17,45,7,5,0.8378,0.7727,0.8654,0.7391,0.8418
Dataset_1,Left,PointNet,416,16,53,3,2,0.9324,0.8889,0.9464,0.8649,0.9673
Dataset_1,Left,PointNet,417,14,46,9,5,0.8108,0.7368,0.8364,0.6667,0.845
Dataset_1,Left,PointNet,418,29,32,8,5,0.8243,0.8529,0.8,0.8169,0.8559
Dataset_1,Left,PointNet,419,16,47,4,7,0.8514,0.6957,0.9216,0.7442,0.8346
Dataset_1,Left,PointNet,420,27,41,3,3,0.9189,0.9,0.9318,0.9,0.9265
Dataset_1,Left,PointNet,421,22,40,5,7,0.8378,0.7586,0.8889,0.7857,0.8123
Dataset_1,Left,PointNet,422,23,44,3,4,0.9054,0.8519,0.9362,0.8679,0.8928
Dataset_1,Left,PointNet,423,18,45,5,6,0.8514,0.75,0.9,0.766,0.8767
Dataset_1,Left,PointNet,424,24,44,1,5,0.9189,0.8276,0.9778,0.8889,0.8973
Dataset_1,Left,PointNet,425,20,39,7,8,0.7973,0.7143,0.8478,0.7273,0.8082
Dataset_1,Left,PointNet,426,19,46,7,2,0.8784,0.9048,0.8679,0.8085,0.8994
Dataset_1,Left,PointNet,427,18,46,8,2,0.8649,0.9,0.8519,0.7826,0.9102
Dataset_1,Left,PointNet,428,14,49,4,7,0.8514,0.6667,0.9245,0.7179,0.7916
Dataset_1,Left,PointNet,429,22,37,6,9,0.7973,0.7097,0.8605,0.7458,0.85
Dataset_1,Left,PointNet,430,15,45,8,6,0.8108,0.7143,0.8491,0.6818,0.7619
Dataset_1,Left,PointNet,431,23,37,8,6,0.8108,0.7931,0.8222,0.7667,0.8352
Dataset_1,Left,PointNet,432,18,42,7,7,0.8108,0.72,0.8571,0.72,0.8718
Dataset_1,Left,PointNet,433,23,41,4,6,0.8649,0.7931,0.9111,0.8214,0.8613
Dataset_1,Left,PointNet,434,20,45,7,2,0.8784,0.9091,0.8654,0.8163,0.9379
Dataset_1,Left,PointNet,435,17,45,6,6,0.8378,0.7391,0.8824,0.7391,0.8329
Dataset_1,Left,PointNet,436,18,45,6,5,0.8514,0.7826,0.8824,0.766,0.8704
Dataset_1,Left,PointNet,437,20,40,10,4,0.8108,0.8333,0.8,0.7407,0.83
Dataset_1,Left,PointNet,438,23,39,5,7,0.8378,0.7667,0.8864,0.7931,0.85
Dataset_1,Left,PointNet,439,22,39,9,4,0.8243,0.8462,0.8125,0.7719,0.9103
Dataset_1,Left,PointNet,440,16,42,8,8,0.7838,0.6667,0.84,0.6667,0.7558
Dataset_1,Left,PointNet,441,18,41,7,8,0.7973,0.6923,0.8542,0.7059,0.8021
Dataset_1,Left,PointNet,442,22,40,6,6,0.8378,0.7857,0.8696,0.7857,0.903
Dataset_1,Left,PointNet,443,20,45,4,5,0.8784,0.8,0.9184,0.8163,0.8637
Dataset_1,Left,PointNet,444,21,35,6,12,0.7568,0.6364,0.8537,0.7,0.779
Dataset_1,Left,PointNet,445,13,50,6,5,0.8514,0.7222,0.8929,0.7027,0.8552
Dataset_1,Left,PointNet,446,27,38,1,8,0.8784,0.7714,0.9744,0.8571,0.9341
Dataset_1,Left,PointNet,447,21,38,6,9,0.7973,0.7,0.8636,0.7368,0.7811
Dataset_1,Left,PointNet,448,26,41,3,4,0.9054,0.8667,0.9318,0.8814,0.8833
Dataset_1,Left,PointNet,449,20,42,5,7,0.8378,0.7407,0.8936,0.7692,0.8511
Dataset_1,Left,PointNet,450,24,39,5,6,0.8514,0.8,0.8864,0.8136,0.8394
Dataset_1,Left,PointNet,451,19,44,2,9,0.8514,0.6786,0.9565,0.7755,0.8703
Dataset_1,Left,PointNet,452,17,44,3,10,0.8243,0.6296,0.9362,0.7234,0.8243
Dataset_1,Left,PointNet,453,25,41,3,5,0.8919,0.8333,0.9318,0.8621,0.9121
Dataset_1,Left,PointNet,454,20,42,5,7,0.8378,0.7407,0.8936,0.7692,0.8558
Dataset_1,Left,PointNet,455,20,41,9,4,0.8243,0.8333,0.82,0.7547,0.8525
Dataset_1,Left,PointNet,456,15,42,10,7,0.7703,0.6818,0.8077,0.6383,0.764
Dataset_1,Left,PointNet,457,26,40,3,5,0.8919,0.8387,0.9302,0.8667,0.9025
Dataset_1,Left,PointNet,458,18,41,6,9,0.7973,0.6667,0.8723,0.7059,0.7817
Dataset_1,Left,PointNet,459,23,36,7,8,0.7973,0.7419,0.8372,0.7541,0.7749
Dataset_1,Left,PointNet,460,18,43,6,7,0.8243,0.72,0.8776,0.7347,0.8408
Dataset_1,Left,PointNet,461,26,36,8,4,0.8378,0.8667,0.8182,0.8125,0.8621
Dataset_1,Left,PointNet,462,18,44,5,7,0.8378,0.72,0.898,0.75,0.8661
Dataset_1,Left,PointNet,463,18,45,8,3,0.8514,0.8571,0.8491,0.766,0.8329
Dataset_1,Left,PointNet,464,28,36,5,5,0.8649,0.8485,0.878,0.8485,0.8707
Dataset_1,Left,PointNet,465,25,40,6,3,0.8784,0.8929,0.8696,0.8475,0.8851
Dataset_1,Left,PointNet,466,19,43,7,5,0.8378,0.7917,0.86,0.76,0.9042
Dataset_1,Left,PointNet,467,17,46,5,6,0.8514,0.7391,0.902,0.7556,0.8619
Dataset_1,Left,PointNet,468,18,42,6,8,0.8108,0.6923,0.875,0.72,0.8566
Dataset_1,Left,PointNet,469,26,38,5,5,0.8649,0.8387,0.8837,0.8387,0.9452
Dataset_1,Left,PointNet,470,26,38,3,7,0.8649,0.7879,0.9268,0.8387,0.8825
Dataset_1,Left,PointNet,471,25,35,6,8,0.8108,0.7576,0.8537,0.7812,0.83
Dataset_1,Left,PointNet,472,22,39,5,8,0.8243,0.7333,0.8864,0.7719,0.8182
Dataset_1,Left,PointNet,473,16,48,4,6,0.8649,0.7273,0.9231,0.7619,0.8881
Dataset_1,Left,PointNet,474,22,39,5,8,0.8243,0.7333,0.8864,0.7719,0.8417
Dataset_1,Left,PointNet,475,19,41,10,4,0.8108,0.8261,0.8039,0.7308,0.8849
Dataset_1,Left,PointNet,476,22,44,4,4,0.8919,0.8462,0.9167,0.8462,0.9151
Dataset_1,Left,PointNet,477,22,36,4,12,0.7838,0.6471,0.9,0.7333,0.8154
Dataset_1,Left,PointNet,478,18,42,6,8,0.8108,0.6923,0.875,0.72,0.8005
Dataset_1,Left,PointNet,479,22,38,7,7,0.8108,0.7586,0.8444,0.7586,0.8215
Dataset_1,Left,PointNet,480,25,39,7,3,0.8649,0.8929,0.8478,0.8333,0.9154
Dataset_1,Left,PointNet,481,21,42,7,4,0.8514,0.84,0.8571,0.7925,0.9029
Dataset_1,Left,PointNet,482,17,40,6,11,0.7703,0.6071,0.8696,0.6667,0.7935
Dataset_1,Left,PointNet,483,23,47,2,2,0.9459,0.92,0.9592,0.92,0.9298
Dataset_1,Left,PointNet,484,15,44,5,10,0.7973,0.6,0.898,0.6667,0.7878
Dataset_1,Left,PointNet,485,23,40,6,5,0.8514,0.8214,0.8696,0.807,0.8556
Dataset_1,Left,PointNet,486,12,48,8,6,0.8108,0.6667,0.8571,0.6316,0.8204
Dataset_1,Left,PointNet,487,22,38,10,4,0.8108,0.8462,0.7917,0.7586,0.8662
Dataset_1,Left,PointNet,488,22,42,4,6,0.8649,0.7857,0.913,0.8148,0.8509
Dataset_1,Left,PointNet,489,24,37,6,7,0.8243,0.7742,0.8605,0.7869,0.8372
Dataset_1,Left,PointNet,490,26,44,1,3,0.9459,0.8966,0.9778,0.9286,0.9433
Dataset_1,Left,PointNet,491,23,42,3,6,0.8784,0.7931,0.9333,0.8364,0.8352
Dataset_1,Left,PointNet,492,19,45,3,7,0.8649,0.7308,0.9375,0.7917,0.8237
Dataset_1,Left,PointNet,493,16,39,9,10,0.7432,0.6154,0.8125,0.6275,0.6611
Dataset_1,Left,PointNet,494,21,42,7,4,0.8514,0.84,0.8571,0.7925,0.9004
Dataset_1,Left,PointNet,495,20,44,8,2,0.8649,0.9091,0.8462,0.8,0.91
Dataset_1,Left,PointNet,496,22,38,10,4,0.8108,0.8462,0.7917,0.7586,0.867
Dataset_1,Left,PointNet,497,18,46,6,4,0.8649,0.8182,0.8846,0.7826,0.9065
Dataset_1,Left,PointNet,498,28,36,7,3,0.8649,0.9032,0.8372,0.8485,0.8942
Dataset_1,Left,PointNet,499,18,49,3,4,0.9054,0.8182,0.9423,0.8372,0.8671
Dataset_1,Left,PointNet,500,27,36,7,4,0.8514,0.871,0.8372,0.8308,0.8567
Dataset_1,Left,PointNet,501,18,44,8,4,0.8378,0.8182,0.8462,0.75,0.826
Dataset_1,Left,PointNet,502,23,40,4,7,0.8514,0.7667,0.9091,0.807,0.8159
Dataset_1,Left,PointNet,503,11,51,5,7,0.8378,0.6111,0.9107,0.6471,0.7817
Dataset_1,Left,PointNet,504,17,45,5,7,0.8378,0.7083,0.9,0.7391,0.8442
Dataset_1,Left,PointNet,505,19,40,5,10,0.7973,0.6552,0.8889,0.717,0.8536
Dataset_1,Left,PointNet,506,22,40,4,8,0.8378,0.7333,0.9091,0.7857,0.797
Dataset_1,Left,PointNet,507,21,40,6,7,0.8243,0.75,0.8696,0.7636,0.8502
Dataset_1,Left,PointNet,508,19,46,7,2,0.8784,0.9048,0.8679,0.8085,0.8949
Dataset_1,Left,PointNet,509,21,39,6,8,0.8108,0.7241,0.8667,0.75,0.8069
Dataset_1,Left,PointNet,510,18,43,7,6,0.8243,0.75,0.86,0.7347,0.7917
Dataset_1,Left,PointNet,511,20,37,8,9,0.7703,0.6897,0.8222,0.7018,0.7701
Dataset_1,Left,PointNet,512,16,43,4,11,0.7973,0.5926,0.9149,0.6809,0.7991
Dataset_1,Left,PointNet,513,21,43,4,6,0.8649,0.7778,0.9149,0.8077,0.8842
Dataset_1,Left,PointNet,514,25,33,11,5,0.7838,0.8333,0.75,0.7576,0.8561
Dataset_1,Left,PointNet,515,18,41,9,6,0.7973,0.75,0.82,0.7059,0.8158
Dataset_1,Left,PointNet,516,23,43,5,3,0.8919,0.8846,0.8958,0.8519,0.9006
Dataset_1,Left,PointNet,517,20,42,7,5,0.8378,0.8,0.8571,0.7692,0.8498
Dataset_1,Left,PointNet,518,24,39,5,6,0.8514,0.8,0.8864,0.8136,0.8538
Dataset_1,Left,PointNet,519,15,46,8,5,0.8243,0.75,0.8519,0.6977,0.7593
Dataset_1,Left,PointNet,520,14,42,12,6,0.7568,0.7,0.7778,0.6087,0.738
Dataset_1,Left,PointNet,521,23,37,8,6,0.8108,0.7931,0.8222,0.7667,0.8966
Dataset_1,Left,PointNet,522,18,44,6,6,0.8378,0.75,0.88,0.75,0.7642
Dataset_1,Left,PointNet,523,13,46,7,8,0.7973,0.619,0.8679,0.6341,0.8248
Dataset_1,Left,PointNet,524,21,36,10,7,0.7703,0.75,0.7826,0.7119,0.8478
Dataset_1,Left,PointNet,525,20,42,6,6,0.8378,0.7692,0.875,0.7692,0.9343
Dataset_1,Left,PointNet,526,15,40,14,5,0.7432,0.75,0.7407,0.6122,0.8269
Dataset_1,Left,PointNet,527,15,42,6,11,0.7703,0.5769,0.875,0.6383,0.774
Dataset_1,Left,PointNet,528,18,43,6,7,0.8243,0.72,0.8776,0.7347,0.782
Dataset_1,Left,PointNet,529,23,43,3,5,0.8919,0.8214,0.9348,0.8519,0.8874
Dataset_1,Left,PointNet,530,17,40,3,14,0.7703,0.5484,0.9302,0.6667,0.7974
Dataset_1,Left,PointNet,531,15,48,5,6,0.8514,0.7143,0.9057,0.7317,0.8338
Dataset_1,Left,PointNet,532,22,43,4,5,0.8784,0.8148,0.9149,0.8302,0.8511
Dataset_1,Left,PointNet,533,17,45,9,3,0.8378,0.85,0.8333,0.7391,0.8852
Dataset_1,Left,PointNet,534,14,46,7,7,0.8108,0.6667,0.8679,0.6667,0.7296
Dataset_1,Left,PointNet,535,26,38,4,6,0.8649,0.8125,0.9048,0.8387,0.91
Dataset_1,Left,PointNet,536,17,44,8,5,0.8243,0.7727,0.8462,0.7234,0.8322
Dataset_1,Left,PointNet,537,19,44,4,7,0.8514,0.7308,0.9167,0.7755,0.8734
Dataset_1,Left,PointNet,538,9,48,12,5,0.7703,0.6429,0.8,0.5143,0.7833
Dataset_1,Left,PointNet,539,14,43,8,9,0.7703,0.6087,0.8431,0.6222,0.7357
Dataset_1,Left,PointNet,540,12,47,9,6,0.7973,0.6667,0.8393,0.6154,0.7937
Dataset_1,Left,PointNet,541,16,41,8,9,0.7703,0.64,0.8367,0.6531,0.738
Dataset_1,Left,PointNet,542,21,46,4,3,0.9054,0.875,0.92,0.8571,0.8792
Dataset_1,Left,PointNet,543,20,37,6,11,0.7703,0.6452,0.8605,0.7018,0.8012
Dataset_1,Left,PointNet,544,24,35,3,12,0.7973,0.6667,0.9211,0.7619,0.8363
Dataset_1,Left,PointNet,545,16,45,8,5,0.8243,0.7619,0.8491,0.7111,0.796
Dataset_1,Left,PointNet,546,18,49,4,3,0.9054,0.8571,0.9245,0.8372,0.9614
Dataset_1,Left,PointNet,547,22,38,8,6,0.8108,0.7857,0.8261,0.7586,0.9045
Dataset_1,Left,PointNet,548,26,42,4,2,0.9189,0.9286,0.913,0.8966,0.948
Dataset_1,Left,PointNet,549,20,39,7,8,0.7973,0.7143,0.8478,0.7273,0.8276
Dataset_1,Left,PointNet,550,16,40,6,12,0.7568,0.5714,0.8696,0.64,0.7601
Dataset_1,Left,PointNet,551,29,38,4,3,0.9054,0.9062,0.9048,0.8923,0.8936
Dataset_1,Left,PointNet,552,22,40,3,9,0.8378,0.7097,0.9302,0.7857,0.7772
Dataset_1,Left,PointNet,553,22,39,9,4,0.8243,0.8462,0.8125,0.7719,0.895
Dataset_1,Left,PointNet,554,12,53,3,6,0.8784,0.6667,0.9464,0.7273,0.7599
Dataset_1,Left,PointNet,555,21,40,10,3,0.8243,0.875,0.8,0.7636,0.8833
Dataset_1,Left,PointNet,556,24,45,1,4,0.9324,0.8571,0.9783,0.9057,0.9379
Dataset_1,Left,PointNet,557,16,45,7,6,0.8243,0.7273,0.8654,0.7111,0.8059
Dataset_1,Left,PointNet,558,24,35,7,8,0.7973,0.75,0.8333,0.7619,0.878
Dataset_1,Left,PointNet,559,17,47,7,3,0.8649,0.85,0.8704,0.7727,0.8435
Dataset_1,Left,PointNet,560,21,39,5,9,0.8108,0.7,0.8864,0.75,0.8742
Dataset_1,Left,PointNet,561,24,39,5,6,0.8514,0.8,0.8864,0.8136,0.8205
Dataset_1,Left,PointNet,562,14,46,8,6,0.8108,0.7,0.8519,0.6667,0.8333
Dataset_1,Left,PointNet,563,17,45,5,7,0.8378,0.7083,0.9,0.7391,0.7867
Dataset_1,Left,PointNet,564,17,42,7,8,0.7973,0.68,0.8571,0.6939,0.8139
Dataset_1,Left,PointNet,565,19,40,9,6,0.7973,0.76,0.8163,0.717,0.8016
Dataset_1,Left,PointNet,566,24,42,2,6,0.8919,0.8,0.9545,0.8571,0.9129
Dataset_1,Left,PointNet,567,16,46,4,8,0.8378,0.6667,0.92,0.7273,0.7975
Dataset_1,Left,PointNet,568,18,45,5,6,0.8514,0.75,0.9,0.766,0.8783
Dataset_1,Left,PointNet,569,25,38,5,6,0.8514,0.8065,0.8837,0.8197,0.8372
Dataset_1,Left,PointNet,570,17,42,11,4,0.7973,0.8095,0.7925,0.6939,0.8913
Dataset_1,Left,PointNet,571,23,41,2,8,0.8649,0.7419,0.9535,0.8214,0.8447
Dataset_1,Left,PointNet,572,24,37,4,9,0.8243,0.7273,0.9024,0.7869,0.7598
Dataset_1,Left,PointNet,573,24,40,5,5,0.8649,0.8276,0.8889,0.8276,0.8843
Dataset_1,Left,PointNet,574,20,41,8,5,0.8243,0.8,0.8367,0.7547,0.8784
Dataset_1,Left,PointNet,575,22,40,8,4,0.8378,0.8462,0.8333,0.7857,0.8421
Dataset_1,Left,PointNet,576,22,38,10,4,0.8108,0.8462,0.7917,0.7586,0.8373
Dataset_1,Left,PointNet,577,22,41,7,4,0.8514,0.8462,0.8542,0.8,0.9054
Dataset_1,Left,PointNet,578,21,36,8,9,0.7703,0.7,0.8182,0.7119,0.8159
Dataset_1,Left,PointNet,579,19,42,6,7,0.8243,0.7308,0.875,0.7451,0.8758
Dataset_1,Left,PointNet,580,25,41,5,3,0.8919,0.8929,0.8913,0.8621,0.8812
Dataset_1,Left,PointNet,581,23,43,5,3,0.8919,0.8846,0.8958,0.8519,0.9247
Dataset_1,Left,PointNet,582,19,46,5,4,0.8784,0.8261,0.902,0.8085,0.8389
Dataset_1,Left,PointNet,583,26,39,7,2,0.8784,0.9286,0.8478,0.8525,0.9185
Dataset_1,Left,PointNet,584,16,44,8,6,0.8108,0.7273,0.8462,0.6957,0.8409
