Dataset,Side,Model,round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
Dataset_1,Left,PointNet,20,14,44,7,9,0.7838,0.6087,0.8627,0.6364,0.7144
Dataset_1,Left,PointNet,21,17,48,5,4,0.8784,0.8095,0.9057,0.7907,0.8661
Dataset_1,Left,PointNet,22,16,44,8,6,0.8108,0.7273,0.8462,0.6957,0.8007
Dataset_1,Left,PointNet,23,19,45,2,8,0.8649,0.7037,0.9574,0.7917,0.7762
Dataset_1,Left,PointNet,24,20,47,4,3,0.9054,0.8696,0.9216,0.8511,0.9659
Dataset_1,Left,PointNet,25,14,40,11,9,0.7297,0.6087,0.7843,0.5833,0.7749
Dataset_1,Left,PointNet,26,19,47,5,3,0.8919,0.8636,0.9038,0.8261,0.9091
Dataset_1,Left,PointNet,27,22,44,8,0,0.8919,1.0,0.8462,0.8462,0.9572
Dataset_1,Left,PointNet,28,22,39,8,5,0.8243,0.8148,0.8298,0.7719,0.8448
Dataset_1,Left,PointNet,29,19,42,7,6,0.8243,0.76,0.8571,0.7451,0.7804
Dataset_1,Left,PointNet,30,11,51,7,5,0.8378,0.6875,0.8793,0.6471,0.7877
Dataset_1,Left,PointNet,31,18,45,4,7,0.8514,0.72,0.9184,0.766,0.8563
Dataset_1,Left,PointNet,32,21,41,4,8,0.8378,0.7241,0.9111,0.7778,0.8038
Dataset_1,Left,PointNet,33,22,39,3,10,0.8243,0.6875,0.9286,0.7719,0.8423
Dataset_1,Left,PointNet,34,16,50,7,1,0.8919,0.9412,0.8772,0.8,0.9092
Dataset_1,Left,PointNet,35,20,47,4,3,0.9054,0.8696,0.9216,0.8511,0.9113
Dataset_1,Left,PointNet,36,23,41,6,4,0.8649,0.8519,0.8723,0.8214,0.8645
Dataset_1,Left,PointNet,37,21,44,6,3,0.8784,0.875,0.88,0.8235,0.88
Dataset_1,Left,PointNet,38,22,41,7,4,0.8514,0.8462,0.8542,0.8,0.9006
Dataset_1,Left,PointNet,39,20,44,5,5,0.8649,0.8,0.898,0.8,0.7829
Dataset_1,Left,PointNet,40,21,41,6,6,0.8378,0.7778,0.8723,0.7778,0.8211
Dataset_1,Left,PointNet,41,25,44,3,2,0.9324,0.9259,0.9362,0.9091,0.9504
Dataset_1,Left,PointNet,42,16,48,5,5,0.8649,0.7619,0.9057,0.7619,0.788
Dataset_1,Left,PointNet,43,17,44,9,4,0.8243,0.8095,0.8302,0.7234,0.894
Dataset_1,Left,PointNet,44,23,42,3,6,0.8784,0.7931,0.9333,0.8364,0.8766
Dataset_1,Left,PointNet,45,18,42,8,6,0.8108,0.75,0.84,0.72,0.8425
Dataset_1,Left,PointNet,46,26,42,3,3,0.9189,0.8966,0.9333,0.8966,0.9395
Dataset_1,Left,PointNet,47,26,38,5,5,0.8649,0.8387,0.8837,0.8387,0.8867
Dataset_1,Left,PointNet,48,27,39,1,7,0.8919,0.7941,0.975,0.871,0.9199
Dataset_1,Left,PointNet,49,21,41,8,4,0.8378,0.84,0.8367,0.7778,0.9078
Dataset_1,Left,PointNet,50,22,39,6,7,0.8243,0.7586,0.8667,0.7719,0.8184
Dataset_1,Left,PointNet,51,18,46,6,4,0.8649,0.8182,0.8846,0.7826,0.903
Dataset_1,Left,PointNet,52,22,42,3,7,0.8649,0.7586,0.9333,0.8148,0.8759
Dataset_1,Left,PointNet,53,22,35,8,9,0.7703,0.7097,0.814,0.7213,0.7734
Dataset_1,Left,PointNet,54,19,43,7,5,0.8378,0.7917,0.86,0.76,0.8808
Dataset_1,Left,PointNet,55,19,42,4,9,0.8243,0.6786,0.913,0.7451,0.8012
Dataset_1,Left,PointNet,56,17,42,5,10,0.7973,0.6296,0.8936,0.6939,0.7218
Dataset_1,Left,PointNet,57,27,37,7,3,0.8649,0.9,0.8409,0.8438,0.9121
Dataset_1,Left,PointNet,58,25,43,4,2,0.9189,0.9259,0.9149,0.8929,0.9708
Dataset_1,Left,PointNet,59,19,39,5,11,0.7838,0.6333,0.8864,0.7037,0.7114
Dataset_1,Left,PointNet,60,30,33,4,7,0.8514,0.8108,0.8919,0.8451,0.8137
Dataset_1,Left,PointNet,61,16,47,6,5,0.8514,0.7619,0.8868,0.7442,0.8104
Dataset_1,Left,PointNet,62,17,43,7,7,0.8108,0.7083,0.86,0.7083,0.8817
Dataset_1,Left,PointNet,63,18,44,7,5,0.8378,0.7826,0.8627,0.75,0.8849
Dataset_1,Left,PointNet,64,18,43,7,6,0.8243,0.75,0.86,0.7347,0.8317
Dataset_1,Left,PointNet,65,20,45,7,2,0.8784,0.9091,0.8654,0.8163,0.8977
Dataset_1,Left,PointNet,66,25,45,2,2,0.9459,0.9259,0.9574,0.9259,0.959
Dataset_1,Left,PointNet,67,23,43,6,2,0.8919,0.92,0.8776,0.8519,0.9159
Dataset_1,Left,PointNet,68,12,47,5,10,0.7973,0.5455,0.9038,0.6154,0.7517
Dataset_1,Left,PointNet,69,19,43,8,4,0.8378,0.8261,0.8431,0.76,0.913
Dataset_1,Left,PointNet,70,22,40,5,7,0.8378,0.7586,0.8889,0.7857,0.8667
Dataset_1,Left,PointNet,71,14,51,5,4,0.8784,0.7778,0.9107,0.7568,0.8036
Dataset_1,Left,PointNet,72,18,41,10,5,0.7973,0.7826,0.8039,0.7059,0.8653
Dataset_1,Left,PointNet,73,26,36,6,6,0.8378,0.8125,0.8571,0.8125,0.8527
Dataset_1,Left,PointNet,74,18,42,4,10,0.8108,0.6429,0.913,0.72,0.7158
Dataset_1,Left,PointNet,75,28,33,5,8,0.8243,0.7778,0.8684,0.8116,0.8991
Dataset_1,Left,PointNet,76,20,40,5,9,0.8108,0.6897,0.8889,0.7407,0.8253
Dataset_1,Left,PointNet,77,16,39,7,12,0.7432,0.5714,0.8478,0.6275,0.7484
Dataset_1,Left,PointNet,78,21,44,4,5,0.8784,0.8077,0.9167,0.8235,0.9351
Dataset_1,Left,PointNet,79,16,47,8,3,0.8514,0.8421,0.8545,0.7442,0.8478
Dataset_1,Left,PointNet,80,20,41,8,5,0.8243,0.8,0.8367,0.7547,0.88
Dataset_1,Left,PointNet,81,17,41,9,7,0.7838,0.7083,0.82,0.68,0.8175
Dataset_1,Left,PointNet,82,21,39,8,6,0.8108,0.7778,0.8298,0.75,0.8329
Dataset_1,Left,PointNet,83,28,36,6,4,0.8649,0.875,0.8571,0.8485,0.9055
Dataset_1,Left,PointNet,84,26,38,3,7,0.8649,0.7879,0.9268,0.8387,0.884
Dataset_1,Left,PointNet,85,21,42,9,2,0.8514,0.913,0.8235,0.7925,0.925
Dataset_1,Left,PointNet,86,23,38,5,8,0.8243,0.7419,0.8837,0.7797,0.8665
Dataset_1,Left,PointNet,87,20,37,9,8,0.7703,0.7143,0.8043,0.7018,0.8106
Dataset_1,Left,PointNet,88,22,38,7,7,0.8108,0.7586,0.8444,0.7586,0.8284
Dataset_1,Left,PointNet,89,19,41,4,10,0.8108,0.6552,0.9111,0.7308,0.849
Dataset_1,Left,PointNet,90,22,38,6,8,0.8108,0.7333,0.8636,0.7586,0.8227
Dataset_1,Left,PointNet,91,19,43,6,6,0.8378,0.76,0.8776,0.76,0.8645
Dataset_1,Left,PointNet,92,22,37,8,7,0.7973,0.7586,0.8222,0.7458,0.8352
Dataset_1,Left,PointNet,93,14,46,7,7,0.8108,0.6667,0.8679,0.6667,0.8086
Dataset_1,Left,PointNet,94,20,41,9,4,0.8243,0.8333,0.82,0.7547,0.8483
Dataset_1,Left,PointNet,95,19,44,7,4,0.8514,0.8261,0.8627,0.7755,0.8542
Dataset_1,Left,PointNet,96,19,43,5,7,0.8378,0.7308,0.8958,0.76,0.8582
Dataset_1,Left,PointNet,97,17,38,12,7,0.7432,0.7083,0.76,0.6415,0.7558
Dataset_1,Left,PointNet,98,15,51,5,3,0.8919,0.8333,0.9107,0.7895,0.9425
Dataset_1,Left,PointNet,99,20,40,10,4,0.8108,0.8333,0.8,0.7407,0.9058
Dataset_1,Left,PointNet,100,20,42,6,6,0.8378,0.7692,0.875,0.7692,0.8438
Dataset_1,Left,PointNet,101,15,47,5,7,0.8378,0.6818,0.9038,0.7143,0.7719
Dataset_1,Left,PointNet,102,24,37,8,5,0.8243,0.8276,0.8222,0.7869,0.9234
Dataset_1,Left,PointNet,103,21,43,4,6,0.8649,0.7778,0.9149,0.8077,0.9275
Dataset_1,Left,PointNet,104,19,36,7,12,0.7432,0.6129,0.8372,0.6667,0.7779
Dataset_1,Left,PointNet,105,17,46,7,4,0.8514,0.8095,0.8679,0.7556,0.8841
Dataset_1,Left,PointNet,106,21,39,7,7,0.8108,0.75,0.8478,0.75,0.8346
Dataset_1,Left,PointNet,107,18,43,8,5,0.8243,0.7826,0.8431,0.7347,0.8048
Dataset_1,Left,PointNet,108,22,43,3,6,0.8784,0.7857,0.9348,0.8302,0.9045
Dataset_1,Left,PointNet,109,19,43,7,5,0.8378,0.7917,0.86,0.76,0.85
Dataset_1,Left,PointNet,110,27,40,3,4,0.9054,0.871,0.9302,0.8852,0.937
Dataset_1,Left,PointNet,111,23,37,8,6,0.8108,0.7931,0.8222,0.7667,0.8506
Dataset_1,Left,PointNet,112,21,35,9,9,0.7568,0.7,0.7955,0.7,0.803
Dataset_1,Left,PointNet,113,22,42,4,6,0.8649,0.7857,0.913,0.8148,0.8548
Dataset_1,Left,PointNet,114,16,39,7,12,0.7432,0.5714,0.8478,0.6275,0.7562
Dataset_1,Left,PointNet,115,24,39,2,9,0.8514,0.7273,0.9512,0.8136,0.7931
Dataset_1,Left,PointNet,116,19,45,6,4,0.8649,0.8261,0.8824,0.7917,0.873
Dataset_1,Left,PointNet,117,24,40,4,6,0.8649,0.8,0.9091,0.8276,0.8705
Dataset_1,Left,PointNet,118,27,39,4,4,0.8919,0.871,0.907,0.871,0.943
Dataset_1,Left,PointNet,119,18,41,8,7,0.7973,0.72,0.8367,0.7059,0.8073
Dataset_1,Left,PointNet,120,22,40,4,8,0.8378,0.7333,0.9091,0.7857,0.7773
Dataset_1,Left,PointNet,121,22,44,4,4,0.8919,0.8462,0.9167,0.8462,0.9287
Dataset_1,Left,PointNet,122,24,37,7,6,0.8243,0.8,0.8409,0.7869,0.8583
Dataset_1,Left,PointNet,123,20,40,10,4,0.8108,0.8333,0.8,0.7407,0.8508
Dataset_1,Left,PointNet,124,17,43,9,5,0.8108,0.7727,0.8269,0.7083,0.8278
Dataset_1,Left,PointNet,125,20,45,4,5,0.8784,0.8,0.9184,0.8163,0.911
Dataset_1,Left,PointNet,126,18,40,10,6,0.7838,0.75,0.8,0.6923,0.835
Dataset_1,Left,PointNet,127,30,35,3,6,0.8784,0.8333,0.9211,0.8696,0.9225
Dataset_1,Left,PointNet,128,32,31,8,3,0.8514,0.9143,0.7949,0.8533,0.9143
Dataset_1,Left,PointNet,129,20,36,8,10,0.7568,0.6667,0.8182,0.6897,0.7508
Dataset_1,Left,PointNet,130,11,44,7,12,0.7432,0.4783,0.8627,0.5366,0.7366
Dataset_1,Left,PointNet,131,25,40,2,7,0.8784,0.7812,0.9524,0.8475,0.907
Dataset_1,Left,PointNet,132,18,48,6,2,0.8919,0.9,0.8889,0.8182,0.8981
Dataset_1,Left,PointNet,133,20,45,3,6,0.8784,0.7692,0.9375,0.8163,0.8782
Dataset_1,Left,PointNet,134,23,45,2,4,0.9189,0.8519,0.9574,0.8846,0.9094
Dataset_1,Left,PointNet,135,22,42,6,4,0.8649,0.8462,0.875,0.8148,0.883
Dataset_1,Left,PointNet,136,15,45,9,5,0.8108,0.75,0.8333,0.6818,0.812
Dataset_1,Left,PointNet,137,19,38,8,9,0.7703,0.6786,0.8261,0.6909,0.816
Dataset_1,Left,PointNet,138,13,53,2,6,0.8919,0.6842,0.9636,0.7647,0.8402
Dataset_1,Left,PointNet,139,17,43,7,7,0.8108,0.7083,0.86,0.7083,0.82
Dataset_1,Left,PointNet,140,18,48,3,5,0.8919,0.7826,0.9412,0.8182,0.809
Dataset_1,Left,PointNet,141,26,38,4,6,0.8649,0.8125,0.9048,0.8387,0.8393
Dataset_1,Left,PointNet,142,16,44,7,7,0.8108,0.6957,0.8627,0.6957,0.798
Dataset_1,Left,PointNet,143,25,38,8,3,0.8514,0.8929,0.8261,0.8197,0.9262
Dataset_1,Left,PointNet,144,21,46,4,3,0.9054,0.875,0.92,0.8571,0.9425
Dataset_1,Left,PointNet,145,16,47,8,3,0.8514,0.8421,0.8545,0.7442,0.8268
Dataset_1,Left,PointNet,146,19,48,3,4,0.9054,0.8261,0.9412,0.8444,0.8781
Dataset_1,Left,PointNet,147,25,39,4,6,0.8649,0.8065,0.907,0.8333,0.913
Dataset_1,Left,PointNet,148,19,48,3,4,0.9054,0.8261,0.9412,0.8444,0.9216
Dataset_1,Left,PointNet,149,23,41,7,3,0.8649,0.8846,0.8542,0.8214,0.8814
Dataset_1,Left,PointNet,150,18,39,9,8,0.7703,0.6923,0.8125,0.6792,0.8197
Dataset_1,Left,PointNet,151,16,47,6,5,0.8514,0.7619,0.8868,0.7442,0.8176
Dataset_1,Left,PointNet,152,13,47,7,7,0.8108,0.65,0.8704,0.65,0.7704
Dataset_1,Left,PointNet,153,22,37,6,9,0.7973,0.7097,0.8605,0.7458,0.835
Dataset_1,Left,PointNet,154,23,39,4,8,0.8378,0.7419,0.907,0.7931,0.9122
Dataset_1,Left,PointNet,155,17,45,5,7,0.8378,0.7083,0.9,0.7391,0.815
Dataset_1,Left,PointNet,156,16,47,3,8,0.8514,0.6667,0.94,0.7442,0.8467
Dataset_1,Left,PointNet,157,20,43,7,4,0.8514,0.8333,0.86,0.7843,0.8217
Dataset_1,Left,PointNet,158,24,44,4,2,0.9189,0.9231,0.9167,0.8889,0.9535
Dataset_1,Left,PointNet,159,20,40,4,10,0.8108,0.6667,0.9091,0.7407,0.7386
Dataset_1,Left,PointNet,160,24,39,5,6,0.8514,0.8,0.8864,0.8136,0.8523
Dataset_1,Left,PointNet,161,15,47,7,5,0.8378,0.75,0.8704,0.7143,0.8722
Dataset_1,Left,PointNet,162,23,42,5,4,0.8784,0.8519,0.8936,0.8364,0.8597
Dataset_1,Left,PointNet,163,12,51,9,2,0.8514,0.8571,0.85,0.6857,0.9214
Dataset_1,Left,PointNet,164,16,47,4,7,0.8514,0.6957,0.9216,0.7442,0.8764
Dataset_1,Left,PointNet,165,27,38,4,5,0.8784,0.8438,0.9048,0.8571,0.8802
Dataset_1,Left,PointNet,166,17,43,7,7,0.8108,0.7083,0.86,0.7083,0.8017
Dataset_1,Left,PointNet,167,17,41,7,9,0.7838,0.6538,0.8542,0.68,0.8253
Dataset_1,Left,PointNet,168,20,40,4,10,0.8108,0.6667,0.9091,0.7407,0.825
Dataset_1,Left,PointNet,169,23,41,5,5,0.8649,0.8214,0.8913,0.8214,0.8665
Dataset_1,Left,PointNet,170,10,45,8,11,0.7432,0.4762,0.8491,0.5128,0.5714
Dataset_1,Left,PointNet,171,20,44,6,4,0.8649,0.8333,0.88,0.8,0.9108
Dataset_1,Left,PointNet,172,20,36,9,9,0.7568,0.6897,0.8,0.6897,0.7739
Dataset_1,Left,PointNet,173,17,48,4,5,0.8784,0.7727,0.9231,0.7907,0.8636
Dataset_1,Left,PointNet,174,22,43,4,5,0.8784,0.8148,0.9149,0.8302,0.9023
Dataset_1,Left,PointNet,175,17,46,6,5,0.8514,0.7727,0.8846,0.7556,0.8435
Dataset_1,Left,PointNet,176,22,43,3,6,0.8784,0.7857,0.9348,0.8302,0.847
Dataset_1,Left,PointNet,177,19,43,6,6,0.8378,0.76,0.8776,0.76,0.8122
Dataset_1,Left,PointNet,178,18,43,9,4,0.8243,0.8182,0.8269,0.7347,0.8182
Dataset_1,Left,PointNet,179,22,43,4,5,0.8784,0.8148,0.9149,0.8302,0.8771
Dataset_1,Left,PointNet,180,13,44,7,10,0.7703,0.5652,0.8627,0.6047,0.7178
Dataset_1,Left,PointNet,181,13,47,3,11,0.8108,0.5417,0.94,0.65,0.77
Dataset_1,Left,PointNet,182,18,45,6,5,0.8514,0.7826,0.8824,0.766,0.8321
Dataset_1,Left,PointNet,183,16,45,5,8,0.8243,0.6667,0.9,0.7111,0.8167
Dataset_1,Left,PointNet,184,25,36,6,7,0.8243,0.7812,0.8571,0.7937,0.8862
Dataset_1,Left,PointNet,185,18,47,7,2,0.8784,0.9,0.8704,0.8,0.9157
Dataset_1,Left,PointNet,186,14,48,4,8,0.8378,0.6364,0.9231,0.7,0.8776
Dataset_1,Left,PointNet,187,18,46,6,4,0.8649,0.8182,0.8846,0.7826,0.8741
Dataset_1,Left,PointNet,188,28,36,4,6,0.8649,0.8235,0.9,0.8485,0.8412
Dataset_1,Left,PointNet,189,17,48,8,1,0.8784,0.9444,0.8571,0.7907,0.9643
Dataset_1,Left,PointNet,190,21,39,8,6,0.8108,0.7778,0.8298,0.75,0.8424
Dataset_1,Left,PointNet,191,21,42,4,7,0.8514,0.75,0.913,0.7925,0.854
Dataset_1,Left,PointNet,192,26,37,4,7,0.8514,0.7879,0.9024,0.8254,0.8367
Dataset_1,Left,PointNet,193,18,43,6,7,0.8243,0.72,0.8776,0.7347,0.8882
Dataset_1,Left,PointNet,194,23,41,7,3,0.8649,0.8846,0.8542,0.8214,0.903
Dataset_1,Left,PointNet,195,21,41,5,7,0.8378,0.75,0.8913,0.7778,0.8424
Dataset_1,Left,PointNet,196,25,35,6,8,0.8108,0.7576,0.8537,0.7812,0.7931
Dataset_1,Left,PointNet,197,26,41,4,3,0.9054,0.8966,0.9111,0.8814,0.9134
Dataset_1,Left,PointNet,198,19,49,5,1,0.9189,0.95,0.9074,0.8636,0.95
Dataset_1,Left,PointNet,199,20,41,8,5,0.8243,0.8,0.8367,0.7547,0.8392
Dataset_1,Left,PointNet,200,23,38,4,9,0.8243,0.7188,0.9048,0.7797,0.8415
Dataset_1,Left,PointNet,201,19,48,0,7,0.9054,0.7308,1.0,0.8444,0.8638
Dataset_1,Left,PointNet,202,24,41,4,5,0.8784,0.8276,0.9111,0.8421,0.9126
Dataset_1,Left,PointNet,203,19,37,7,11,0.7568,0.6333,0.8409,0.6786,0.7371
Dataset_1,Left,PointNet,204,21,44,4,5,0.8784,0.8077,0.9167,0.8235,0.9151
Dataset_1,Left,PointNet,205,16,46,6,6,0.8378,0.7273,0.8846,0.7273,0.8514
Dataset_1,Left,PointNet,206,25,36,7,6,0.8243,0.8065,0.8372,0.7937,0.8372
Dataset_1,Left,PointNet,207,23,39,4,8,0.8378,0.7419,0.907,0.7931,0.8117
Dataset_1,Left,PointNet,208,19,44,8,3,0.8514,0.8636,0.8462,0.7755,0.8846
Dataset_1,Left,PointNet,209,21,41,6,6,0.8378,0.7778,0.8723,0.7778,0.8416
Dataset_1,Left,PointNet,210,17,38,7,12,0.7432,0.5862,0.8444,0.6415,0.6958
Dataset_1,Left,PointNet,211,19,42,8,5,0.8243,0.7917,0.84,0.7451,0.825
Dataset_1,Left,PointNet,212,20,44,5,5,0.8649,0.8,0.898,0.8,0.8751
Dataset_1,Left,PointNet,213,15,44,3,12,0.7973,0.5556,0.9362,0.6667,0.7494
Dataset_1,Left,PointNet,214,21,43,5,5,0.8649,0.8077,0.8958,0.8077,0.8822
Dataset_1,Left,PointNet,215,19,44,5,6,0.8514,0.76,0.898,0.7755,0.8939
Dataset_1,Left,PointNet,216,20,44,5,5,0.8649,0.8,0.898,0.8,0.8506
Dataset_1,Left,PointNet,217,17,46,7,4,0.8514,0.8095,0.8679,0.7556,0.8167
Dataset_1,Left,PointNet,218,21,42,3,8,0.8514,0.7241,0.9333,0.7925,0.8759
Dataset_1,Left,PointNet,219,20,39,8,7,0.7973,0.7407,0.8298,0.7273,0.7809
Dataset_1,Left,PointNet,220,17,45,6,6,0.8378,0.7391,0.8824,0.7391,0.8355
Dataset_1,Left,PointNet,221,22,43,3,6,0.8784,0.7857,0.9348,0.8302,0.809
Dataset_1,Left,PointNet,222,12,50,7,5,0.8378,0.7059,0.8772,0.6667,0.8101
Dataset_1,Left,PointNet,223,24,40,5,5,0.8649,0.8276,0.8889,0.8276,0.8782
Dataset_1,Left,PointNet,224,18,42,7,7,0.8108,0.72,0.8571,0.72,0.8637
Dataset_1,Left,PointNet,225,20,37,7,10,0.7703,0.6667,0.8409,0.7018,0.8417
Dataset_1,Left,PointNet,226,23,38,6,7,0.8243,0.7667,0.8636,0.7797,0.8409
Dataset_1,Left,PointNet,227,24,41,4,5,0.8784,0.8276,0.9111,0.8421,0.8759
Dataset_1,Left,PointNet,228,18,44,8,4,0.8378,0.8182,0.8462,0.75,0.84
Dataset_1,Left,PointNet,229,19,39,9,7,0.7838,0.7308,0.8125,0.7037,0.8005
Dataset_1,Left,PointNet,230,21,44,5,4,0.8784,0.84,0.898,0.8235,0.9086
Dataset_1,Left,PointNet,231,26,37,3,8,0.8514,0.7647,0.925,0.8254,0.9309
Dataset_1,Left,PointNet,232,26,36,8,4,0.8378,0.8667,0.8182,0.8125,0.9
Dataset_1,Left,PointNet,233,24,39,5,6,0.8514,0.8,0.8864,0.8136,0.8061
Dataset_1,Left,PointNet,234,15,45,5,9,0.8108,0.625,0.9,0.6818,0.8592
Dataset_1,Left,PointNet,235,23,42,1,8,0.8784,0.7419,0.9767,0.8364,0.8402
Dataset_1,Left,PointNet,236,23,39,8,4,0.8378,0.8519,0.8298,0.7931,0.9188
Dataset_1,Left,PointNet,237,14,40,11,9,0.7297,0.6087,0.7843,0.5833,0.7656
Dataset_1,Left,PointNet,238,19,41,6,8,0.8108,0.7037,0.8723,0.7308,0.8235
Dataset_1,Left,PointNet,239,20,41,8,5,0.8243,0.8,0.8367,0.7547,0.8286
Dataset_1,Left,PointNet,240,21,41,5,7,0.8378,0.75,0.8913,0.7778,0.8106
Dataset_1,Left,PointNet,241,23,42,6,3,0.8784,0.8846,0.875,0.8364,0.9431
Dataset_1,Left,PointNet,242,12,48,6,8,0.8108,0.6,0.8889,0.6316,0.8306
Dataset_1,Left,PointNet,243,28,34,5,7,0.8378,0.8,0.8718,0.8235,0.8674
Dataset_1,Left,PointNet,244,23,32,11,8,0.7432,0.7419,0.7442,0.7077,0.8192
Dataset_1,Left,PointNet,245,18,42,9,5,0.8108,0.7826,0.8235,0.72,0.8423
Dataset_1,Left,PointNet,246,22,37,5,10,0.7973,0.6875,0.881,0.7458,0.8095
Dataset_1,Left,PointNet,247,19,40,10,5,0.7973,0.7917,0.8,0.717,0.855
Dataset_1,Left,PointNet,248,16,42,8,8,0.7838,0.6667,0.84,0.6667,0.8067
Dataset_1,Left,PointNet,249,25,38,6,5,0.8514,0.8333,0.8636,0.8197,0.9439
Dataset_1,Left,PointNet,250,16,51,2,5,0.9054,0.7619,0.9623,0.8205,0.9263
Dataset_1,Left,PointNet,251,24,46,4,0,0.9459,1.0,0.92,0.9231,0.9742
Dataset_1,Left,PointNet,252,20,44,3,7,0.8649,0.7407,0.9362,0.8,0.8392
Dataset_1,Left,PointNet,253,19,42,9,4,0.8243,0.8261,0.8235,0.7451,0.8269
Dataset_1,Left,PointNet,254,20,37,8,9,0.7703,0.6897,0.8222,0.7018,0.7824
Dataset_1,Left,PointNet,255,19,42,7,6,0.8243,0.76,0.8571,0.7451,0.8743
Dataset_1,Left,PointNet,256,20,43,5,6,0.8514,0.7692,0.8958,0.7843,0.8037
Dataset_1,Left,PointNet,257,29,32,5,8,0.8243,0.7838,0.8649,0.8169,0.8722
Dataset_1,Left,PointNet,258,17,44,4,9,0.8243,0.6538,0.9167,0.7234,0.7436
Dataset_1,Left,PointNet,259,22,38,6,8,0.8108,0.7333,0.8636,0.7586,0.8902
Dataset_1,Left,PointNet,260,17,45,8,4,0.8378,0.8095,0.8491,0.7391,0.9048
Dataset_1,Left,PointNet,261,21,42,7,4,0.8514,0.84,0.8571,0.7925,0.8865
Dataset_1,Left,PointNet,262,24,38,6,6,0.8378,0.8,0.8636,0.8,0.8939
Dataset_1,Left,PointNet,263,19,43,8,4,0.8378,0.8261,0.8431,0.76,0.8346
Dataset_1,Left,PointNet,264,20,37,7,10,0.7703,0.6667,0.8409,0.7018,0.7689
Dataset_1,Left,PointNet,265,21,39,8,6,0.8108,0.7778,0.8298,0.75,0.8503
Dataset_1,Left,PointNet,266,20,41,7,6,0.8243,0.7692,0.8542,0.7547,0.8742
Dataset_1,Left,PointNet,267,20,38,9,7,0.7838,0.7407,0.8085,0.7143,0.8038
Dataset_1,Left,PointNet,268,23,44,3,4,0.9054,0.8519,0.9362,0.8679,0.9732
Dataset_1,Left,PointNet,269,24,43,3,4,0.9054,0.8571,0.9348,0.8727,0.8843
Dataset_1,Left,PointNet,270,16,39,10,9,0.7432,0.64,0.7959,0.6275,0.8318
Dataset_1,Left,PointNet,271,17,48,3,6,0.8784,0.7391,0.9412,0.7907,0.8159
Dataset_1,Left,PointNet,272,22,36,10,6,0.7838,0.7857,0.7826,0.7333,0.8129
Dataset_1,Left,PointNet,273,23,36,9,6,0.7973,0.7931,0.8,0.7541,0.823
Dataset_1,Left,PointNet,274,19,42,6,7,0.8243,0.7308,0.875,0.7451,0.8774
Dataset_1,Left,PointNet,275,18,44,4,8,0.8378,0.6923,0.9167,0.75,0.7612
Dataset_1,Left,PointNet,276,19,39,9,7,0.7838,0.7308,0.8125,0.7037,0.8606
Dataset_1,Left,PointNet,277,15,42,10,7,0.7703,0.6818,0.8077,0.6383,0.8479
Dataset_1,Left,PointNet,278,19,45,4,6,0.8649,0.76,0.9184,0.7917,0.8751
Dataset_1,Left,PointNet,279,21,44,6,3,0.8784,0.875,0.88,0.8235,0.8692
Dataset_1,Left,PointNet,280,21,43,7,3,0.8649,0.875,0.86,0.8077,0.9042
Dataset_1,Left,PointNet,281,15,39,10,10,0.7297,0.6,0.7959,0.6,0.7469
Dataset_1,Left,PointNet,282,15,43,9,7,0.7838,0.6818,0.8269,0.6522,0.7229
Dataset_1,Left,PointNet,283,23,38,7,6,0.8243,0.7931,0.8444,0.7797,0.8674
Dataset_1,Left,PointNet,284,22,42,4,6,0.8649,0.7857,0.913,0.8148,0.8207
Dataset_1,Left,PointNet,285,23,42,5,4,0.8784,0.8519,0.8936,0.8364,0.8976
Dataset_1,Left,PointNet,286,18,44,4,8,0.8378,0.6923,0.9167,0.75,0.8149
Dataset_1,Left,PointNet,287,21,38,10,5,0.7973,0.8077,0.7917,0.7368,0.847
Dataset_1,Left,PointNet,288,16,44,5,9,0.8108,0.64,0.898,0.6957,0.8008
Dataset_1,Left,PointNet,289,13,54,4,3,0.9054,0.8125,0.931,0.7879,0.8944
Dataset_1,Left,PointNet,290,18,45,6,5,0.8514,0.7826,0.8824,0.766,0.8645
Dataset_1,Left,PointNet,291,27,37,5,5,0.8649,0.8438,0.881,0.8438,0.9182
Dataset_1,Left,PointNet,292,24,42,4,4,0.8919,0.8571,0.913,0.8571,0.9348
Dataset_1,Left,PointNet,293,14,46,6,8,0.8108,0.6364,0.8846,0.6667,0.7753
Dataset_1,Left,PointNet,294,27,35,4,8,0.8378,0.7714,0.8974,0.8182,0.8733
Dataset_1,Left,PointNet,295,21,39,8,6,0.8108,0.7778,0.8298,0.75,0.8227
Dataset_1,Left,PointNet,296,19,45,6,4,0.8649,0.8261,0.8824,0.7917,0.8483
Dataset_1,Left,PointNet,297,18,39,7,10,0.7703,0.6429,0.8478,0.6792,0.7834
Dataset_1,Left,PointNet,298,15,46,9,4,0.8243,0.7895,0.8364,0.6977,0.8603
Dataset_1,Left,PointNet,299,19,48,4,3,0.9054,0.8636,0.9231,0.8444,0.9642
Dataset_1,Left,PointNet,300,19,43,6,6,0.8378,0.76,0.8776,0.76,0.8122
Dataset_1,Left,PointNet,301,17,49,6,2,0.8919,0.8947,0.8909,0.8095,0.8957
Dataset_1,Left,PointNet,302,17,44,6,7,0.8243,0.7083,0.88,0.7234,0.8433
