Model,AUC_Mean,AUC_SD,AUC_Median,Accuracy_Mean,Accuracy_SD,F1_Mean,F1_SD,Sensitivity_Mean,Specificity_Mean
MLP,0.182,0.240574312843246,0.0,0.9121906000000002,0.08502158403393811,0.0,0.0,0.0,1.0
MobileNet,0.7586396999999999,0.21111872184605043,0.8166500000000001,0.8220171000000001,0.11252174873147859,0.0,0.0,0.0,0.9019163000000001
PointNet,0.5659571999999999,0.13249272601980835,0.5,0.9121906000000002,0.08502158403393811,0.0,0.0,0.0,1.0
ResNet+AE,0.5095097,0.1290457524907736,0.5,0.8220171000000001,0.11252174873147859,0.0,0.0,0.0,0.9019163000000001
ResNet,0.2481022,0.2080380439130305,0.2,0.7371132,0.12857230893843358,0.0,0.0,0.0,0.8089867000000001
SqueezeNet,0.5108331,0.13127253389186178,0.5,0.8220171000000001,0.11252174873147859,0.0,0.0,0.0,0.9019163000000001
SVM,0.182,0.240574312843246,0.0,0.8220171000000001,0.11252174873147859,0.0,0.0,0.0,0.9019163000000001
