round,TP,TN,FP,FN,Accuracy,Sensitivity_Class0,Specificity_Class0,F1_Class0,Sensitivity_Class1,Specificity_Class1,F1_Class1,AUC
1,22,45,11,6,0.7976,0.8036,0.7857,0.8411,0.7857,0.8036,0.7213,0.8807
2,19,41,15,9,0.7143,0.7321,0.6786,0.7736,0.6786,0.7321,0.6129,0.8367
3,23,48,6,7,0.8452,0.8889,0.7667,0.8807,0.7667,0.8889,0.7797,0.8753
4,27,41,10,6,0.8095,0.8039,0.8182,0.8367,0.8182,0.8039,0.7714,0.9168
5,27,41,10,6,0.8095,0.8039,0.8182,0.8367,0.8182,0.8039,0.7714,0.8889
6,19,47,8,10,0.7857,0.8545,0.6552,0.8393,0.6552,0.8545,0.6786,0.8389
7,25,43,12,4,0.8095,0.7818,0.8621,0.8431,0.8621,0.7818,0.7576,0.8784
8,21,44,11,8,0.7738,0.8,0.7241,0.8224,0.7241,0.8,0.6885,0.8257
9,26,37,10,11,0.75,0.7872,0.7027,0.7789,0.7027,0.7872,0.7123,0.8436
10,22,40,12,10,0.7381,0.7692,0.6875,0.7843,0.6875,0.7692,0.6667,0.7831
11,21,46,9,8,0.7976,0.8364,0.7241,0.844,0.7241,0.8364,0.7119,0.8539
12,24,38,17,5,0.7381,0.6909,0.8276,0.7755,0.8276,0.6909,0.6857,0.8539
13,19,45,10,10,0.7619,0.8182,0.6552,0.8182,0.6552,0.8182,0.6552,0.8602
14,17,48,10,9,0.7738,0.8276,0.6538,0.8348,0.6538,0.8276,0.6415,0.8336
15,29,40,9,6,0.8214,0.8163,0.8286,0.8421,0.8286,0.8163,0.7945,0.905
16,24,39,10,11,0.75,0.7959,0.6857,0.7879,0.6857,0.7959,0.6957,0.8134
17,22,44,7,11,0.7857,0.8627,0.6667,0.8302,0.6667,0.8627,0.7097,0.8105
18,25,41,10,8,0.7857,0.8039,0.7576,0.82,0.7576,0.8039,0.7353,0.9014
19,20,40,14,10,0.7143,0.7407,0.6667,0.7692,0.6667,0.7407,0.625,0.7944
20,24,45,7,8,0.8214,0.8654,0.75,0.8571,0.75,0.8654,0.7619,0.9087
21,23,38,11,12,0.7262,0.7755,0.6571,0.7677,0.6571,0.7755,0.6667,0.7953
22,20,48,7,9,0.8095,0.8727,0.6897,0.8571,0.6897,0.8727,0.7143,0.8426
23,14,55,6,9,0.8214,0.9016,0.6087,0.88,0.6087,0.9016,0.6512,0.8582
24,23,40,12,9,0.75,0.7692,0.7188,0.7921,0.7188,0.7692,0.6866,0.8431
25,15,51,13,5,0.7857,0.7969,0.75,0.85,0.75,0.7969,0.625,0.8695
26,17,38,13,16,0.6548,0.7451,0.5152,0.7238,0.5152,0.7451,0.5397,0.754
27,25,45,9,5,0.8333,0.8333,0.8333,0.8654,0.8333,0.8333,0.7812,0.9093
28,25,42,11,6,0.7976,0.7925,0.8065,0.8317,0.8065,0.7925,0.7463,0.9069
29,23,44,8,9,0.7976,0.8462,0.7188,0.8381,0.7188,0.8462,0.7302,0.9056
30,29,39,7,9,0.8095,0.8478,0.7632,0.8298,0.7632,0.8478,0.7838,0.8724
31,18,44,10,12,0.7381,0.8148,0.6,0.8,0.6,0.8148,0.6207,0.8401
32,25,44,8,7,0.8214,0.8462,0.7812,0.8544,0.7812,0.8462,0.7692,0.8978
33,26,36,13,9,0.7381,0.7347,0.7429,0.766,0.7429,0.7347,0.7027,0.8157
34,29,33,14,8,0.7381,0.7021,0.7838,0.75,0.7838,0.7021,0.725,0.8315
35,23,43,5,13,0.7857,0.8958,0.6389,0.8269,0.6389,0.8958,0.7187,0.8744
36,29,33,12,10,0.7381,0.7333,0.7436,0.75,0.7436,0.7333,0.725,0.8234
37,23,44,3,14,0.7976,0.9362,0.6216,0.8381,0.6216,0.9362,0.7302,0.9017
38,21,41,15,7,0.7381,0.7321,0.75,0.7885,0.75,0.7321,0.6562,0.8144
39,24,45,7,8,0.8214,0.8654,0.75,0.8571,0.75,0.8654,0.7619,0.8696
40,23,39,12,10,0.7381,0.7647,0.697,0.78,0.697,0.7647,0.6765,0.8443
41,18,47,10,9,0.7738,0.8246,0.6667,0.8319,0.6667,0.8246,0.6545,0.8538
42,23,45,6,10,0.8095,0.8824,0.697,0.8491,0.697,0.8824,0.7419,0.8829
43,23,35,15,11,0.6905,0.7,0.6765,0.7292,0.6765,0.7,0.6389,0.7665
44,22,45,12,5,0.7976,0.7895,0.8148,0.8411,0.8148,0.7895,0.7213,0.8856
45,24,41,7,12,0.7738,0.8542,0.6667,0.8119,0.6667,0.8542,0.7164,0.8368
46,24,36,15,9,0.7143,0.7059,0.7273,0.75,0.7273,0.7059,0.6667,0.8182
47,16,48,15,5,0.7619,0.7619,0.7619,0.8276,0.7619,0.7619,0.6154,0.7952
48,22,37,13,12,0.7024,0.74,0.6471,0.7475,0.6471,0.74,0.6377,0.8112
49,25,45,11,3,0.8333,0.8036,0.8929,0.8654,0.8929,0.8036,0.7812,0.919
50,20,39,12,13,0.7024,0.7647,0.6061,0.7573,0.6061,0.7647,0.6154,0.7938
51,24,44,8,8,0.8095,0.8462,0.75,0.8462,0.75,0.8462,0.75,0.872
52,25,44,6,9,0.8214,0.88,0.7353,0.8544,0.7353,0.88,0.7692,0.9171
53,21,42,11,10,0.75,0.7925,0.6774,0.8,0.6774,0.7925,0.6667,0.8582
54,31,36,9,8,0.7976,0.8,0.7949,0.809,0.7949,0.8,0.7848,0.9037
55,27,35,9,13,0.7381,0.7955,0.675,0.7609,0.675,0.7955,0.7105,0.8375
56,25,46,5,8,0.8452,0.902,0.7576,0.8762,0.7576,0.902,0.7937,0.902
57,27,42,12,3,0.8214,0.7778,0.9,0.8485,0.9,0.7778,0.7826,0.8623
58,23,40,14,7,0.75,0.7407,0.7667,0.7921,0.7667,0.7407,0.6866,0.8241
59,23,41,9,11,0.7619,0.82,0.6765,0.8039,0.6765,0.82,0.697,0.8071
60,24,39,15,6,0.75,0.7222,0.8,0.7879,0.8,0.7222,0.6957,0.8475
61,24,44,9,7,0.8095,0.8302,0.7742,0.8462,0.7742,0.8302,0.75,0.8923
62,23,37,14,10,0.7143,0.7255,0.697,0.7551,0.697,0.7255,0.6571,0.8419
63,20,43,16,5,0.75,0.7288,0.8,0.8037,0.8,0.7288,0.6557,0.8915
64,26,38,9,11,0.7619,0.8085,0.7027,0.7917,0.7027,0.8085,0.7222,0.8574
65,24,44,7,9,0.8095,0.8627,0.7273,0.8462,0.7273,0.8627,0.75,0.8675
66,20,43,13,8,0.75,0.7679,0.7143,0.8037,0.7143,0.7679,0.6557,0.7966
67,20,43,13,8,0.75,0.7679,0.7143,0.8037,0.7143,0.7679,0.6557,0.8737
68,22,41,14,7,0.75,0.7455,0.7586,0.7961,0.7586,0.7455,0.6769,0.8746
69,16,46,9,13,0.7381,0.8364,0.5517,0.807,0.5517,0.8364,0.5926,0.7611
70,23,41,11,9,0.7619,0.7885,0.7188,0.8039,0.7188,0.7885,0.697,0.8425
71,28,42,9,5,0.8333,0.8235,0.8485,0.8571,0.8485,0.8235,0.8,0.9305
72,19,43,14,8,0.7381,0.7544,0.7037,0.7963,0.7037,0.7544,0.6333,0.8441
73,23,42,8,11,0.7738,0.84,0.6765,0.8155,0.6765,0.84,0.7077,0.8535
74,20,43,10,11,0.75,0.8113,0.6452,0.8037,0.6452,0.8113,0.6557,0.8631
75,23,34,14,13,0.6786,0.7083,0.6389,0.7158,0.6389,0.7083,0.6301,0.7749
76,11,45,13,15,0.6667,0.7759,0.4231,0.7627,0.4231,0.7759,0.44,0.7692
77,25,42,9,8,0.7976,0.8235,0.7576,0.8317,0.7576,0.8235,0.7463,0.8901
78,21,44,8,11,0.7738,0.8462,0.6562,0.8224,0.6562,0.8462,0.6885,0.8149
79,26,36,13,9,0.7381,0.7347,0.7429,0.766,0.7429,0.7347,0.7027,0.8082
80,22,38,17,7,0.7143,0.6909,0.7586,0.76,0.7586,0.6909,0.6471,0.7969
81,24,48,7,5,0.8571,0.8727,0.8276,0.8889,0.8276,0.8727,0.8,0.9166
82,22,43,9,10,0.7738,0.8269,0.6875,0.819,0.6875,0.8269,0.6984,0.8684
83,24,42,8,10,0.7857,0.84,0.7059,0.8235,0.7059,0.84,0.7273,0.8765
84,21,41,11,11,0.7381,0.7885,0.6562,0.7885,0.6562,0.7885,0.6562,0.8504
85,20,41,12,11,0.7262,0.7736,0.6452,0.781,0.6452,0.7736,0.6349,0.8223
86,24,34,17,9,0.6905,0.6667,0.7273,0.7234,0.7273,0.6667,0.6486,0.8158
87,23,43,10,8,0.7857,0.8113,0.7419,0.8269,0.7419,0.8113,0.7188,0.8783
88,22,47,9,6,0.8214,0.8393,0.7857,0.8624,0.7857,0.8393,0.7458,0.8616
89,29,36,13,6,0.7738,0.7347,0.8286,0.7912,0.8286,0.7347,0.7532,0.877
