round,TP,TN,FP,FN,Accuracy,Sensitivity_Class0,Specificity_Class0,F1_Class0,Sensitivity_Class1,Specificity_Class1,F1_Class1,AUC
1,7,159,12,99,0.5993,0.9298,0.066,0.7413,0.066,0.9298,0.112,0.6072
2,11,163,10,93,0.6282,0.9422,0.1058,0.7599,0.1058,0.9422,0.176,0.6139
3,11,168,14,84,0.6462,0.9231,0.1158,0.7742,0.1158,0.9231,0.1833,0.6443
4,7,160,22,88,0.6029,0.8791,0.0737,0.7442,0.0737,0.8791,0.1129,0.5633
5,17,156,14,90,0.6245,0.9176,0.1589,0.75,0.1589,0.9176,0.2464,0.6238
6,7,173,16,81,0.6498,0.9153,0.0795,0.781,0.0795,0.9153,0.1261,0.5918
7,14,164,18,81,0.6426,0.9011,0.1474,0.7681,0.1474,0.9011,0.2205,0.6447
8,11,166,16,84,0.639,0.9121,0.1158,0.7685,0.1158,0.9121,0.1803,0.6218
9,14,151,19,93,0.5957,0.8882,0.1308,0.7295,0.1308,0.8882,0.2,0.591
10,10,168,18,81,0.6426,0.9032,0.1099,0.7724,0.1099,0.9032,0.1681,0.606
11,11,176,8,82,0.6751,0.9565,0.1183,0.7964,0.1183,0.9565,0.1964,0.6138
12,11,175,13,78,0.6715,0.9309,0.1236,0.7937,0.1236,0.9309,0.1947,0.6301
13,8,166,15,88,0.6282,0.9171,0.0833,0.7632,0.0833,0.9171,0.1345,0.5825
14,22,148,10,97,0.6137,0.9367,0.1849,0.7345,0.1849,0.9367,0.2914,0.6576
15,16,140,13,108,0.5632,0.915,0.129,0.6983,0.129,0.915,0.2092,0.6387
16,10,169,9,89,0.6462,0.9494,0.101,0.7752,0.101,0.9494,0.1695,0.6151
17,13,162,12,90,0.6318,0.931,0.1262,0.7606,0.1262,0.931,0.2031,0.6215
18,19,161,18,79,0.6498,0.8994,0.1939,0.7685,0.1939,0.8994,0.2815,0.645
19,16,172,16,73,0.6787,0.9149,0.1798,0.7945,0.1798,0.9149,0.2645,0.6776
20,10,156,19,92,0.5993,0.8914,0.098,0.7376,0.098,0.8914,0.1527,0.6617
21,21,149,18,89,0.6137,0.8922,0.1909,0.7358,0.1909,0.8922,0.2819,0.6099
22,16,167,13,81,0.6606,0.9278,0.1649,0.7804,0.1649,0.9278,0.254,0.6647
23,19,173,17,68,0.6931,0.9105,0.2184,0.8028,0.2184,0.9105,0.3089,0.6341
24,19,154,14,90,0.6245,0.9167,0.1743,0.7476,0.1743,0.9167,0.2676,0.6252
25,18,146,11,102,0.5921,0.9299,0.15,0.721,0.15,0.9299,0.2416,0.6807
26,14,167,8,88,0.6534,0.9543,0.1373,0.7767,0.1373,0.9543,0.2258,0.6669
27,11,176,12,78,0.6751,0.9362,0.1236,0.7964,0.1236,0.9362,0.1964,0.5817
28,11,157,11,98,0.6065,0.9345,0.1009,0.7423,0.1009,0.9345,0.1679,0.6294
29,13,168,11,85,0.6534,0.9385,0.1327,0.7778,0.1327,0.9385,0.2131,0.6916
30,11,159,14,93,0.6137,0.9191,0.1058,0.7482,0.1058,0.9191,0.1705,0.6193
31,11,166,12,88,0.639,0.9326,0.1111,0.7685,0.1111,0.9326,0.1803,0.6512
32,21,150,15,91,0.6173,0.9091,0.1875,0.7389,0.1875,0.9091,0.2838,0.6742
33,13,148,18,98,0.5812,0.8916,0.1171,0.7184,0.1171,0.8916,0.1831,0.6376
34,9,166,15,87,0.6318,0.9171,0.0938,0.765,0.0938,0.9171,0.15,0.6045
35,13,163,19,82,0.6354,0.8956,0.1368,0.7635,0.1368,0.8956,0.2047,0.6614
36,10,167,15,85,0.639,0.9176,0.1053,0.7696,0.1053,0.9176,0.1667,0.6292
37,17,165,14,81,0.657,0.9218,0.1735,0.7765,0.1735,0.9218,0.2636,0.6254
38,12,173,12,80,0.6679,0.9351,0.1304,0.79,0.1304,0.9351,0.2069,0.6482
39,21,160,17,79,0.6534,0.904,0.21,0.7692,0.21,0.904,0.3043,0.6334
40,15,155,18,89,0.6137,0.896,0.1442,0.7434,0.1442,0.896,0.219,0.6194
41,13,172,13,79,0.6679,0.9297,0.1413,0.789,0.1413,0.9297,0.2203,0.6457
42,18,140,14,105,0.5704,0.9091,0.1463,0.7018,0.1463,0.9091,0.2323,0.6346
43,11,162,10,94,0.6245,0.9419,0.1048,0.757,0.1048,0.9419,0.1746,0.5885
44,11,154,16,96,0.5957,0.9059,0.1028,0.7333,0.1028,0.9059,0.1642,0.5745
45,9,157,17,94,0.5993,0.9023,0.0874,0.7388,0.0874,0.9023,0.1395,0.6372
46,15,149,20,93,0.5921,0.8817,0.1389,0.7251,0.1389,0.8817,0.2098,0.626
47,13,167,12,85,0.6498,0.933,0.1327,0.7749,0.1327,0.933,0.2114,0.6649
48,9,160,20,88,0.6101,0.8889,0.0928,0.7477,0.0928,0.8889,0.1429,0.5918
49,16,144,20,97,0.5776,0.878,0.1416,0.7111,0.1416,0.878,0.2148,0.5877
50,21,157,16,83,0.6426,0.9075,0.2019,0.7603,0.2019,0.9075,0.2979,0.6275
51,12,159,21,85,0.6173,0.8833,0.1237,0.75,0.1237,0.8833,0.1846,0.6129
52,11,157,14,95,0.6065,0.9181,0.1038,0.7423,0.1038,0.9181,0.1679,0.6255
53,11,150,25,91,0.5812,0.8571,0.1078,0.7212,0.1078,0.8571,0.1594,0.568
54,16,152,14,95,0.6065,0.9157,0.1441,0.7361,0.1441,0.9157,0.227,0.6655
55,16,168,7,86,0.6643,0.96,0.1569,0.7832,0.1569,0.96,0.256,0.6847
56,16,164,14,83,0.6498,0.9213,0.1616,0.7718,0.1616,0.9213,0.2481,0.6496
57,14,155,14,94,0.6101,0.9172,0.1296,0.7416,0.1296,0.9172,0.2059,0.6248
58,9,163,10,95,0.6209,0.9422,0.0865,0.7564,0.0865,0.9422,0.1463,0.6606
59,15,148,18,96,0.5884,0.8916,0.1351,0.722,0.1351,0.8916,0.2083,0.6026
60,14,167,11,85,0.6534,0.9382,0.1414,0.7767,0.1414,0.9382,0.2258,0.6347
