round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
1,8,50,9,8,0.7733,0.5,0.8475,0.4848,0.8411
2,11,41,17,6,0.6933,0.6471,0.7069,0.4889,0.8068
3,14,42,13,6,0.7467,0.7,0.7636,0.5957,0.7955
4,11,44,14,6,0.7333,0.6471,0.7586,0.5238,0.8458
5,11,49,7,8,0.8,0.5789,0.875,0.5946,0.8853
6,15,36,16,8,0.68,0.6522,0.6923,0.5556,0.7605
7,11,41,11,12,0.6933,0.4783,0.7885,0.4889,0.8315
8,10,50,5,10,0.8,0.5,0.9091,0.5714,0.8577
9,11,46,9,9,0.76,0.55,0.8364,0.55,0.8636
10,12,45,13,5,0.76,0.7059,0.7759,0.5714,0.8712
11,7,56,9,3,0.84,0.7,0.8615,0.5385,0.8454
12,13,44,10,8,0.76,0.619,0.8148,0.5909,0.8563
13,11,38,15,11,0.6533,0.5,0.717,0.4583,0.7521
14,15,47,6,7,0.8267,0.6818,0.8868,0.6977,0.8825
15,15,43,11,6,0.7733,0.7143,0.7963,0.6383,0.8668
16,21,38,11,5,0.7867,0.8077,0.7755,0.7241,0.8713
17,15,41,9,10,0.7467,0.6,0.82,0.6122,0.8552
18,9,53,8,5,0.8267,0.6429,0.8689,0.5806,0.8958
19,12,49,8,6,0.8133,0.6667,0.8596,0.6316,0.8489
20,14,45,6,10,0.7867,0.5833,0.8824,0.6364,0.7761
21,14,48,9,4,0.8267,0.7778,0.8421,0.6829,0.883
22,12,53,6,4,0.8667,0.75,0.8983,0.7059,0.9333
23,10,50,12,3,0.8,0.7692,0.8065,0.5714,0.8207
24,9,49,10,7,0.7733,0.5625,0.8305,0.5143,0.8231
25,12,44,12,7,0.7467,0.6316,0.7857,0.5581,0.8167
26,6,47,14,8,0.7067,0.4286,0.7705,0.3529,0.8015
27,12,45,8,10,0.76,0.5455,0.8491,0.5714,0.8208
28,10,49,5,11,0.7867,0.4762,0.9074,0.5556,0.8245
29,18,43,9,5,0.8133,0.7826,0.8269,0.72,0.9314
30,7,45,18,5,0.6933,0.5833,0.7143,0.3784,0.8016
31,11,41,16,7,0.6933,0.6111,0.7193,0.4889,0.8314
32,10,44,15,6,0.72,0.625,0.7458,0.4878,0.7193
33,13,44,12,6,0.76,0.6842,0.7857,0.5909,0.8506
34,16,43,10,6,0.7867,0.7273,0.8113,0.6667,0.8731
35,9,46,15,5,0.7333,0.6429,0.7541,0.4737,0.8536
36,15,45,10,5,0.8,0.75,0.8182,0.6667,0.8732
37,17,44,12,2,0.8133,0.8947,0.7857,0.7083,0.9192
38,6,53,9,7,0.7867,0.4615,0.8548,0.4286,0.7556
39,10,47,11,7,0.76,0.5882,0.8103,0.5263,0.8337
40,11,41,14,9,0.6933,0.55,0.7455,0.4889,0.7718
