round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
1,17,40,12,5,0.7703,0.7727,0.7692,0.6667,0.8785
2,31,27,11,5,0.7838,0.8611,0.7105,0.7949,0.8618
3,19,32,20,3,0.6892,0.8636,0.6154,0.623,0.833
4,21,38,9,6,0.7973,0.7778,0.8085,0.7368,0.8558
5,26,32,11,5,0.7838,0.8387,0.7442,0.7647,0.8552
6,23,32,15,4,0.7432,0.8519,0.6809,0.7077,0.8723
7,15,42,10,7,0.7703,0.6818,0.8077,0.6383,0.8663
8,18,42,10,4,0.8108,0.8182,0.8077,0.72,0.882
9,15,35,11,13,0.6757,0.5357,0.7609,0.5556,0.712
10,19,35,18,2,0.7297,0.9048,0.6604,0.6552,0.8356
11,13,41,15,5,0.7297,0.7222,0.7321,0.5652,0.8433
12,22,30,17,5,0.7027,0.8148,0.6383,0.6667,0.7794
13,16,37,17,4,0.7162,0.8,0.6852,0.6038,0.8944
14,22,38,11,3,0.8108,0.88,0.7755,0.7586,0.9453
15,26,29,7,12,0.7432,0.6842,0.8056,0.7324,0.8509
16,23,38,10,3,0.8243,0.8846,0.7917,0.7797,0.9335
17,23,29,17,5,0.7027,0.8214,0.6304,0.6765,0.8129
18,18,43,7,6,0.8243,0.75,0.86,0.7347,0.8775
19,19,35,12,8,0.7297,0.7037,0.7447,0.6552,0.8424
20,22,31,16,5,0.7162,0.8148,0.6596,0.6769,0.8794
21,19,32,15,8,0.6892,0.7037,0.6809,0.623,0.7896
22,19,42,10,3,0.8243,0.8636,0.8077,0.7451,0.9222
23,17,31,18,8,0.6486,0.68,0.6327,0.5667,0.7959
24,16,36,15,7,0.7027,0.6957,0.7059,0.5926,0.7945
25,14,40,12,8,0.7297,0.6364,0.7692,0.5833,0.8173
26,18,41,14,1,0.7973,0.9474,0.7455,0.7059,0.9301
27,24,32,13,5,0.7568,0.8276,0.7111,0.7273,0.8866
28,23,31,14,6,0.7297,0.7931,0.6889,0.697,0.8176
29,16,44,11,3,0.8108,0.8421,0.8,0.6957,0.9081
30,15,41,15,3,0.7568,0.8333,0.7321,0.625,0.8948
31,25,29,16,4,0.7297,0.8621,0.6444,0.7143,0.813
32,22,38,10,4,0.8108,0.8462,0.7917,0.7586,0.9127
33,15,43,11,5,0.7838,0.75,0.7963,0.6522,0.8435
34,18,34,17,5,0.7027,0.7826,0.6667,0.6207,0.8772
