round,TP,TN,FP,FN,Accuracy,Sensitivity_Class0,Specificity_Class0,F1_Class0,Sensitivity_Class1,Specificity_Class1,F1_Class1,AUC
1,15,184,11,74,0.7007,0.9436,0.1685,0.8124,0.1685,0.9436,0.2609,0.6687
2,11,187,16,70,0.6972,0.9212,0.1358,0.813,0.1358,0.9212,0.2037,0.5598
3,13,191,11,69,0.7183,0.9455,0.1585,0.8268,0.1585,0.9455,0.2453,0.5973
4,5,197,14,68,0.7113,0.9336,0.0685,0.8277,0.0685,0.9336,0.1087,0.5653
5,14,183,15,72,0.6937,0.9242,0.1628,0.8079,0.1628,0.9242,0.2435,0.5998
6,13,189,18,64,0.7113,0.913,0.1688,0.8217,0.1688,0.913,0.2407,0.6228
7,15,195,7,67,0.7394,0.9653,0.1829,0.8405,0.1829,0.9653,0.2885,0.655
8,10,194,19,61,0.7183,0.9108,0.1408,0.8291,0.1408,0.9108,0.2,0.5344
9,18,182,10,74,0.7042,0.9479,0.1957,0.8125,0.1957,0.9479,0.3,0.6261
10,10,205,7,62,0.757,0.967,0.1389,0.8559,0.1389,0.967,0.2247,0.5781
11,10,192,12,70,0.7113,0.9412,0.125,0.824,0.125,0.9412,0.1961,0.6021
12,12,186,20,66,0.6972,0.9029,0.1538,0.8122,0.1538,0.9029,0.2182,0.5955
13,13,192,9,70,0.7218,0.9552,0.1566,0.8294,0.1566,0.9552,0.2476,0.5575
14,11,186,6,81,0.6937,0.9688,0.1196,0.8105,0.1196,0.9688,0.2018,0.5842
15,17,186,6,75,0.7148,0.9688,0.1848,0.8212,0.1848,0.9688,0.2957,0.5994
16,12,185,19,68,0.6937,0.9069,0.15,0.8096,0.15,0.9069,0.2162,0.6088
17,7,186,10,81,0.6796,0.949,0.0795,0.8035,0.0795,0.949,0.1333,0.5875
18,4,202,12,66,0.7254,0.9439,0.0571,0.8382,0.0571,0.9439,0.093,0.5893
19,10,202,15,57,0.7465,0.9309,0.1493,0.8487,0.1493,0.9309,0.2174,0.5902
20,13,189,10,72,0.7113,0.9497,0.1529,0.8217,0.1529,0.9497,0.2407,0.5759
21,13,188,14,69,0.7077,0.9307,0.1585,0.8192,0.1585,0.9307,0.2385,0.566
22,10,194,14,66,0.7183,0.9327,0.1316,0.8291,0.1316,0.9327,0.2,0.6178
23,9,197,16,62,0.7254,0.9249,0.1268,0.8347,0.1268,0.9249,0.1875,0.5561
24,13,182,12,77,0.6866,0.9381,0.1444,0.8035,0.1444,0.9381,0.2261,0.6132
25,14,166,12,92,0.6338,0.9326,0.1321,0.7615,0.1321,0.9326,0.2121,0.5938
26,14,202,6,62,0.7606,0.9712,0.1842,0.8559,0.1842,0.9712,0.2917,0.6192
27,12,198,16,58,0.7394,0.9252,0.1714,0.8426,0.1714,0.9252,0.2449,0.6338
28,16,183,11,74,0.7007,0.9433,0.1778,0.8115,0.1778,0.9433,0.2735,0.5583
29,12,187,14,71,0.7007,0.9303,0.1446,0.8148,0.1446,0.9303,0.2202,0.5855
30,12,186,15,71,0.6972,0.9254,0.1446,0.8122,0.1446,0.9254,0.2182,0.5601
31,6,196,7,75,0.7113,0.9655,0.0741,0.827,0.0741,0.9655,0.1277,0.5616
32,11,186,6,81,0.6937,0.9688,0.1196,0.8105,0.1196,0.9688,0.2018,0.515
33,15,179,9,81,0.6831,0.9521,0.1562,0.7991,0.1562,0.9521,0.25,0.6221
34,12,199,10,63,0.743,0.9522,0.16,0.845,0.16,0.9522,0.2474,0.5674
35,7,187,12,78,0.6831,0.9397,0.0824,0.806,0.0824,0.9397,0.1346,0.5905
36,14,200,8,62,0.7535,0.9615,0.1842,0.8511,0.1842,0.9615,0.2857,0.6053
37,9,195,10,70,0.7183,0.9512,0.1139,0.8298,0.1139,0.9512,0.1837,0.5967
38,12,192,10,70,0.7183,0.9505,0.1463,0.8276,0.1463,0.9505,0.2308,0.5834
39,12,188,9,75,0.7042,0.9543,0.1379,0.8174,0.1379,0.9543,0.2222,0.6027
40,16,195,8,65,0.743,0.9606,0.1975,0.8423,0.1975,0.9606,0.3048,0.6384
41,19,183,12,70,0.7113,0.9385,0.2135,0.817,0.2135,0.9385,0.3167,0.6288
42,11,169,20,84,0.6338,0.8942,0.1158,0.7647,0.1158,0.8942,0.1746,0.5245
43,15,184,13,72,0.7007,0.934,0.1724,0.8124,0.1724,0.934,0.2609,0.5786
44,17,189,12,66,0.7254,0.9403,0.2048,0.8289,0.2048,0.9403,0.3036,0.6495
45,7,190,10,77,0.6937,0.95,0.0833,0.8137,0.0833,0.95,0.1386,0.5734
46,9,189,11,75,0.6972,0.945,0.1071,0.8147,0.1071,0.945,0.1731,0.5862
47,5,192,10,77,0.6937,0.9505,0.061,0.8153,0.061,0.9505,0.1031,0.5109
48,11,195,11,67,0.7254,0.9466,0.141,0.8333,0.141,0.9466,0.22,0.5864
49,12,185,11,76,0.6937,0.9439,0.1364,0.8096,0.1364,0.9439,0.2162,0.5776
50,7,185,9,83,0.6761,0.9536,0.0778,0.8009,0.0778,0.9536,0.1321,0.5615
51,10,203,9,62,0.75,0.9575,0.1389,0.8512,0.1389,0.9575,0.2198,0.5767
52,12,190,9,73,0.7113,0.9548,0.1412,0.8225,0.1412,0.9548,0.2264,0.5752
53,8,182,16,78,0.669,0.9192,0.093,0.7948,0.093,0.9192,0.1455,0.5377
54,7,181,19,77,0.662,0.905,0.0833,0.7904,0.0833,0.905,0.1273,0.5547
55,10,186,16,72,0.6901,0.9208,0.122,0.8087,0.122,0.9208,0.1852,0.5732
56,10,189,14,71,0.7007,0.931,0.1235,0.8164,0.1235,0.931,0.1905,0.6068
57,18,192,12,62,0.7394,0.9412,0.225,0.8384,0.225,0.9412,0.3273,0.5873
58,11,195,9,69,0.7254,0.9559,0.1375,0.8333,0.1375,0.9559,0.22,0.5384
59,13,182,12,77,0.6866,0.9381,0.1444,0.8035,0.1444,0.9381,0.2261,0.5555
60,17,185,12,70,0.7113,0.9391,0.1954,0.8186,0.1954,0.9391,0.2931,0.656
61,10,183,14,77,0.6796,0.9289,0.1149,0.8009,0.1149,0.9289,0.1802,0.5888
62,9,183,14,78,0.6761,0.9289,0.1034,0.7991,0.1034,0.9289,0.1636,0.5775
63,6,185,15,78,0.6725,0.925,0.0714,0.7991,0.0714,0.925,0.1143,0.536
64,12,192,12,68,0.7183,0.9412,0.15,0.8276,0.15,0.9412,0.2308,0.6444
65,11,196,14,63,0.7289,0.9333,0.1486,0.8358,0.1486,0.9333,0.2222,0.5933
66,6,192,18,68,0.6972,0.9143,0.0811,0.817,0.0811,0.9143,0.1224,0.5644
67,6,199,18,61,0.7218,0.9171,0.0896,0.8344,0.0896,0.9171,0.1319,0.5205
68,10,202,11,61,0.7465,0.9484,0.1408,0.8487,0.1408,0.9484,0.2174,0.5871
69,10,188,12,74,0.6972,0.94,0.119,0.8139,0.119,0.94,0.1887,0.5983
70,7,184,11,82,0.6725,0.9436,0.0787,0.7983,0.0787,0.9436,0.1308,0.5129
71,17,180,13,74,0.6937,0.9326,0.1868,0.8054,0.1868,0.9326,0.281,0.5991
72,12,194,9,69,0.7254,0.9557,0.1481,0.8326,0.1481,0.9557,0.2353,0.6077
73,12,192,16,64,0.7183,0.9231,0.1579,0.8276,0.1579,0.9231,0.2308,0.5701
74,10,202,10,62,0.7465,0.9528,0.1389,0.8487,0.1389,0.9528,0.2174,0.5832
75,12,179,6,87,0.6725,0.9676,0.1212,0.7938,0.1212,0.9676,0.2051,0.615
76,7,191,15,71,0.6972,0.9272,0.0897,0.8162,0.0897,0.9272,0.14,0.5471
77,5,201,11,67,0.7254,0.9481,0.0694,0.8375,0.0694,0.9481,0.1136,0.5659
78,15,194,13,62,0.7359,0.9372,0.1948,0.838,0.1948,0.9372,0.2857,0.6064
79,9,189,14,72,0.6972,0.931,0.1111,0.8147,0.1111,0.931,0.1731,0.5872
80,11,188,13,72,0.7007,0.9353,0.1325,0.8156,0.1325,0.9353,0.2056,0.4909
81,9,191,11,73,0.7042,0.9455,0.1098,0.8197,0.1098,0.9455,0.1765,0.5938
82,10,196,14,64,0.7254,0.9333,0.1351,0.834,0.1351,0.9333,0.2041,0.604
83,14,181,13,76,0.6866,0.933,0.1556,0.8027,0.1556,0.933,0.2393,0.6049
84,16,184,12,72,0.7042,0.9388,0.1818,0.8142,0.1818,0.9388,0.2759,0.6357
85,16,176,14,78,0.6761,0.9263,0.1702,0.7928,0.1702,0.9263,0.2581,0.6001
86,8,183,9,84,0.6725,0.9531,0.087,0.7974,0.087,0.9531,0.1468,0.5739
87,11,193,10,70,0.7183,0.9507,0.1358,0.8283,0.1358,0.9507,0.2157,0.6384
88,12,182,10,80,0.6831,0.9479,0.1304,0.8018,0.1304,0.9479,0.2105,0.6279
89,11,192,1,80,0.7148,0.9948,0.1209,0.8258,0.1209,0.9948,0.2136,0.617
90,13,195,12,64,0.7324,0.942,0.1688,0.8369,0.1688,0.942,0.2549,0.6253
91,14,192,8,70,0.7254,0.96,0.1667,0.8312,0.1667,0.96,0.2642,0.5989
92,10,186,16,72,0.6901,0.9208,0.122,0.8087,0.122,0.9208,0.1852,0.5715
