Component,Variance_Explained_Pct,Class_Loading_Q,Importance_Score,Is_Top3,Top3_Rank
PLS1,17.446995393133694,0.030896123122539736,0.1290518724777148,True,1
PLS2,14.90948525363423,0.015171613457594423,0.05858185157063584,True,3
PLS3,5.434252539015989,0.027173430953407164,0.06334529820229216,True,2
PLS4,9.397614510900429,0.012715855791981147,0.038981128450181264,False,-1
PLS5,5.668095045062142,0.018917966668047546,0.045039443725240096,False,-1
PLS6,4.342151381091636,0.021563892003338067,0.04493447048381981,False,-1
PLS7,3.851958324331803,0.018991621519242205,0.03727372841904285,False,-1
PLS8,2.482254366158373,0.023386231053394685,0.036845408664130025,False,-1
