Component,Top_Rank,Step_Index,SD_Value,Mean_Displacement_mm,Max_Displacement_mm,Mean_Inward_Atrophy_mm,Mean_Outward_Expansion_mm
PLS3,2,1,-2.9,0.030267812059138366,0.07395413986449928,0.00720655692163752,0.008050292626389687
PLS3,2,2,-2.8,0.02922409440192669,0.071403997110551,0.006958054958822434,0.007772696328927974
PLS3,2,3,-2.7,0.028180376744715026,0.06885385435660281,0.0067095529960073475,0.007495100031466263
PLS3,2,4,-2.6,0.02713665908750336,0.0663037116026545,0.0064610510331922595,0.007217503734004548
PLS3,2,5,-2.5,0.026092941430291693,0.06375356884870625,0.006212549070377174,0.006939907436542835
PLS3,2,6,-2.4,0.025049223773080026,0.06120342609475803,0.005964047107562086,0.006662311139081121
PLS3,2,7,-2.3,0.024005506115868352,0.05865328334080977,0.005715545144746998,0.0063847148416194075
PLS3,2,8,-2.2,0.02296178845865669,0.05610314058686153,0.005467043181931912,0.006107118544157695
PLS3,2,9,-2.1,0.02191807080144502,0.05355299783291329,0.005218541219116826,0.0058295222466959815
PLS3,2,10,-2.0,0.020874353144233353,0.05100285507896503,0.004970039256301738,0.005551925949234267
PLS3,2,11,-1.9,0.019830635487021686,0.04845271232501679,0.00472153729348665,0.005274329651772555
PLS3,2,12,-1.8,0.018786917829810016,0.04590256957106855,0.004473035330671564,0.004996733354310841
PLS3,2,13,-1.7,0.01774320017259835,0.04335242681712029,0.004224533367856478,0.004719137056849128
PLS3,2,14,-1.6,0.01669948251538668,0.04080228406317205,0.003976031405041391,0.004441540759387414
PLS3,2,15,-1.5,0.015655764858175016,0.03825214130922374,0.0037275294422263036,0.004163944461925701
PLS3,2,16,-1.4,0.014612047200963346,0.035701998555275505,0.0034790274794112164,0.003886348164463988
PLS3,2,17,-1.3,0.01356832954375168,0.03315185580132726,0.0032305255165961297,0.003608751867002274
PLS3,2,18,-1.2,0.012524611886540013,0.030601713047379,0.002982023553781043,0.0033311555695405603
PLS3,2,19,-1.1,0.011480894229328346,0.028051570293430764,0.0027335215909659563,0.003053559272078848
PLS3,2,20,-1.0,0.010437176572116676,0.025501427539482525,0.002485019628150869,0.0027759629746171343
PLS3,2,21,-0.9,0.00939345891490501,0.022951284785534265,0.002236517665335782,0.0024983666771554213
PLS3,2,22,-0.8,0.00834974125769334,0.020401142031586026,0.0019880157025206954,0.0022207703796937074
PLS3,2,23,-0.7,0.007306023600481672,0.017850999277637763,0.0017395137397056089,0.0019431740822319936
PLS3,2,24,-0.6,0.006262305943270005,0.015300856523689526,0.0014910117768905213,0.0016655777847702801
PLS3,2,25,-0.5,0.005218588286058338,0.01275071376974124,0.001242509814075435,0.001387981487308567
PLS3,2,26,-0.4,0.00417487062884667,0.010200571015792975,0.0009940078512603475,0.0011103851898468533
PLS3,2,27,-0.3,0.0031311529716350037,0.007650428261844738,0.000745505888445261,0.0008327888923851401
PLS3,2,28,-0.2,0.0020874353144233354,0.0051002855078965,0.0004970039256301737,0.0005551925949234272
PLS3,2,29,-0.1,0.001043717657211667,0.0025501427539482376,0.0002485019628150867,0.00027759629746171294
PLS3,2,30,0.0,0.0,0.0,0.0,0.0
PLS3,2,31,0.1,0.001043717657211667,0.0025501427539482376,0.00027759629746171294,0.00024850196281508676
PLS3,2,32,0.2,0.002087435314423335,0.0051002855078965,0.0005551925949234271,0.0004970039256301738
PLS3,2,33,0.3,0.0031311529716350037,0.007650428261844738,0.0008327888923851401,0.000745505888445261
PLS3,2,34,0.4,0.00417487062884667,0.010200571015792975,0.001110385189846853,0.0009940078512603475
PLS3,2,35,0.5,0.005218588286058338,0.01275071376974124,0.0013879814873085671,0.001242509814075435
PLS3,2,36,0.6,0.006262305943270005,0.015300856523689526,0.0016655777847702801,0.0014910117768905213
PLS3,2,37,0.7,0.007306023600481672,0.017850999277637763,0.0019431740822319936,0.0017395137397056087
PLS3,2,38,0.8,0.008349741257693341,0.020401142031586026,0.0022207703796937074,0.0019880157025206954
PLS3,2,39,0.9,0.009393458914905008,0.022951284785534265,0.002498366677155421,0.0022365176653357825
PLS3,2,40,1.0,0.010437176572116676,0.025501427539482525,0.0027759629746171343,0.002485019628150869
PLS3,2,41,1.1,0.011480894229328346,0.028051570293430764,0.003053559272078848,0.0027335215909659563
PLS3,2,42,1.2,0.012524611886540011,0.030601713047379,0.0033311555695405603,0.002982023553781043
PLS3,2,43,1.3,0.01356832954375168,0.03315185580132726,0.003608751867002274,0.0032305255165961297
PLS3,2,44,1.4,0.014612047200963346,0.035701998555275505,0.003886348164463987,0.0034790274794112164
PLS3,2,45,1.5,0.015655764858175016,0.03825214130922374,0.004163944461925701,0.0037275294422263036
PLS3,2,46,1.6,0.01669948251538668,0.04080228406317205,0.004441540759387414,0.003976031405041391
PLS3,2,47,1.7,0.017743200172598353,0.04335242681712029,0.004719137056849128,0.004224533367856477
PLS3,2,48,1.8,0.018786917829810016,0.04590256957106855,0.004996733354310841,0.004473035330671563
PLS3,2,49,1.9,0.019830635487021686,0.04845271232501679,0.005274329651772554,0.00472153729348665
PLS3,2,50,2.0,0.020874353144233353,0.05100285507896503,0.005551925949234268,0.0049700392563017375
PLS3,2,51,2.1,0.021918070801445023,0.05355299783291329,0.005829522246695982,0.005218541219116826
PLS3,2,52,2.2,0.022961788458656693,0.05610314058686153,0.006107118544157695,0.005467043181931913
PLS3,2,53,2.3,0.024005506115868352,0.05865328334080977,0.0063847148416194075,0.005715545144746998
PLS3,2,54,2.4,0.025049223773080026,0.06120342609475803,0.006662311139081121,0.005964047107562086
PLS3,2,55,2.5,0.026092941430291693,0.06375356884870625,0.006939907436542835,0.006212549070377174
PLS3,2,56,2.6,0.02713665908750336,0.0663037116026545,0.007217503734004548,0.0064610510331922595
PLS3,2,57,2.7,0.028180376744715026,0.06885385435660281,0.007495100031466263,0.006709552996007346
PLS3,2,58,2.8,0.02922409440192669,0.071403997110551,0.007772696328927974,0.006958054958822434
PLS3,2,59,2.9,0.030267812059138366,0.07395413986449928,0.008050292626389689,0.00720655692163752
PLS3,2,60,3.0,0.031311529716350026,0.07650428261844755,0.008327888923851402,0.007455058884452606
PLS2,3,0,-3.0,0.060618429918826974,0.10798047707259525,0.010489616374285984,0.011838931037942856
PLS2,3,1,-2.9,0.0585978155881994,0.10438112783684206,0.01013996249514312,0.01144430000334476
PLS2,3,2,-2.8,0.05657720125757183,0.10078177860108886,0.00979030861600025,0.011049668968746665
PLS2,3,3,-2.7,0.05455658692694428,0.09718242936533578,0.009440654736857387,0.010655037934148572
PLS2,3,4,-2.6,0.05253597259631671,0.09358308012958258,0.009091000857714521,0.010260406899550475
PLS2,3,5,-2.5,0.05051535826568915,0.0899837308938294,0.008741346978571655,0.009865775864952379
PLS2,3,6,-2.4,0.04849474393506158,0.0863843816580762,0.008391693099428787,0.009471144830354284
PLS2,3,7,-2.3,0.046474129604434006,0.08278503242232302,0.00804203922028592,0.00907651379575619
PLS2,3,8,-2.2,0.04445351527380645,0.07918568318656992,0.007692385341143056,0.008681882761158095
PLS2,3,9,-2.1,0.042432900943178885,0.07558633395081674,0.007342731462000189,0.008287251726559999
PLS2,3,10,-2.0,0.04041228661255132,0.07198698471506354,0.006993077582857323,0.007892620691961904
PLS2,3,11,-1.9,0.03839167228192375,0.06838763547931034,0.006643423703714456,0.0074979896573638075
PLS2,3,12,-1.8,0.03637105795129618,0.06478828624355715,0.006293769824571591,0.007103358622765714
PLS2,3,13,-1.7,0.034350443620668615,0.06118893700780396,0.005944115945428724,0.006708727588167618
PLS2,3,14,-1.6,0.03232982929004106,0.05758958777205087,0.005594462066285859,0.0063140965535695235
PLS2,3,15,-1.5,0.030309214959413487,0.05399023853629768,0.005244808187142992,0.005919465518971426
PLS2,3,16,-1.4,0.028288600628785916,0.050390889300544486,0.004895154308000125,0.005524834484373332
PLS2,3,17,-1.3,0.026267986298158356,0.04679154006479129,0.0045455004288572605,0.005130203449775238
PLS2,3,18,-1.2,0.02424737196753079,0.0431921908290381,0.004195846549714393,0.004735572415177141
PLS2,3,19,-1.1,0.022226757636903224,0.039592841593284904,0.003846192670571528,0.0043409413805790475
PLS2,3,20,-1.0,0.020206143306275657,0.035993492357531714,0.0034965387914286613,0.003946310345980952
PLS2,3,21,-0.9,0.018185528975648093,0.03239414312177863,0.003146884912285796,0.003551679311382857
PLS2,3,22,-0.8,0.016164914645020526,0.028794793886025436,0.0027972310331429297,0.0031570482767847617
PLS2,3,23,-0.7,0.014144300314392958,0.025195444650272243,0.0024475771540000625,0.0027624172421866658
PLS2,3,24,-0.6,0.012123685983765394,0.02159609541451905,0.0020979232748571967,0.0023677862075885707
PLS2,3,25,-0.5,0.01010307165313783,0.017996746178765857,0.001748269395714331,0.0019731551729904756
PLS2,3,26,-0.4,0.008082457322510263,0.014397396943012663,0.0013986155165714648,0.0015785241383923809
PLS2,3,27,-0.3,0.006061842991882697,0.01079804770725958,0.0010489616374285984,0.0011838931037942853
PLS2,3,28,-0.2,0.004041228661255133,0.007198698471506387,0.0006993077582857328,0.0007892620691961907
PLS2,3,29,-0.1,0.0020206143306275657,0.0035993492357531934,0.00034965387914286615,0.00039463103459809527
PLS2,3,30,0.0,0.0,0.0,0.0,0.0
PLS2,3,31,0.1,0.0020206143306275657,0.0035993492357531934,0.00039463103459809527,0.00034965387914286615
PLS2,3,32,0.2,0.004041228661255133,0.007198698471506387,0.0007892620691961907,0.0006993077582857328
PLS2,3,33,0.3,0.006061842991882697,0.01079804770725958,0.0011838931037942853,0.0010489616374285984
PLS2,3,34,0.4,0.008082457322510263,0.014397396943012663,0.0015785241383923807,0.0013986155165714648
PLS2,3,35,0.5,0.01010307165313783,0.017996746178765857,0.0019731551729904756,0.001748269395714331
PLS2,3,36,0.6,0.012123685983765396,0.02159609541451905,0.002367786207588571,0.0020979232748571967
PLS2,3,37,0.7,0.014144300314392958,0.025195444650272243,0.002762417242186666,0.002447577154000063
PLS2,3,38,0.8,0.016164914645020526,0.028794793886025436,0.0031570482767847617,0.0027972310331429292
PLS2,3,39,0.9,0.018185528975648093,0.03239414312177863,0.0035516793113828577,0.0031468849122857955
PLS2,3,40,1.0,0.02020614330627566,0.035993492357531714,0.003946310345980952,0.0034965387914286613
PLS2,3,41,1.1,0.022226757636903224,0.039592841593284904,0.0043409413805790475,0.003846192670571528
PLS2,3,42,1.2,0.02424737196753079,0.0431921908290381,0.004735572415177142,0.004195846549714393
PLS2,3,43,1.3,0.026267986298158356,0.04679154006479129,0.005130203449775238,0.0045455004288572605
PLS2,3,44,1.4,0.028288600628785916,0.050390889300544486,0.005524834484373332,0.004895154308000125
PLS2,3,45,1.5,0.030309214959413487,0.05399023853629768,0.005919465518971427,0.005244808187142992
PLS2,3,46,1.6,0.03232982929004106,0.05758958777205087,0.0063140965535695235,0.00559446206628586
PLS2,3,47,1.7,0.03435044362066861,0.06118893700780396,0.006708727588167618,0.005944115945428724
PLS2,3,48,1.8,0.03637105795129618,0.06478828624355715,0.007103358622765714,0.006293769824571591
PLS2,3,49,1.9,0.03839167228192375,0.06838763547931034,0.0074979896573638075,0.006643423703714456
PLS2,3,50,2.0,0.040412286612551314,0.07198698471506354,0.007892620691961904,0.0069930775828573235
PLS2,3,51,2.1,0.042432900943178885,0.07558633395081674,0.008287251726559999,0.00734273146200019
PLS2,3,52,2.2,0.04445351527380645,0.07918568318656992,0.008681882761158095,0.007692385341143056
PLS2,3,53,2.3,0.04647412960443401,0.08278503242232302,0.00907651379575619,0.00804203922028592
PLS2,3,54,2.4,0.04849474393506158,0.0863843816580762,0.009471144830354284,0.008391693099428787
PLS2,3,55,2.5,0.05051535826568915,0.0899837308938294,0.009865775864952379,0.008741346978571655
PLS2,3,56,2.6,0.05253597259631671,0.09358308012958258,0.010260406899550474,0.009091000857714521
PLS2,3,57,2.7,0.05455658692694429,0.09718242936533578,0.010655037934148568,0.009440654736857387
PLS2,3,58,2.8,0.05657720125757183,0.10078177860108886,0.011049668968746663,0.00979030861600025
PLS2,3,59,2.9,0.0585978155881994,0.10438112783684206,0.01144430000334476,0.01013996249514312
PLS2,3,60,3.0,0.060618429918826974,0.10798047707259525,0.011838931037942856,0.010489616374285984
