round,TP,TN,FP,FN,Accuracy,Sensitivity_Class0,Specificity_Class0,F1_Class0,Sensitivity_Class1,Specificity_Class1,F1_Class1,AUC
1,2,33,2,15,0.6731,0.9429,0.1176,0.7952,0.1176,0.9429,0.1905,0.4891
2,3,36,2,11,0.75,0.9474,0.2143,0.8471,0.2143,0.9474,0.3158,0.3985
3,1,38,3,10,0.75,0.9268,0.0909,0.8539,0.0909,0.9268,0.1333,0.3792
4,1,31,3,17,0.6154,0.9118,0.0556,0.7561,0.0556,0.9118,0.0909,0.3431
5,0,36,2,14,0.6923,0.9474,0.0,0.8182,0.0,0.9474,0.0,0.6635
6,0,35,4,13,0.6731,0.8974,0.0,0.8046,0.0,0.8974,0.0,0.3077
7,2,32,5,13,0.6538,0.8649,0.1333,0.7805,0.1333,0.8649,0.1818,0.4288
8,5,33,3,11,0.7308,0.9167,0.3125,0.825,0.3125,0.9167,0.4167,0.566
9,3,32,3,14,0.6731,0.9143,0.1765,0.7901,0.1765,0.9143,0.2609,0.4387
10,4,37,0,11,0.7885,1.0,0.2667,0.8706,0.2667,1.0,0.4211,0.4432
11,2,37,4,9,0.75,0.9024,0.1818,0.8506,0.1818,0.9024,0.2353,0.4302
12,1,38,1,12,0.75,0.9744,0.0769,0.8539,0.0769,0.9744,0.1333,0.4438
13,3,37,1,11,0.7692,0.9737,0.2143,0.8605,0.2143,0.9737,0.3333,0.4079
14,1,32,2,17,0.6346,0.9412,0.0556,0.7711,0.0556,0.9412,0.0952,0.3807
15,2,39,1,10,0.7885,0.975,0.1667,0.8764,0.1667,0.975,0.2667,0.5771
16,3,38,3,8,0.7885,0.9268,0.2727,0.8736,0.2727,0.9268,0.3529,0.5033
17,2,37,0,13,0.75,1.0,0.1333,0.8506,0.1333,1.0,0.2353,0.5297
18,3,39,1,9,0.8077,0.975,0.25,0.8864,0.25,0.975,0.375,0.4917
19,5,37,0,10,0.8077,1.0,0.3333,0.881,0.3333,1.0,0.5,0.5099
20,7,29,1,15,0.6923,0.9667,0.3182,0.7838,0.3182,0.9667,0.4667,0.5455
21,0,41,1,10,0.7885,0.9762,0.0,0.8817,0.0,0.9762,0.0,0.269
22,2,39,2,9,0.7885,0.9512,0.1818,0.8764,0.1818,0.9512,0.2667,0.6829
23,1,31,4,16,0.6154,0.8857,0.0588,0.7561,0.0588,0.8857,0.0909,0.1613
24,4,34,4,10,0.7308,0.8947,0.2857,0.8293,0.2857,0.8947,0.3636,0.4662
25,7,32,1,12,0.75,0.9697,0.3684,0.8312,0.3684,0.9697,0.5185,0.5311
26,3,30,4,15,0.6346,0.8824,0.1667,0.7595,0.1667,0.8824,0.24,0.4477
27,2,35,3,12,0.7115,0.9211,0.1429,0.8235,0.1429,0.9211,0.2105,0.468
28,5,38,4,5,0.8269,0.9048,0.5,0.8941,0.5,0.9048,0.5263,0.6857
29,3,36,0,13,0.75,1.0,0.1875,0.8471,0.1875,1.0,0.3158,0.4462
30,4,34,2,12,0.7308,0.9444,0.25,0.8293,0.25,0.9444,0.3636,0.3802
31,4,35,0,13,0.75,1.0,0.2353,0.8434,0.2353,1.0,0.381,0.5765
32,2,35,3,12,0.7115,0.9211,0.1429,0.8235,0.1429,0.9211,0.2105,0.359
33,2,33,1,16,0.6731,0.9706,0.1111,0.7952,0.1111,0.9706,0.1905,0.5703
34,6,33,1,12,0.75,0.9706,0.3333,0.8354,0.3333,0.9706,0.48,0.6275
35,1,41,0,10,0.8077,1.0,0.0909,0.8913,0.0909,1.0,0.1667,0.3969
36,3,31,3,15,0.6538,0.9118,0.1667,0.775,0.1667,0.9118,0.25,0.3382
37,2,40,1,9,0.8077,0.9756,0.1818,0.8889,0.1818,0.9756,0.2857,0.388
38,4,40,2,6,0.8462,0.9524,0.4,0.9091,0.4,0.9524,0.5,0.6381
39,3,39,2,8,0.8077,0.9512,0.2727,0.8864,0.2727,0.9512,0.375,0.7716
40,4,28,6,14,0.6154,0.8235,0.2222,0.7368,0.2222,0.8235,0.2857,0.4232
41,2,36,1,13,0.7308,0.973,0.1333,0.8372,0.1333,0.973,0.2222,0.3532
42,0,35,2,15,0.6731,0.9459,0.0,0.8046,0.0,0.9459,0.0,0.3405
43,2,38,1,11,0.7692,0.9744,0.1538,0.8636,0.1538,0.9744,0.25,0.3728
44,5,36,1,10,0.7885,0.973,0.3333,0.8675,0.3333,0.973,0.4762,0.6667
45,7,30,1,14,0.7115,0.9677,0.3333,0.8,0.3333,0.9677,0.4828,0.6237
46,1,38,3,10,0.75,0.9268,0.0909,0.8539,0.0909,0.9268,0.1333,0.3525
47,7,33,1,11,0.7692,0.9706,0.3889,0.8462,0.3889,0.9706,0.5385,0.7173
48,2,37,3,10,0.75,0.925,0.1667,0.8506,0.1667,0.925,0.2353,0.4792
49,2,37,2,11,0.75,0.9487,0.1538,0.8506,0.1538,0.9487,0.2353,0.5464
50,2,32,4,14,0.6538,0.8889,0.125,0.7805,0.125,0.8889,0.1818,0.4462
51,1,38,0,13,0.75,1.0,0.0714,0.8539,0.0714,1.0,0.1333,0.5244
52,2,35,2,13,0.7115,0.9459,0.1333,0.8235,0.1333,0.9459,0.2105,0.4523
53,2,43,2,5,0.8654,0.9556,0.2857,0.9247,0.2857,0.9556,0.3636,0.4095
54,2,40,2,8,0.8077,0.9524,0.2,0.8889,0.2,0.9524,0.2857,0.3429
55,0,36,2,14,0.6923,0.9474,0.0,0.8182,0.0,0.9474,0.0,0.3102
56,1,34,1,16,0.6731,0.9714,0.0588,0.8,0.0588,0.9714,0.1053,0.3933
57,3,36,1,12,0.75,0.973,0.2,0.8471,0.2,0.973,0.3158,0.4162
58,4,34,1,13,0.7308,0.9714,0.2353,0.8293,0.2353,0.9714,0.3636,0.4958
59,4,38,1,9,0.8077,0.9744,0.3077,0.8837,0.3077,0.9744,0.4444,0.6154
60,4,36,0,12,0.7692,1.0,0.25,0.8571,0.25,1.0,0.4,0.4497
61,3,35,3,11,0.7308,0.9211,0.2143,0.8333,0.2143,0.9211,0.3,0.547
62,4,33,0,15,0.7115,1.0,0.2105,0.8148,0.2105,1.0,0.3478,0.4242
63,2,38,4,8,0.7692,0.9048,0.2,0.8636,0.2,0.9048,0.25,0.4881
64,2,36,3,11,0.7308,0.9231,0.1538,0.8372,0.1538,0.9231,0.2222,0.4793
65,3,29,2,18,0.6154,0.9355,0.1429,0.7436,0.1429,0.9355,0.2308,0.3963
66,5,35,2,10,0.7692,0.9459,0.3333,0.8537,0.3333,0.9459,0.4545,0.5117
67,2,40,1,9,0.8077,0.9756,0.1818,0.8889,0.1818,0.9756,0.2857,0.5809
68,4,37,2,9,0.7885,0.9487,0.3077,0.8706,0.3077,0.9487,0.4211,0.5148
69,3,35,2,12,0.7308,0.9459,0.2,0.8333,0.2,0.9459,0.3,0.5063
70,2,37,2,11,0.75,0.9487,0.1538,0.8506,0.1538,0.9487,0.2353,0.3708
71,3,36,1,12,0.75,0.973,0.2,0.8471,0.2,0.973,0.3158,0.4036
72,5,24,1,22,0.5577,0.96,0.1852,0.6761,0.1852,0.96,0.303,0.4489
73,4,32,3,13,0.6923,0.9143,0.2353,0.8,0.2353,0.9143,0.3333,0.4336
74,2,38,0,12,0.7692,1.0,0.1429,0.8636,0.1429,1.0,0.25,0.4944
75,3,33,2,14,0.6923,0.9429,0.1765,0.8049,0.1765,0.9429,0.2727,0.6454
76,3,34,0,15,0.7115,1.0,0.1667,0.8193,0.1667,1.0,0.2857,0.4216
77,3,37,0,12,0.7692,1.0,0.2,0.8605,0.2,1.0,0.3333,0.3928
78,3,30,3,16,0.6346,0.9091,0.1579,0.7595,0.1579,0.9091,0.24,0.4115
79,4,38,2,8,0.8077,0.95,0.3333,0.8837,0.3333,0.95,0.4444,0.5604
80,2,38,0,12,0.7692,1.0,0.1429,0.8636,0.1429,1.0,0.25,0.4286
81,1,43,0,8,0.8462,1.0,0.1111,0.9149,0.1111,1.0,0.2,0.5581
82,3,38,2,9,0.7885,0.95,0.25,0.8736,0.25,0.95,0.3529,0.5646
83,2,35,3,12,0.7115,0.9211,0.1429,0.8235,0.1429,0.9211,0.2105,0.3139
84,6,37,0,9,0.8269,1.0,0.4,0.8916,0.4,1.0,0.5714,0.827
85,3,35,5,9,0.7308,0.875,0.25,0.8333,0.25,0.875,0.3,0.3833
86,5,30,1,16,0.6731,0.9677,0.2381,0.7792,0.2381,0.9677,0.3704,0.467
87,3,36,2,11,0.75,0.9474,0.2143,0.8471,0.2143,0.9474,0.3158,0.562
88,5,37,0,10,0.8077,1.0,0.3333,0.881,0.3333,1.0,0.5,0.582
89,0,39,1,12,0.75,0.975,0.0,0.8571,0.0,0.975,0.0,0.4062
90,3,31,2,16,0.6538,0.9394,0.1579,0.775,0.1579,0.9394,0.25,0.2408
91,3,33,1,15,0.6923,0.9706,0.1667,0.8049,0.1667,0.9706,0.2727,0.4592
92,3,35,0,14,0.7308,1.0,0.1765,0.8333,0.1765,1.0,0.3,0.5345
93,2,37,2,11,0.75,0.9487,0.1538,0.8506,0.1538,0.9487,0.2353,0.4556
94,1,37,4,10,0.7308,0.9024,0.0909,0.8409,0.0909,0.9024,0.125,0.3747
95,1,41,3,7,0.8077,0.9318,0.125,0.8913,0.125,0.9318,0.1667,0.4915
96,3,39,1,9,0.8077,0.975,0.25,0.8864,0.25,0.975,0.375,0.5125
97,4,30,1,17,0.6538,0.9677,0.1905,0.7692,0.1905,0.9677,0.3077,0.5038
98,8,28,3,13,0.6923,0.9032,0.381,0.7778,0.381,0.9032,0.5,0.6421
99,3,37,2,10,0.7692,0.9487,0.2308,0.8605,0.2308,0.9487,0.3333,0.6667
100,5,30,1,16,0.6731,0.9677,0.2381,0.7792,0.2381,0.9677,0.3704,0.4762
101,6,33,3,10,0.75,0.9167,0.375,0.8354,0.375,0.9167,0.48,0.5087
102,3,31,3,15,0.6538,0.9118,0.1667,0.775,0.1667,0.9118,0.25,0.4951
103,4,36,0,12,0.7692,1.0,0.25,0.8571,0.25,1.0,0.4,0.4792
104,0,38,1,13,0.7308,0.9744,0.0,0.8444,0.0,0.9744,0.0,0.2327
105,2,41,2,7,0.8269,0.9535,0.2222,0.9011,0.2222,0.9535,0.3077,0.6047
106,3,34,2,13,0.7115,0.9444,0.1875,0.8193,0.1875,0.9444,0.2857,0.5417
107,4,40,0,8,0.8462,1.0,0.3333,0.9091,0.3333,1.0,0.5,0.7042
108,3,35,2,12,0.7308,0.9459,0.2,0.8333,0.2,0.9459,0.3,0.5117
109,7,33,1,11,0.7692,0.9706,0.3889,0.8462,0.3889,0.9706,0.5385,0.5327
110,2,37,1,12,0.75,0.9737,0.1429,0.8506,0.1429,0.9737,0.2353,0.5564
111,1,35,1,15,0.6923,0.9722,0.0625,0.814,0.0625,0.9722,0.1111,0.4497
112,0,41,0,11,0.7885,1.0,0.0,0.8817,0.0,1.0,0.0,0.5255
113,3,35,1,13,0.7308,0.9722,0.1875,0.8333,0.1875,0.9722,0.3,0.434
114,4,32,3,13,0.6923,0.9143,0.2353,0.8,0.2353,0.9143,0.3333,0.4387
115,2,31,0,19,0.6346,1.0,0.0952,0.7654,0.0952,1.0,0.1739,0.3748
116,3,35,1,13,0.7308,0.9722,0.1875,0.8333,0.1875,0.9722,0.3,0.5434
117,4,34,1,13,0.7308,0.9714,0.2353,0.8293,0.2353,0.9714,0.3636,0.6134
118,2,34,0,16,0.6923,1.0,0.1111,0.8095,0.1111,1.0,0.2,0.3366
119,4,39,1,8,0.8269,0.975,0.3333,0.8966,0.3333,0.975,0.4706,0.6708
120,5,36,1,10,0.7885,0.973,0.3333,0.8675,0.3333,0.973,0.4762,0.5784
121,3,33,1,15,0.6923,0.9706,0.1667,0.8049,0.1667,0.9706,0.2727,0.4902
