round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
1,16,39,12,7,0.7432,0.6957,0.7647,0.6275,0.7903
2,21,28,17,8,0.6622,0.7241,0.6222,0.6269,0.7693
3,20,29,19,6,0.6622,0.7692,0.6042,0.6154,0.7885
4,22,32,14,6,0.7297,0.7857,0.6957,0.6875,0.8012
5,14,37,10,13,0.6892,0.5185,0.7872,0.549,0.7242
6,23,31,11,9,0.7297,0.7188,0.7381,0.697,0.7976
7,18,38,12,6,0.7568,0.75,0.76,0.6667,0.8733
8,26,23,17,8,0.6622,0.7647,0.575,0.6753,0.7926
9,25,31,9,9,0.7568,0.7353,0.775,0.7353,0.8338
10,17,40,11,6,0.7703,0.7391,0.7843,0.6667,0.8082
11,20,36,16,2,0.7568,0.9091,0.6923,0.6897,0.9283
12,18,33,16,7,0.6892,0.72,0.6735,0.6102,0.778
13,11,40,14,9,0.6892,0.55,0.7407,0.4889,0.7037
14,20,31,16,7,0.6892,0.7407,0.6596,0.6349,0.7833
15,12,41,16,5,0.7162,0.7059,0.7193,0.5333,0.8462
16,19,31,17,7,0.6757,0.7308,0.6458,0.6129,0.7572
17,18,27,19,10,0.6081,0.6429,0.587,0.5538,0.712
18,17,34,16,7,0.6892,0.7083,0.68,0.5965,0.7383
19,22,37,10,5,0.7973,0.8148,0.7872,0.7458,0.7943
20,13,38,16,7,0.6892,0.65,0.7037,0.5306,0.7306
21,11,34,21,8,0.6081,0.5789,0.6182,0.4314,0.6555
22,14,32,13,15,0.6216,0.4828,0.7111,0.5,0.6996
23,16,35,15,8,0.6892,0.6667,0.7,0.5818,0.7458
24,13,41,12,8,0.7297,0.619,0.7736,0.5652,0.7188
25,16,38,13,7,0.7297,0.6957,0.7451,0.6154,0.7229
26,15,39,13,7,0.7297,0.6818,0.75,0.6,0.7649
27,20,27,19,8,0.6351,0.7143,0.587,0.597,0.7585
28,22,31,14,7,0.7162,0.7586,0.6889,0.6769,0.8215
29,17,33,17,7,0.6757,0.7083,0.66,0.5862,0.7792
30,20,34,15,5,0.7297,0.8,0.6939,0.6667,0.871
31,15,28,21,10,0.5811,0.6,0.5714,0.4918,0.671
32,22,35,12,5,0.7703,0.8148,0.7447,0.7213,0.844
33,20,25,19,10,0.6081,0.6667,0.5682,0.5797,0.6629
34,14,28,17,15,0.5676,0.4828,0.6222,0.4667,0.682
35,15,34,14,11,0.6622,0.5769,0.7083,0.5455,0.6755
36,17,31,20,6,0.6486,0.7391,0.6078,0.5667,0.7374
37,25,25,18,6,0.6757,0.8065,0.5814,0.6757,0.8245
38,21,28,16,9,0.6622,0.7,0.6364,0.6269,0.7295
39,19,26,22,7,0.6081,0.7308,0.5417,0.5672,0.7556
40,16,29,20,9,0.6081,0.64,0.5918,0.5246,0.6792
41,12,37,15,10,0.6622,0.5455,0.7115,0.4898,0.7815
42,21,33,14,6,0.7297,0.7778,0.7021,0.6774,0.8188
43,16,31,15,12,0.6351,0.5714,0.6739,0.5424,0.6801
44,17,36,14,7,0.7162,0.7083,0.72,0.6182,0.8158
45,30,26,14,4,0.7568,0.8824,0.65,0.7692,0.8316
46,13,36,15,10,0.6622,0.5652,0.7059,0.5098,0.7187
47,17,35,11,11,0.7027,0.6071,0.7609,0.6071,0.8276
48,16,30,20,8,0.6216,0.6667,0.6,0.5333,0.77
49,10,45,14,5,0.7432,0.6667,0.7627,0.5128,0.7808
50,15,34,16,9,0.6622,0.625,0.68,0.5455,0.6642
51,15,34,13,12,0.6622,0.5556,0.7234,0.5455,0.6895
52,16,31,18,9,0.6351,0.64,0.6327,0.5424,0.671
53,23,35,11,5,0.7838,0.8214,0.7609,0.7419,0.8626
54,24,29,14,7,0.7162,0.7742,0.6744,0.6957,0.8132
55,18,38,12,6,0.7568,0.75,0.76,0.6667,0.7942
56,17,32,17,8,0.6622,0.68,0.6531,0.5763,0.7722
57,20,35,8,11,0.7432,0.6452,0.814,0.678,0.811
58,18,32,15,9,0.6757,0.6667,0.6809,0.6,0.7691
59,18,29,20,7,0.6351,0.72,0.5918,0.5714,0.7184
60,18,32,20,4,0.6757,0.8182,0.6154,0.6,0.7823
61,19,34,12,9,0.7162,0.6786,0.7391,0.6441,0.8183
62,16,34,15,9,0.6757,0.64,0.6939,0.5714,0.7371
63,15,24,26,9,0.527,0.625,0.48,0.4615,0.6508
64,18,33,15,8,0.6892,0.6923,0.6875,0.6102,0.7837
65,22,27,13,12,0.6622,0.6471,0.675,0.6377,0.7404
66,15,35,14,10,0.6757,0.6,0.7143,0.5556,0.7216
67,15,38,12,9,0.7162,0.625,0.76,0.5882,0.7467
68,21,36,12,5,0.7703,0.8077,0.75,0.7119,0.8486
69,22,28,16,8,0.6757,0.7333,0.6364,0.6471,0.7864
70,21,26,17,10,0.6351,0.6774,0.6047,0.6087,0.7337
71,22,33,13,6,0.7432,0.7857,0.7174,0.6984,0.8175
72,17,32,19,6,0.6622,0.7391,0.6275,0.5763,0.7016
73,24,31,14,5,0.7432,0.8276,0.6889,0.7164,0.8751
74,12,36,19,7,0.6486,0.6316,0.6545,0.48,0.7541
75,19,33,17,5,0.7027,0.7917,0.66,0.6333,0.7583
76,22,34,12,6,0.7568,0.7857,0.7391,0.7097,0.8199
77,16,31,19,8,0.6351,0.6667,0.62,0.5424,0.6858
78,18,29,19,8,0.6351,0.6923,0.6042,0.5714,0.7139
