round,TP,TN,FP,FN,Accuracy,Sensitivity_Class0,Specificity_Class0,F1_Class0,Sensitivity_Class1,Specificity_Class1,F1_Class1,AUC
1,23,52,5,6,0.8721,0.9123,0.7931,0.9043,0.7931,0.9123,0.807,0.8651
2,27,49,9,1,0.8837,0.8448,0.9643,0.9074,0.9643,0.8448,0.8437,0.8916
3,16,59,4,7,0.8721,0.9365,0.6957,0.9147,0.6957,0.9365,0.7442,0.8351
4,22,56,6,2,0.907,0.9032,0.9167,0.9333,0.9167,0.9032,0.8462,0.916
5,18,60,7,1,0.907,0.8955,0.9474,0.9375,0.9474,0.8955,0.8182,0.9104
6,21,53,7,5,0.8605,0.8833,0.8077,0.8983,0.8077,0.8833,0.7778,0.8891
7,17,60,4,5,0.8953,0.9375,0.7727,0.9302,0.7727,0.9375,0.7907,0.7976
8,25,56,5,0,0.9419,0.918,1.0,0.9573,1.0,0.918,0.9091,0.962
9,25,51,6,4,0.8837,0.8947,0.8621,0.9107,0.8621,0.8947,0.8333,0.9093
10,16,63,3,4,0.9186,0.9545,0.8,0.9474,0.8,0.9545,0.8205,0.9303
11,20,57,6,3,0.8953,0.9048,0.8696,0.9268,0.8696,0.9048,0.8163,0.9013
12,29,50,4,3,0.9186,0.9259,0.9062,0.9346,0.9062,0.9259,0.8923,0.9149
13,22,56,6,2,0.907,0.9032,0.9167,0.9333,0.9167,0.9032,0.8462,0.957
14,26,54,2,4,0.9302,0.9643,0.8667,0.9474,0.8667,0.9643,0.8966,0.9565
15,26,51,6,3,0.8953,0.8947,0.8966,0.9189,0.8966,0.8947,0.8525,0.9044
16,22,53,7,4,0.8721,0.8833,0.8462,0.906,0.8462,0.8833,0.8,0.8968
17,20,56,8,2,0.8837,0.875,0.9091,0.918,0.9091,0.875,0.8,0.8615
18,30,49,4,3,0.9186,0.9245,0.9091,0.9333,0.9091,0.9245,0.8955,0.9102
19,28,52,3,3,0.9302,0.9455,0.9032,0.9455,0.9032,0.9455,0.9032,0.9419
20,20,59,5,2,0.9186,0.9219,0.9091,0.944,0.9091,0.9219,0.8511,0.9638
21,22,58,4,2,0.9302,0.9355,0.9167,0.9508,0.9167,0.9355,0.88,0.9435
22,20,55,7,4,0.8721,0.8871,0.8333,0.9091,0.8333,0.8871,0.7843,0.9012
23,21,58,6,1,0.9186,0.9062,0.9545,0.9431,0.9545,0.9062,0.8571,0.9517
