round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
861,11,48,8,8,0.7867,0.5789,0.8571,0.5789,0.8853
862,12,55,2,6,0.8933,0.6667,0.9649,0.75,0.9688
863,6,58,4,7,0.8533,0.4615,0.9355,0.5217,0.8672
864,11,53,6,5,0.8533,0.6875,0.8983,0.6667,0.9343
865,10,48,5,12,0.7733,0.4545,0.9057,0.5405,0.8816
866,8,49,10,8,0.76,0.5,0.8305,0.4706,0.7574
867,11,43,8,13,0.72,0.4583,0.8431,0.5116,0.826
868,7,51,5,12,0.7733,0.3684,0.9107,0.4516,0.828
869,5,54,5,11,0.7867,0.3125,0.9153,0.3846,0.8316
870,12,50,5,8,0.8267,0.6,0.9091,0.6486,0.93
871,11,43,11,10,0.72,0.5238,0.7963,0.5116,0.8571
872,7,51,10,7,0.7733,0.5,0.8361,0.4516,0.8407
873,15,53,2,5,0.9067,0.75,0.9636,0.8108,0.9755
874,13,48,4,10,0.8133,0.5652,0.9231,0.65,0.837
875,7,52,5,11,0.7867,0.3889,0.9123,0.4667,0.9405
876,3,52,5,15,0.7333,0.1667,0.9123,0.2308,0.7885
877,9,47,10,9,0.7467,0.5,0.8246,0.4865,0.7573
878,10,56,3,6,0.88,0.625,0.9492,0.6897,0.9174
879,10,56,3,6,0.88,0.625,0.9492,0.6897,0.8528
880,18,40,8,9,0.7733,0.6667,0.8333,0.6792,0.8966
881,12,50,5,8,0.8267,0.6,0.9091,0.6486,0.9182
882,16,48,7,4,0.8533,0.8,0.8727,0.7442,0.8845
883,9,53,7,6,0.8267,0.6,0.8833,0.5806,0.8789
884,10,41,8,16,0.68,0.3846,0.8367,0.4545,0.8399
885,11,46,11,7,0.76,0.6111,0.807,0.55,0.8509
886,11,58,3,3,0.92,0.7857,0.9508,0.7857,0.9801
887,12,52,5,6,0.8533,0.6667,0.9123,0.6857,0.9571
888,10,56,4,5,0.88,0.6667,0.9333,0.6897,0.9556
889,9,54,2,10,0.84,0.4737,0.9643,0.6,0.8571
890,7,57,2,9,0.8533,0.4375,0.9661,0.56,0.8655
891,10,51,6,8,0.8133,0.5556,0.8947,0.5882,0.7651
892,10,48,4,13,0.7733,0.4348,0.9231,0.5405,0.8069
893,10,51,4,10,0.8133,0.5,0.9273,0.5882,0.8864
894,7,50,7,11,0.76,0.3889,0.8772,0.4375,0.729
895,8,54,6,7,0.8267,0.5333,0.9,0.5517,0.8889
896,6,57,5,7,0.84,0.4615,0.9194,0.5,0.8251
897,7,52,6,10,0.7867,0.4118,0.8966,0.4667,0.8316
898,11,52,4,8,0.84,0.5789,0.9286,0.6471,0.9417
899,10,47,13,5,0.76,0.6667,0.7833,0.5263,0.8322
900,7,52,8,8,0.7867,0.4667,0.8667,0.4667,0.8522
901,10,48,10,7,0.7733,0.5882,0.8276,0.5405,0.8631
902,7,46,10,12,0.7067,0.3684,0.8214,0.3889,0.7481
903,9,55,4,7,0.8533,0.5625,0.9322,0.6207,0.9248
904,7,58,4,6,0.8667,0.5385,0.9355,0.5833,0.9231
905,12,46,6,11,0.7733,0.5217,0.8846,0.5854,0.8311
906,13,49,5,8,0.8267,0.619,0.9074,0.6667,0.9374
907,7,53,6,9,0.8,0.4375,0.8983,0.4828,0.8898
908,15,46,6,8,0.8133,0.6522,0.8846,0.6818,0.842
909,6,50,11,8,0.7467,0.4286,0.8197,0.3871,0.8044
910,11,44,5,15,0.7333,0.4231,0.898,0.5238,0.8713
911,12,50,7,6,0.8267,0.6667,0.8772,0.6486,0.8899
912,11,45,7,12,0.7467,0.4783,0.8654,0.5366,0.8202
913,10,50,7,8,0.8,0.5556,0.8772,0.5714,0.9269
914,7,48,8,12,0.7333,0.3684,0.8571,0.4118,0.8073
915,10,49,5,11,0.7867,0.4762,0.9074,0.5556,0.8448
916,8,49,4,14,0.76,0.3636,0.9245,0.4706,0.8396
917,16,44,4,11,0.8,0.5926,0.9167,0.6809,0.946
918,13,45,4,13,0.7733,0.5,0.9184,0.6047,0.905
919,13,51,6,5,0.8533,0.7222,0.8947,0.7027,0.9503
920,9,46,5,15,0.7333,0.375,0.902,0.4737,0.8881
921,11,43,9,12,0.72,0.4783,0.8269,0.5116,0.8704
922,12,49,7,7,0.8133,0.6316,0.875,0.6316,0.8609
923,10,52,9,4,0.8267,0.7143,0.8525,0.6061,0.945
924,13,49,6,7,0.8267,0.65,0.8909,0.6667,0.8818
925,15,51,4,5,0.88,0.75,0.9273,0.7692,0.9064
926,8,50,6,11,0.7733,0.4211,0.8929,0.4848,0.843
927,13,45,9,8,0.7733,0.619,0.8333,0.6047,0.7848
928,7,55,9,4,0.8267,0.6364,0.8594,0.5185,0.8139
929,19,44,6,6,0.84,0.76,0.88,0.76,0.9184
930,12,50,5,8,0.8267,0.6,0.9091,0.6486,0.9309
931,14,49,3,9,0.84,0.6087,0.9423,0.7,0.9306
932,11,48,5,11,0.7867,0.5,0.9057,0.5789,0.8628
933,4,58,2,11,0.8267,0.2667,0.9667,0.381,0.8756
934,8,57,2,8,0.8667,0.5,0.9661,0.6154,0.9216
935,9,55,4,7,0.8533,0.5625,0.9322,0.6207,0.9258
936,16,43,8,8,0.7867,0.6667,0.8431,0.6667,0.8513
937,13,49,7,6,0.8267,0.6842,0.875,0.6667,0.8788
938,8,52,9,6,0.8,0.5714,0.8525,0.5161,0.8466
939,11,49,4,11,0.8,0.5,0.9245,0.5946,0.9374
940,14,48,4,9,0.8267,0.6087,0.9231,0.6829,0.9097
941,17,44,5,9,0.8133,0.6538,0.898,0.7083,0.8713
942,12,48,6,9,0.8,0.5714,0.8889,0.6154,0.8316
943,14,40,5,16,0.72,0.4667,0.8889,0.5714,0.857
944,10,47,4,14,0.76,0.4167,0.9216,0.5263,0.8448
945,9,48,10,8,0.76,0.5294,0.8276,0.5,0.7028
946,12,48,6,9,0.8,0.5714,0.8889,0.6154,0.9118
947,14,44,10,7,0.7733,0.6667,0.8148,0.6222,0.9101
948,11,48,6,10,0.7867,0.5238,0.8889,0.5789,0.8492
949,16,40,8,11,0.7467,0.5926,0.8333,0.6275,0.8441
950,8,46,10,11,0.72,0.4211,0.8214,0.4324,0.7735
951,19,46,5,5,0.8667,0.7917,0.902,0.7917,0.933
952,11,51,5,8,0.8267,0.5789,0.9107,0.6286,0.8882
953,15,42,11,7,0.76,0.6818,0.7925,0.625,0.8791
954,7,46,8,14,0.7067,0.3333,0.8519,0.3889,0.8501
955,8,53,6,8,0.8133,0.5,0.8983,0.5333,0.8665
956,11,47,7,10,0.7733,0.5238,0.8704,0.5641,0.8898
957,15,48,7,5,0.84,0.75,0.8727,0.7143,0.8891
958,11,50,6,8,0.8133,0.5789,0.8929,0.6111,0.9248
959,7,51,7,10,0.7733,0.4118,0.8793,0.4516,0.9026
960,12,48,5,10,0.8,0.5455,0.9057,0.6154,0.8851
961,8,53,5,9,0.8133,0.4706,0.9138,0.5333,0.8783
962,11,53,4,7,0.8533,0.6111,0.9298,0.6667,0.9006
963,10,52,5,8,0.8267,0.5556,0.9123,0.6061,0.925
964,7,53,4,11,0.8,0.3889,0.9298,0.4828,0.8801
965,8,59,3,5,0.8933,0.6154,0.9516,0.6667,0.8772
966,10,51,7,7,0.8133,0.5882,0.8793,0.5882,0.8641
967,12,46,7,10,0.7733,0.5455,0.8679,0.5854,0.8997
968,9,53,4,9,0.8267,0.5,0.9298,0.5806,0.8402
969,12,53,3,7,0.8667,0.6316,0.9464,0.7059,0.9173
970,12,42,11,10,0.72,0.5455,0.7925,0.5333,0.7744
971,9,50,5,11,0.7867,0.45,0.9091,0.5294,0.9336
972,9,55,5,6,0.8533,0.6,0.9167,0.6207,0.9178
973,4,55,3,13,0.7867,0.2353,0.9483,0.3333,0.9442
974,7,49,7,12,0.7467,0.3684,0.875,0.4242,0.8449
975,8,58,4,5,0.88,0.6154,0.9355,0.64,0.8089
976,6,48,7,14,0.72,0.3,0.8727,0.3636,0.7855
977,12,46,5,12,0.7733,0.5,0.902,0.5854,0.893
978,13,51,5,6,0.8533,0.6842,0.9107,0.7027,0.9455
979,11,47,9,8,0.7733,0.5789,0.8393,0.5641,0.86
980,12,45,10,8,0.76,0.6,0.8182,0.5714,0.8327
981,10,58,1,6,0.9067,0.625,0.9831,0.7407,0.9767
982,10,51,7,7,0.8133,0.5882,0.8793,0.5882,0.8347
983,14,52,4,5,0.88,0.7368,0.9286,0.7568,0.8496
984,13,41,9,12,0.72,0.52,0.82,0.5532,0.8768
985,12,54,6,3,0.88,0.8,0.9,0.7273,0.9589
986,20,44,8,3,0.8533,0.8696,0.8462,0.7843,0.8779
987,11,50,8,6,0.8133,0.6471,0.8621,0.6111,0.8195
988,8,48,11,8,0.7467,0.5,0.8136,0.4571,0.8718
989,13,45,6,11,0.7733,0.5417,0.8824,0.6047,0.8627
990,10,49,3,13,0.7867,0.4348,0.9423,0.5556,0.8946
991,6,50,9,10,0.7467,0.375,0.8475,0.3871,0.8633
992,13,47,5,10,0.8,0.5652,0.9038,0.6341,0.8737
993,9,47,4,15,0.7467,0.375,0.9216,0.4865,0.8096
994,10,51,8,6,0.8133,0.625,0.8644,0.5882,0.8114
995,6,49,7,13,0.7333,0.3158,0.875,0.375,0.7594
996,12,49,7,7,0.8133,0.6316,0.875,0.6316,0.8186
997,6,50,10,9,0.7467,0.4,0.8333,0.3871,0.7411
998,15,44,7,9,0.7867,0.625,0.8627,0.6522,0.8472
999,14,45,7,9,0.7867,0.6087,0.8654,0.6364,0.8779
1000,18,41,4,12,0.7867,0.6,0.9111,0.6923,0.8519
