round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
635,19,36,16,3,0.7432,0.8636,0.6923,0.6667,0.8042
636,10,30,25,9,0.5405,0.5263,0.5455,0.3704,0.6359
637,18,30,19,7,0.6486,0.72,0.6122,0.5806,0.7282
638,23,28,18,5,0.6892,0.8214,0.6087,0.6667,0.7539
639,23,28,16,7,0.6892,0.7667,0.6364,0.6667,0.7678
640,20,34,12,8,0.7297,0.7143,0.7391,0.6667,0.7527
641,17,33,16,8,0.6757,0.68,0.6735,0.5862,0.7371
642,22,29,17,6,0.6892,0.7857,0.6304,0.6567,0.7865
643,23,31,16,4,0.7297,0.8519,0.6596,0.697,0.8097
644,26,31,12,5,0.7703,0.8387,0.7209,0.7536,0.8312
645,15,37,14,8,0.7027,0.6522,0.7255,0.5769,0.7408
646,28,29,12,5,0.7703,0.8485,0.7073,0.7671,0.7668
647,26,25,16,7,0.6892,0.7879,0.6098,0.6933,0.7014
648,17,29,19,9,0.6216,0.6538,0.6042,0.5484,0.6334
649,20,31,18,5,0.6892,0.8,0.6327,0.6349,0.7257
650,21,29,15,9,0.6757,0.7,0.6591,0.6364,0.7295
651,21,29,18,6,0.6757,0.7778,0.617,0.6364,0.7569
652,22,34,15,3,0.7568,0.88,0.6939,0.7097,0.8163
653,19,30,21,4,0.6622,0.8261,0.5882,0.6032,0.6961
654,18,36,15,5,0.7297,0.7826,0.7059,0.6429,0.7182
655,16,35,20,3,0.6892,0.8421,0.6364,0.5818,0.6818
656,23,31,13,7,0.7297,0.7667,0.7045,0.697,0.7515
657,14,46,8,6,0.8108,0.7,0.8519,0.6667,0.8782
658,19,34,14,7,0.7162,0.7308,0.7083,0.6441,0.7388
659,23,34,11,6,0.7703,0.7931,0.7556,0.7302,0.823
660,24,30,16,4,0.7297,0.8571,0.6522,0.7059,0.8082
661,12,36,19,7,0.6486,0.6316,0.6545,0.48,0.6727
662,20,33,14,7,0.7162,0.7407,0.7021,0.6557,0.7053
663,17,35,17,5,0.7027,0.7727,0.6731,0.6071,0.757
664,21,34,15,4,0.7432,0.84,0.6939,0.6885,0.7633
665,17,42,10,5,0.7973,0.7727,0.8077,0.6939,0.8427
666,19,28,20,7,0.6351,0.7308,0.5833,0.5846,0.7296
667,21,27,24,2,0.6486,0.913,0.5294,0.6176,0.676
668,15,36,15,8,0.6892,0.6522,0.7059,0.566,0.7698
669,21,27,22,4,0.6486,0.84,0.551,0.6176,0.7249
670,20,29,19,6,0.6622,0.7692,0.6042,0.6154,0.72
671,18,35,13,8,0.7162,0.6923,0.7292,0.6316,0.7404
672,20,33,13,8,0.7162,0.7143,0.7174,0.6557,0.7776
673,20,32,15,7,0.7027,0.7407,0.6809,0.6452,0.7403
674,20,37,12,5,0.7703,0.8,0.7551,0.7018,0.8498
675,26,30,16,2,0.7568,0.9286,0.6522,0.7429,0.8222
676,22,38,9,5,0.8108,0.8148,0.8085,0.7586,0.8511
677,20,32,15,7,0.7027,0.7407,0.6809,0.6452,0.7691
678,14,36,19,5,0.6757,0.7368,0.6545,0.5385,0.7962
679,26,29,14,5,0.7432,0.8387,0.6744,0.7324,0.7959
680,22,34,14,4,0.7568,0.8462,0.7083,0.7097,0.8021
681,25,24,21,4,0.6622,0.8621,0.5333,0.6667,0.7153
682,18,35,16,5,0.7162,0.7826,0.6863,0.6316,0.7553
683,19,37,13,5,0.7568,0.7917,0.74,0.6786,0.815
684,26,29,11,8,0.7432,0.7647,0.725,0.7324,0.807
685,18,38,14,4,0.7568,0.8182,0.7308,0.6667,0.7832
686,22,30,20,2,0.7027,0.9167,0.6,0.6667,0.7142
687,18,44,5,7,0.8378,0.72,0.898,0.75,0.8514
688,29,28,13,4,0.7703,0.8788,0.6829,0.7733,0.8226
689,21,25,14,14,0.6216,0.6,0.641,0.6,0.6916
690,14,34,18,8,0.6486,0.6364,0.6538,0.5185,0.7421
691,22,30,16,6,0.7027,0.7857,0.6522,0.6667,0.7783
692,17,33,15,9,0.6757,0.6538,0.6875,0.5862,0.746
693,20,28,22,4,0.6486,0.8333,0.56,0.6061,0.7275
694,27,23,18,6,0.6757,0.8182,0.561,0.6923,0.7247
695,20,32,13,9,0.7027,0.6897,0.7111,0.6452,0.7973
696,21,33,14,6,0.7297,0.7778,0.7021,0.6774,0.814
697,22,28,20,4,0.6757,0.8462,0.5833,0.6471,0.7544
698,22,29,17,6,0.6892,0.7857,0.6304,0.6567,0.7558
699,19,36,16,3,0.7432,0.8636,0.6923,0.6667,0.7893
700,18,30,24,2,0.6486,0.9,0.5556,0.5806,0.7435
701,22,31,13,8,0.7162,0.7333,0.7045,0.6769,0.7534
702,17,30,20,7,0.6351,0.7083,0.6,0.5574,0.7242
703,15,36,14,9,0.6892,0.625,0.72,0.566,0.7087
704,23,32,15,4,0.7432,0.8519,0.6809,0.7077,0.8101
705,16,38,15,5,0.7297,0.7619,0.717,0.6154,0.7354
706,25,29,16,4,0.7297,0.8621,0.6444,0.7143,0.8667
707,21,26,20,7,0.6351,0.75,0.5652,0.6087,0.7438
708,21,32,16,5,0.7162,0.8077,0.6667,0.6667,0.7893
709,17,33,15,9,0.6757,0.6538,0.6875,0.5862,0.7696
710,21,38,10,5,0.7973,0.8077,0.7917,0.7368,0.8622
711,19,34,12,9,0.7162,0.6786,0.7391,0.6441,0.7849
712,23,32,14,5,0.7432,0.8214,0.6957,0.7077,0.7919
713,19,31,17,7,0.6757,0.7308,0.6458,0.6129,0.7648
714,14,40,11,9,0.7297,0.6087,0.7843,0.5833,0.743
715,22,38,10,4,0.8108,0.8462,0.7917,0.7586,0.8598
716,23,32,15,4,0.7432,0.8519,0.6809,0.7077,0.8148
717,25,34,10,5,0.7973,0.8333,0.7727,0.7692,0.7924
718,16,37,16,5,0.7162,0.7619,0.6981,0.6038,0.748
719,18,31,20,5,0.6622,0.7826,0.6078,0.5902,0.743
720,15,32,20,7,0.6351,0.6818,0.6154,0.5263,0.7426
721,18,32,18,6,0.6757,0.75,0.64,0.6,0.7125
722,18,37,15,4,0.7432,0.8182,0.7115,0.6545,0.7955
723,18,35,18,3,0.7162,0.8571,0.6604,0.6316,0.7704
724,16,30,20,8,0.6216,0.6667,0.6,0.5333,0.7442
725,18,39,13,4,0.7703,0.8182,0.75,0.6792,0.8029
726,20,33,17,4,0.7162,0.8333,0.66,0.6557,0.7488
727,21,34,14,5,0.7432,0.8077,0.7083,0.6885,0.8109
728,22,34,14,4,0.7568,0.8462,0.7083,0.7097,0.7704
729,21,28,18,7,0.6622,0.75,0.6087,0.6269,0.7791
730,22,36,9,7,0.7838,0.7586,0.8,0.7333,0.8303
731,26,29,16,3,0.7432,0.8966,0.6444,0.7324,0.8142
732,17,37,16,4,0.7297,0.8095,0.6981,0.6296,0.7808
733,30,27,12,5,0.7703,0.8571,0.6923,0.7792,0.8081
734,22,31,18,3,0.7162,0.88,0.6327,0.6769,0.8106
735,21,38,10,5,0.7973,0.8077,0.7917,0.7368,0.8297
736,16,36,18,4,0.7027,0.8,0.6667,0.5926,0.8222
737,15,36,15,8,0.6892,0.6522,0.7059,0.566,0.7118
738,21,26,20,7,0.6351,0.75,0.5652,0.6087,0.6906
739,16,34,19,5,0.6757,0.7619,0.6415,0.5714,0.7619
740,18,34,15,7,0.7027,0.72,0.6939,0.6207,0.7816
741,20,37,14,3,0.7703,0.8696,0.7255,0.7018,0.7835
742,21,36,17,0,0.7703,1.0,0.6792,0.7119,0.8104
743,23,31,16,4,0.7297,0.8519,0.6596,0.697,0.7943
744,21,35,16,2,0.7568,0.913,0.6863,0.7,0.8295
745,25,28,16,5,0.7162,0.8333,0.6364,0.7042,0.772
746,16,34,14,10,0.6757,0.6154,0.7083,0.5714,0.7392
747,18,34,19,3,0.7027,0.8571,0.6415,0.6207,0.7615
748,15,31,21,7,0.6216,0.6818,0.5962,0.5172,0.7054
749,22,29,14,9,0.6892,0.7097,0.6744,0.6567,0.7134
750,15,33,20,6,0.6486,0.7143,0.6226,0.5357,0.7889
751,16,30,23,5,0.6216,0.7619,0.566,0.5333,0.7026
752,18,36,14,6,0.7297,0.75,0.72,0.6429,0.7733
753,18,29,20,7,0.6351,0.72,0.5918,0.5714,0.658
754,20,28,17,9,0.6486,0.6897,0.6222,0.6061,0.646
755,19,35,9,11,0.7297,0.6333,0.7955,0.6552,0.7682
756,19,30,19,6,0.6622,0.76,0.6122,0.6032,0.7106
757,20,31,17,6,0.6892,0.7692,0.6458,0.6349,0.7893
758,28,28,14,4,0.7568,0.875,0.6667,0.7568,0.7541
759,20,31,17,6,0.6892,0.7692,0.6458,0.6349,0.738
760,17,35,15,7,0.7027,0.7083,0.7,0.6071,0.755
761,16,33,18,7,0.6622,0.6957,0.6471,0.5614,0.7579
762,20,35,12,7,0.7432,0.7407,0.7447,0.678,0.7801
763,22,33,12,7,0.7432,0.7586,0.7333,0.6984,0.8092
764,21,25,22,6,0.6216,0.7778,0.5319,0.6,0.6832
765,21,31,10,12,0.7027,0.6364,0.7561,0.6562,0.7746
766,23,28,16,7,0.6892,0.7667,0.6364,0.6667,0.7723
767,10,36,18,10,0.6216,0.5,0.6667,0.4167,0.669
768,18,34,14,8,0.7027,0.6923,0.7083,0.6207,0.7636
769,17,31,21,5,0.6486,0.7727,0.5962,0.5667,0.7338
770,16,34,17,7,0.6757,0.6957,0.6667,0.5714,0.717
771,13,41,13,7,0.7297,0.65,0.7593,0.5652,0.7565
772,18,33,18,5,0.6892,0.7826,0.6471,0.6102,0.7711
773,21,36,13,4,0.7703,0.84,0.7347,0.7119,0.8465
774,15,32,21,6,0.6351,0.7143,0.6038,0.5263,0.7188
775,14,33,19,8,0.6351,0.6364,0.6346,0.5091,0.7115
776,20,36,14,4,0.7568,0.8333,0.72,0.6897,0.7933
777,17,35,10,12,0.7027,0.5862,0.7778,0.6071,0.7682
778,27,25,16,6,0.7027,0.8182,0.6098,0.7105,0.7938
779,20,34,13,7,0.7297,0.7407,0.7234,0.6667,0.7455
780,21,32,16,5,0.7162,0.8077,0.6667,0.6667,0.8045
781,16,38,14,6,0.7297,0.7273,0.7308,0.6154,0.7369
782,16,35,19,4,0.6892,0.8,0.6481,0.5818,0.7917
783,19,31,18,6,0.6757,0.76,0.6327,0.6129,0.7527
784,16,31,23,4,0.6351,0.8,0.5741,0.5424,0.7139
785,25,33,9,7,0.7838,0.7812,0.7857,0.7576,0.8147
786,20,35,13,6,0.7432,0.7692,0.7292,0.678,0.8041
787,15,32,18,9,0.6351,0.625,0.64,0.5263,0.6833
788,27,26,19,2,0.7162,0.931,0.5778,0.72,0.7759
789,17,38,14,5,0.7432,0.7727,0.7308,0.6415,0.7579
790,26,29,14,5,0.7432,0.8387,0.6744,0.7324,0.7727
791,17,27,18,12,0.5946,0.5862,0.6,0.5312,0.6421
792,12,36,19,7,0.6486,0.6316,0.6545,0.48,0.6359
793,21,34,16,3,0.7432,0.875,0.68,0.6885,0.8042
794,26,24,9,15,0.6757,0.6341,0.7273,0.6842,0.7299
795,21,29,16,8,0.6757,0.7241,0.6444,0.6364,0.8008
796,27,31,10,6,0.7838,0.8182,0.7561,0.7714,0.7905
797,21,28,19,6,0.6622,0.7778,0.5957,0.6269,0.6809
798,25,34,11,4,0.7973,0.8621,0.7556,0.7692,0.8605
799,26,27,17,4,0.7162,0.8667,0.6136,0.7123,0.7466
800,26,33,11,4,0.7973,0.8667,0.75,0.7761,0.8462
801,13,35,16,10,0.6486,0.5652,0.6863,0.5,0.6922
802,14,32,20,8,0.6216,0.6364,0.6154,0.5,0.6809
803,14,35,20,5,0.6622,0.7368,0.6364,0.5283,0.7392
804,20,27,22,5,0.6351,0.8,0.551,0.597,0.7457
805,23,28,10,13,0.6892,0.6389,0.7368,0.6667,0.7803
806,34,27,8,5,0.8243,0.8718,0.7714,0.8395,0.8777
807,15,41,14,4,0.7568,0.7895,0.7455,0.625,0.8057
808,22,37,10,5,0.7973,0.8148,0.7872,0.7458,0.8227
809,23,23,21,7,0.6216,0.7667,0.5227,0.6216,0.6674
810,17,36,14,7,0.7162,0.7083,0.72,0.6182,0.7308
811,24,25,18,7,0.6622,0.7742,0.5814,0.6575,0.6819
812,20,29,15,10,0.6622,0.6667,0.6591,0.6154,0.7318
