round,TP,TN,FP,FN,Accuracy,Sensitivity_Class0,Specificity_Class0,F1_Class0,Sensitivity_Class1,Specificity_Class1,F1_Class1,AUC
1,13,189,6,76,0.7113,0.9692,0.1461,0.8217,0.1461,0.9692,0.2407,0.6516
2,8,189,14,73,0.6937,0.931,0.0988,0.8129,0.0988,0.931,0.1553,0.5554
3,11,196,6,71,0.7289,0.9703,0.1341,0.8358,0.1341,0.9703,0.2222,0.5942
4,5,204,7,68,0.7359,0.9668,0.0685,0.8447,0.0685,0.9668,0.1176,0.5487
5,12,190,8,74,0.7113,0.9596,0.1395,0.8225,0.1395,0.9596,0.2264,0.592
6,11,196,11,66,0.7289,0.9469,0.1429,0.8358,0.1429,0.9469,0.2222,0.6381
7,12,198,4,70,0.7394,0.9802,0.1463,0.8426,0.1463,0.9802,0.2449,0.6458
8,10,204,9,61,0.7535,0.9577,0.1408,0.8536,0.1408,0.9577,0.2222,0.5452
9,15,183,9,77,0.6972,0.9531,0.163,0.8097,0.163,0.9531,0.2586,0.6308
10,8,207,5,64,0.757,0.9764,0.1111,0.8571,0.1111,0.9764,0.1882,0.5664
11,8,197,7,72,0.7218,0.9657,0.1,0.833,0.1,0.9657,0.1684,0.6007
12,10,194,12,68,0.7183,0.9417,0.1282,0.8291,0.1282,0.9417,0.2,0.5654
13,10,192,9,73,0.7113,0.9552,0.1205,0.824,0.1205,0.9552,0.1961,0.551
14,9,187,5,83,0.6901,0.974,0.0978,0.8095,0.0978,0.974,0.1698,0.5836
15,14,188,4,78,0.7113,0.9792,0.1522,0.821,0.1522,0.9792,0.2545,0.6082
16,11,193,11,69,0.7183,0.9461,0.1375,0.8283,0.1375,0.9461,0.2157,0.5911
17,6,191,5,82,0.6937,0.9745,0.0682,0.8145,0.0682,0.9745,0.1212,0.5721
18,4,203,11,66,0.7289,0.9486,0.0571,0.8406,0.0571,0.9486,0.0941,0.5768
19,9,209,8,58,0.7676,0.9631,0.1343,0.8636,0.1343,0.9631,0.2143,0.5891
20,10,193,6,75,0.7148,0.9698,0.1176,0.8266,0.1176,0.9698,0.198,0.5807
21,10,195,7,72,0.7218,0.9653,0.122,0.8316,0.122,0.9653,0.202,0.5654
22,8,197,11,68,0.7218,0.9471,0.1053,0.833,0.1053,0.9471,0.1684,0.6139
23,7,204,9,64,0.743,0.9577,0.0986,0.8482,0.0986,0.9577,0.1609,0.5619
24,13,188,6,77,0.7077,0.9691,0.1444,0.8192,0.1444,0.9691,0.2385,0.6008
25,11,169,9,95,0.6338,0.9494,0.1038,0.7647,0.1038,0.9494,0.1746,0.5927
26,13,205,3,63,0.7676,0.9856,0.1711,0.8613,0.1711,0.9856,0.2826,0.6233
27,10,203,11,60,0.75,0.9486,0.1429,0.8512,0.1429,0.9486,0.2198,0.6236
28,13,184,10,77,0.6937,0.9485,0.1444,0.8088,0.1444,0.9485,0.2301,0.5415
29,10,192,9,73,0.7113,0.9552,0.1205,0.824,0.1205,0.9552,0.1961,0.576
30,8,190,11,75,0.6972,0.9453,0.0964,0.8155,0.0964,0.9453,0.1569,0.5548
31,6,198,5,75,0.7183,0.9754,0.0741,0.8319,0.0741,0.9754,0.1304,0.5664
32,9,188,4,83,0.6937,0.9792,0.0978,0.8121,0.0978,0.9792,0.1714,0.4969
33,12,181,7,84,0.6796,0.9628,0.125,0.7991,0.125,0.9628,0.2087,0.6182
34,11,202,7,64,0.75,0.9665,0.1467,0.8505,0.1467,0.9665,0.2366,0.5656
35,6,191,8,79,0.6937,0.9598,0.0706,0.8145,0.0706,0.9598,0.1212,0.5833
36,9,201,7,67,0.7394,0.9663,0.1184,0.8445,0.1184,0.9663,0.1957,0.6194
37,7,195,10,72,0.7113,0.9512,0.0886,0.8263,0.0886,0.9512,0.1458,0.5909
38,10,193,9,72,0.7148,0.9554,0.122,0.8266,0.122,0.9554,0.198,0.5753
39,10,188,9,77,0.6972,0.9543,0.1149,0.8139,0.1149,0.9543,0.1887,0.6014
40,15,198,5,66,0.75,0.9754,0.1852,0.848,0.1852,0.9754,0.297,0.6363
41,18,188,7,71,0.7254,0.9641,0.2022,0.8282,0.2022,0.9641,0.3158,0.6055
42,11,178,11,84,0.6655,0.9418,0.1158,0.7894,0.1158,0.9418,0.188,0.531
43,12,190,7,75,0.7113,0.9645,0.1379,0.8225,0.1379,0.9645,0.2264,0.5836
44,13,193,8,70,0.7254,0.9602,0.1566,0.8319,0.1566,0.9602,0.25,0.641
45,5,195,5,79,0.7042,0.975,0.0595,0.8228,0.0595,0.975,0.1064,0.5505
46,7,193,7,77,0.7042,0.965,0.0833,0.8213,0.0833,0.965,0.1429,0.5632
47,5,195,7,77,0.7042,0.9653,0.061,0.8228,0.061,0.9653,0.1064,0.5174
48,7,196,10,71,0.7148,0.9515,0.0897,0.8288,0.0897,0.9515,0.1474,0.5672
49,7,191,5,81,0.6972,0.9745,0.0795,0.8162,0.0795,0.9745,0.14,0.5811
50,6,189,5,84,0.6866,0.9742,0.0667,0.8094,0.0667,0.9742,0.1188,0.5563
51,9,204,8,63,0.75,0.9623,0.125,0.8518,0.125,0.9623,0.2022,0.5722
52,8,190,9,77,0.6972,0.9548,0.0941,0.8155,0.0941,0.9548,0.1569,0.5686
53,6,189,9,80,0.6866,0.9545,0.0698,0.8094,0.0698,0.9545,0.1188,0.527
54,5,186,14,79,0.6725,0.93,0.0595,0.8,0.0595,0.93,0.0971,0.5542
55,7,189,13,75,0.6901,0.9356,0.0854,0.8112,0.0854,0.9356,0.1373,0.5454
56,8,191,12,73,0.7007,0.9409,0.0988,0.818,0.0988,0.9409,0.1584,0.5928
57,15,195,9,65,0.7394,0.9559,0.1875,0.8405,0.1875,0.9559,0.2885,0.6025
58,8,198,6,72,0.7254,0.9706,0.1,0.8354,0.1,0.9706,0.1702,0.556
59,10,185,9,80,0.6866,0.9536,0.1111,0.8061,0.1111,0.9536,0.1835,0.5675
60,16,190,7,71,0.7254,0.9645,0.1839,0.8297,0.1839,0.9645,0.2909,0.6374
61,4,185,12,83,0.6655,0.9391,0.046,0.7957,0.046,0.9391,0.0777,0.5903
62,9,188,9,78,0.6937,0.9543,0.1034,0.8121,0.1034,0.9543,0.1714,0.5609
63,6,192,8,78,0.6972,0.96,0.0714,0.817,0.0714,0.96,0.1224,0.5283
64,9,194,10,71,0.7148,0.951,0.1125,0.8273,0.1125,0.951,0.1818,0.6133
65,9,201,9,65,0.7394,0.9571,0.1216,0.8445,0.1216,0.9571,0.1957,0.6041
66,4,200,10,70,0.7183,0.9524,0.0541,0.8333,0.0541,0.9524,0.0909,0.5644
67,5,205,12,62,0.7394,0.9447,0.0746,0.8471,0.0746,0.9447,0.119,0.5364
68,8,206,7,63,0.7535,0.9671,0.1127,0.8548,0.1127,0.9671,0.186,0.5888
69,7,192,8,77,0.7007,0.96,0.0833,0.8188,0.0833,0.96,0.1414,0.5908
70,6,188,7,83,0.6831,0.9641,0.0674,0.8069,0.0674,0.9641,0.1176,0.4816
71,14,187,6,77,0.7077,0.9689,0.1538,0.8184,0.1538,0.9689,0.2523,0.6
72,9,196,7,72,0.7218,0.9655,0.1111,0.8323,0.1111,0.9655,0.1856,0.6021
73,9,197,11,67,0.7254,0.9471,0.1184,0.8347,0.1184,0.9471,0.1875,0.5696
74,9,203,9,63,0.7465,0.9575,0.125,0.8494,0.125,0.9575,0.2,0.5789
75,9,180,5,90,0.6655,0.973,0.0909,0.7912,0.0909,0.973,0.1593,0.6159
76,4,196,10,74,0.7042,0.9515,0.0513,0.8235,0.0513,0.9515,0.087,0.5586
77,5,208,4,67,0.75,0.9811,0.0694,0.8542,0.0694,0.9811,0.1235,0.5558
78,13,198,9,64,0.743,0.9565,0.1688,0.8443,0.1688,0.9565,0.2626,0.6046
79,9,193,10,72,0.7113,0.9507,0.1111,0.8248,0.1111,0.9507,0.18,0.5773
80,10,195,6,73,0.7218,0.9701,0.1205,0.8316,0.1205,0.9701,0.202,0.5006
81,6,194,8,76,0.7042,0.9604,0.0732,0.822,0.0732,0.9604,0.125,0.5957
82,9,200,10,65,0.7359,0.9524,0.1216,0.8421,0.1216,0.9524,0.1935,0.612
83,14,189,5,76,0.7148,0.9742,0.1556,0.8235,0.1556,0.9742,0.2569,0.609
84,15,189,7,73,0.7183,0.9643,0.1705,0.8253,0.1705,0.9643,0.2727,0.616
85,15,181,9,79,0.6901,0.9526,0.1596,0.8044,0.1596,0.9526,0.2542,0.591
86,7,184,8,85,0.6725,0.9583,0.0761,0.7983,0.0761,0.9583,0.1308,0.5915
87,10,197,6,71,0.7289,0.9704,0.1235,0.8365,0.1235,0.9704,0.2062,0.6457
88,9,183,9,83,0.6761,0.9531,0.0978,0.7991,0.0978,0.9531,0.1636,0.6194
89,9,192,1,82,0.7077,0.9948,0.0989,0.8223,0.0989,0.9948,0.1782,0.6138
90,9,199,8,68,0.7324,0.9614,0.1169,0.8397,0.1169,0.9614,0.1915,0.6239
91,12,196,4,72,0.7324,0.98,0.1429,0.8376,0.1429,0.98,0.24,0.5866
92,8,191,11,74,0.7007,0.9455,0.0976,0.818,0.0976,0.9455,0.1584,0.5546
93,5,197,6,76,0.7113,0.9704,0.0617,0.8277,0.0617,0.9704,0.1087,0.5141
94,10,199,9,66,0.7359,0.9567,0.1316,0.8414,0.1316,0.9567,0.2105,0.6032
95,5,202,7,70,0.7289,0.9665,0.0667,0.8399,0.0667,0.9665,0.1149,0.608
96,7,190,8,79,0.6937,0.9596,0.0814,0.8137,0.0814,0.9596,0.1386,0.6152
97,11,201,4,68,0.7465,0.9805,0.1392,0.8481,0.1392,0.9805,0.234,0.5778
98,11,188,11,74,0.7007,0.9447,0.1294,0.8156,0.1294,0.9447,0.2056,0.5898
99,11,198,9,66,0.7359,0.9565,0.1429,0.8408,0.1429,0.9565,0.2268,0.6093
100,5,187,5,87,0.6761,0.974,0.0543,0.8026,0.0543,0.974,0.098,0.5544
101,12,195,10,67,0.7289,0.9512,0.1519,0.8351,0.1519,0.9512,0.2376,0.5489
102,6,194,5,79,0.7042,0.9749,0.0706,0.822,0.0706,0.9749,0.125,0.5765
103,9,201,5,69,0.7394,0.9757,0.1154,0.8445,0.1154,0.9757,0.1957,0.5555
104,13,199,8,64,0.7465,0.9614,0.1688,0.8468,0.1688,0.9614,0.2653,0.566
105,7,190,8,79,0.6937,0.9596,0.0814,0.8137,0.0814,0.9596,0.1386,0.5803
106,5,203,6,70,0.7324,0.9713,0.0667,0.8423,0.0667,0.9713,0.1163,0.5156
107,8,199,8,69,0.7289,0.9614,0.1039,0.8379,0.1039,0.9614,0.172,0.577
108,6,216,9,53,0.7817,0.96,0.1017,0.8745,0.1017,0.96,0.1622,0.5802
109,8,194,6,76,0.7113,0.97,0.0952,0.8255,0.0952,0.97,0.1633,0.5667
110,2,199,10,73,0.7077,0.9522,0.0267,0.8274,0.0267,0.9522,0.046,0.5694
111,7,185,5,87,0.6761,0.9737,0.0745,0.8009,0.0745,0.9737,0.1321,0.5442
112,5,188,11,80,0.6796,0.9447,0.0588,0.8051,0.0588,0.9447,0.099,0.5582
113,11,193,10,70,0.7183,0.9507,0.1358,0.8283,0.1358,0.9507,0.2157,0.6127
114,9,195,7,73,0.7183,0.9653,0.1098,0.8298,0.1098,0.9653,0.1837,0.6006
115,10,189,8,77,0.7007,0.9594,0.1149,0.8164,0.1149,0.9594,0.1905,0.5646
116,6,189,8,81,0.6866,0.9594,0.069,0.8094,0.069,0.9594,0.1188,0.5594
117,5,184,12,83,0.6655,0.9388,0.0568,0.7948,0.0568,0.9388,0.0952,0.5824
118,8,200,10,66,0.7324,0.9524,0.1081,0.8403,0.1081,0.9524,0.1739,0.5384
119,11,180,6,87,0.6725,0.9677,0.1122,0.7947,0.1122,0.9677,0.1913,0.5934
120,8,185,9,82,0.6796,0.9536,0.0889,0.8026,0.0889,0.9536,0.1495,0.5629
121,9,187,9,79,0.6901,0.9541,0.1023,0.8095,0.1023,0.9541,0.1698,0.5907
122,10,187,7,80,0.6937,0.9639,0.1111,0.8113,0.1111,0.9639,0.1869,0.5721
123,8,196,8,72,0.7183,0.9608,0.1,0.8305,0.1,0.9608,0.1667,0.5998
124,6,202,5,71,0.7324,0.9758,0.0779,0.8417,0.0779,0.9758,0.1364,0.5566
125,5,184,7,88,0.6655,0.9634,0.0538,0.7948,0.0538,0.9634,0.0952,0.5112
126,9,177,14,84,0.6549,0.9267,0.0968,0.7832,0.0968,0.9267,0.1552,0.5539
127,4,196,6,78,0.7042,0.9703,0.0488,0.8235,0.0488,0.9703,0.087,0.5636
128,8,195,5,76,0.7148,0.975,0.0952,0.828,0.0952,0.975,0.1649,0.5746
129,3,207,8,66,0.7394,0.9628,0.0435,0.8484,0.0435,0.9628,0.075,0.584
130,7,197,5,75,0.7183,0.9752,0.0854,0.8312,0.0854,0.9752,0.1489,0.5633
131,12,178,9,85,0.669,0.9519,0.1237,0.7911,0.1237,0.9519,0.2034,0.6169
132,7,191,9,77,0.6972,0.955,0.0833,0.8162,0.0833,0.955,0.14,0.5771
