round,TP,TN,FP,FN,Accuracy,Sensitivity_Class0,Specificity_Class0,F1_Class0,Sensitivity_Class1,Specificity_Class1,F1_Class1,AUC
1,3,38,7,6,0.7593,0.8444,0.3333,0.8539,0.3333,0.8444,0.3158,0.442
2,4,38,7,5,0.7778,0.8444,0.4444,0.8636,0.4444,0.8444,0.4,0.6988
3,0,45,6,3,0.8333,0.8824,0.0,0.9091,0.0,0.8824,0.0,0.4314
4,2,40,7,5,0.7778,0.8511,0.2857,0.8696,0.2857,0.8511,0.25,0.3526
5,8,37,5,4,0.8333,0.881,0.6667,0.8916,0.6667,0.881,0.64,0.7321
6,2,43,2,7,0.8333,0.9556,0.2222,0.9053,0.2222,0.9556,0.3077,0.5037
7,3,39,7,5,0.7778,0.8478,0.375,0.8667,0.375,0.8478,0.3333,0.6332
8,5,44,0,5,0.9074,1.0,0.5,0.9462,0.5,1.0,0.6667,0.7341
9,4,40,5,5,0.8148,0.8889,0.4444,0.8889,0.4444,0.8889,0.4444,0.5852
10,4,37,5,8,0.7593,0.881,0.3333,0.8506,0.3333,0.881,0.381,0.5694
11,3,43,3,5,0.8519,0.9348,0.375,0.9149,0.375,0.9348,0.4286,0.5027
12,4,41,4,5,0.8333,0.9111,0.4444,0.9011,0.4444,0.9111,0.4706,0.6123
13,5,38,6,5,0.7963,0.8636,0.5,0.8736,0.5,0.8636,0.4762,0.7273
14,1,41,8,4,0.7778,0.8367,0.2,0.8723,0.2,0.8367,0.1429,0.4041
15,8,37,7,2,0.8333,0.8409,0.8,0.8916,0.8,0.8409,0.64,0.9227
16,5,39,3,7,0.8148,0.9286,0.4167,0.8864,0.4167,0.9286,0.5,0.6667
17,6,38,6,4,0.8148,0.8636,0.6,0.8837,0.6,0.8636,0.5455,0.7386
18,2,32,12,8,0.6296,0.7273,0.2,0.7619,0.2,0.7273,0.1667,0.325
19,2,41,4,7,0.7963,0.9111,0.2222,0.8817,0.2222,0.9111,0.2667,0.5654
20,1,37,9,7,0.7037,0.8043,0.125,0.8222,0.125,0.8043,0.1111,0.4891
21,3,39,7,5,0.7778,0.8478,0.375,0.8667,0.375,0.8478,0.3333,0.5217
22,4,40,7,3,0.8148,0.8511,0.5714,0.8889,0.5714,0.8511,0.4444,0.7325
23,1,39,10,4,0.7407,0.7959,0.2,0.8478,0.2,0.7959,0.125,0.3469
24,1,39,5,9,0.7407,0.8864,0.1,0.8478,0.1,0.8864,0.125,0.3523
25,3,43,4,4,0.8519,0.9149,0.4286,0.9149,0.4286,0.9149,0.4286,0.7295
26,7,37,3,7,0.8148,0.925,0.5,0.881,0.5,0.925,0.5833,0.5946
27,6,37,5,6,0.7963,0.881,0.5,0.8706,0.5,0.881,0.5217,0.5893
28,2,41,3,8,0.7963,0.9318,0.2,0.8817,0.2,0.9318,0.2667,0.5386
29,2,40,9,3,0.7778,0.8163,0.4,0.8696,0.4,0.8163,0.25,0.5061
30,6,35,10,3,0.7593,0.7778,0.6667,0.8434,0.6667,0.7778,0.48,0.7605
31,4,40,5,5,0.8148,0.8889,0.4444,0.8889,0.4444,0.8889,0.4444,0.6272
32,2,42,5,5,0.8148,0.8936,0.2857,0.8936,0.2857,0.8936,0.2857,0.5289
33,3,42,7,2,0.8333,0.8571,0.6,0.9032,0.6,0.8571,0.4,0.6898
34,7,36,7,4,0.7963,0.8372,0.6364,0.8675,0.6364,0.8372,0.56,0.6956
35,2,39,8,5,0.7593,0.8298,0.2857,0.8571,0.2857,0.8298,0.2353,0.6322
36,2,41,7,4,0.7963,0.8542,0.3333,0.8817,0.3333,0.8542,0.2667,0.5104
37,2,43,6,3,0.8333,0.8776,0.4,0.9053,0.4,0.8776,0.3077,0.6163
38,0,39,8,7,0.7222,0.8298,0.0,0.8387,0.0,0.8298,0.0,0.3587
39,6,41,4,3,0.8704,0.9111,0.6667,0.9213,0.6667,0.9111,0.6316,0.7432
40,1,43,6,4,0.8148,0.8776,0.2,0.8958,0.2,0.8776,0.1667,0.4122
41,2,37,10,5,0.7222,0.7872,0.2857,0.8315,0.2857,0.7872,0.2105,0.5319
42,5,42,3,4,0.8704,0.9333,0.5556,0.9231,0.5556,0.9333,0.5882,0.6617
43,2,37,10,5,0.7222,0.7872,0.2857,0.8315,0.2857,0.7872,0.2105,0.5562
44,6,41,3,4,0.8704,0.9318,0.6,0.9213,0.6,0.9318,0.6316,0.7477
45,2,34,7,11,0.6667,0.8293,0.1538,0.7907,0.1538,0.8293,0.1818,0.409
46,3,40,8,3,0.7963,0.8333,0.5,0.8791,0.5,0.8333,0.3529,0.7326
47,3,43,4,4,0.8519,0.9149,0.4286,0.9149,0.4286,0.9149,0.4286,0.6717
48,4,39,6,5,0.7963,0.8667,0.4444,0.8764,0.4444,0.8667,0.4211,0.6494
49,5,42,3,4,0.8704,0.9333,0.5556,0.9231,0.5556,0.9333,0.5882,0.7185
50,2,42,9,1,0.8148,0.8235,0.6667,0.8936,0.6667,0.8235,0.2857,0.8562
51,2,44,4,4,0.8519,0.9167,0.3333,0.9167,0.3333,0.9167,0.3333,0.5486
52,2,41,6,5,0.7963,0.8723,0.2857,0.8817,0.2857,0.8723,0.2667,0.465
53,4,41,7,2,0.8333,0.8542,0.6667,0.9011,0.6667,0.8542,0.4706,0.6736
54,0,45,6,3,0.8333,0.8824,0.0,0.9091,0.0,0.8824,0.0,0.1895
55,4,35,9,6,0.7222,0.7955,0.4,0.8235,0.4,0.7955,0.3478,0.4591
56,2,42,5,5,0.8148,0.8936,0.2857,0.8936,0.2857,0.8936,0.2857,0.4954
57,2,40,4,8,0.7778,0.9091,0.2,0.8696,0.2,0.9091,0.25,0.4318
58,4,42,4,4,0.8519,0.913,0.5,0.913,0.5,0.913,0.5,0.6168
59,1,46,2,5,0.8704,0.9583,0.1667,0.9293,0.1667,0.9583,0.2222,0.4375
60,4,38,8,4,0.7778,0.8261,0.5,0.8636,0.5,0.8261,0.4,0.6576
61,5,36,9,4,0.7593,0.8,0.5556,0.8471,0.5556,0.8,0.4348,0.6864
62,4,35,7,8,0.7222,0.8333,0.3333,0.8235,0.3333,0.8333,0.3478,0.5258
63,2,47,3,2,0.9074,0.94,0.5,0.9495,0.5,0.94,0.4444,0.68
64,3,43,5,3,0.8519,0.8958,0.5,0.9149,0.5,0.8958,0.4286,0.6389
65,2,38,5,9,0.7407,0.8837,0.1818,0.8444,0.1818,0.8837,0.2222,0.3742
66,1,45,3,5,0.8519,0.9375,0.1667,0.9184,0.1667,0.9375,0.2,0.5451
67,1,41,8,4,0.7778,0.8367,0.2,0.8723,0.2,0.8367,0.1429,0.4612
68,2,37,8,7,0.7222,0.8222,0.2222,0.8315,0.2222,0.8222,0.2105,0.521
69,3,36,10,5,0.7222,0.7826,0.375,0.8276,0.375,0.7826,0.2857,0.5897
70,3,41,6,4,0.8148,0.8723,0.4286,0.8913,0.4286,0.8723,0.375,0.6383
71,1,44,4,5,0.8333,0.9167,0.1667,0.9072,0.1667,0.9167,0.1818,0.4792
72,8,34,10,2,0.7778,0.7727,0.8,0.85,0.8,0.7727,0.5714,0.8614
73,3,39,6,6,0.7778,0.8667,0.3333,0.8667,0.3333,0.8667,0.3333,0.6444
74,5,40,8,1,0.8333,0.8333,0.8333,0.8989,0.8333,0.8333,0.5263,0.8576
75,4,36,8,6,0.7407,0.8182,0.4,0.8372,0.4,0.8182,0.3636,0.6455
76,5,37,6,6,0.7778,0.8605,0.4545,0.8605,0.4545,0.8605,0.4545,0.6047
77,6,32,11,5,0.7037,0.7442,0.5455,0.8,0.5455,0.7442,0.4286,0.6448
78,2,35,6,11,0.6852,0.8537,0.1538,0.8046,0.1538,0.8537,0.1905,0.4259
79,2,47,1,4,0.9074,0.9792,0.3333,0.9495,0.3333,0.9792,0.4444,0.6389
