round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
1,16,0,41,0,0.2807,1.0,0.0,0.4384,0.6768
2,17,0,40,0,0.2982,1.0,0.0,0.4595,0.7912
3,12,0,45,0,0.2105,1.0,0.0,0.3478,0.7778
4,19,0,38,0,0.3333,1.0,0.0,0.5,0.6801
5,17,0,40,0,0.2982,1.0,0.0,0.4595,0.7735
6,16,0,41,0,0.2807,1.0,0.0,0.4384,0.6707
7,15,0,42,0,0.2632,1.0,0.0,0.4167,0.5984
8,19,0,38,0,0.3333,1.0,0.0,0.5,0.7341
9,19,0,38,0,0.3333,1.0,0.0,0.5,0.6634
10,20,0,37,0,0.3509,1.0,0.0,0.5195,0.6838
11,12,0,45,0,0.2105,1.0,0.0,0.3478,0.7204
12,16,0,41,0,0.2807,1.0,0.0,0.4384,0.7332
13,16,0,41,0,0.2807,1.0,0.0,0.4384,0.7927
14,16,0,41,0,0.2807,1.0,0.0,0.4384,0.6966
15,17,0,40,0,0.2982,1.0,0.0,0.4595,0.7485
16,17,0,40,0,0.2982,1.0,0.0,0.4595,0.6985
17,16,0,41,0,0.2807,1.0,0.0,0.4384,0.7165
18,17,0,40,0,0.2982,1.0,0.0,0.4595,0.6235
19,19,0,38,0,0.3333,1.0,0.0,0.5,0.6981
20,21,0,36,0,0.3684,1.0,0.0,0.5385,0.6653
21,17,0,40,0,0.2982,1.0,0.0,0.4595,0.7309
22,13,0,44,0,0.2281,1.0,0.0,0.3714,0.7955
23,11,0,46,0,0.193,1.0,0.0,0.3235,0.6719
24,15,0,42,0,0.2632,1.0,0.0,0.4167,0.654
25,20,0,37,0,0.3509,1.0,0.0,0.5195,0.8351
26,20,0,37,0,0.3509,1.0,0.0,0.5195,0.6824
27,16,0,41,0,0.2807,1.0,0.0,0.4384,0.6006
28,17,0,40,0,0.2982,1.0,0.0,0.4595,0.6338
29,16,0,41,0,0.2807,1.0,0.0,0.4384,0.689
30,19,0,38,0,0.3333,1.0,0.0,0.5,0.6745
31,18,0,39,0,0.3158,1.0,0.0,0.48,0.7151
32,13,0,44,0,0.2281,1.0,0.0,0.3714,0.7238
33,22,0,35,0,0.386,1.0,0.0,0.557,0.713
34,23,0,34,0,0.4035,1.0,0.0,0.575,0.7724
35,11,0,46,0,0.193,1.0,0.0,0.3235,0.7431
36,18,0,39,0,0.3158,1.0,0.0,0.48,0.7308
37,12,0,45,0,0.2105,1.0,0.0,0.3478,0.6389
38,11,0,46,0,0.193,1.0,0.0,0.3235,0.7312
39,16,0,41,0,0.2807,1.0,0.0,0.4384,0.747
40,15,0,42,0,0.2632,1.0,0.0,0.4167,0.6778
41,20,0,37,0,0.3509,1.0,0.0,0.5195,0.7432
42,16,0,41,0,0.2807,1.0,0.0,0.4384,0.6006
43,14,0,43,0,0.2456,1.0,0.0,0.3944,0.7392
44,23,0,34,0,0.4035,1.0,0.0,0.575,0.812
45,23,0,34,0,0.4035,1.0,0.0,0.575,0.6829
46,12,0,45,0,0.2105,1.0,0.0,0.3478,0.8519
47,20,0,37,0,0.3509,1.0,0.0,0.5195,0.8149
48,18,0,39,0,0.3158,1.0,0.0,0.48,0.7265
49,16,0,41,0,0.2807,1.0,0.0,0.4384,0.657
50,13,0,44,0,0.2281,1.0,0.0,0.3714,0.8269
51,17,0,40,0,0.2982,1.0,0.0,0.4595,0.6515
52,16,0,41,0,0.2807,1.0,0.0,0.4384,0.6448
53,9,0,48,0,0.1579,1.0,0.0,0.2727,0.6111
54,10,0,47,0,0.1754,1.0,0.0,0.2985,0.5638
55,17,0,40,0,0.2982,1.0,0.0,0.4595,0.7206
56,15,0,42,0,0.2632,1.0,0.0,0.4167,0.854
57,15,0,42,0,0.2632,1.0,0.0,0.4167,0.6175
58,16,0,41,0,0.2807,1.0,0.0,0.4384,0.6829
59,18,0,39,0,0.3158,1.0,0.0,0.48,0.7208
60,16,0,41,0,0.2807,1.0,0.0,0.4384,0.7043
61,20,0,37,0,0.3509,1.0,0.0,0.5195,0.6581
62,21,0,36,0,0.3684,1.0,0.0,0.5385,0.709
63,19,0,38,0,0.3333,1.0,0.0,0.5,0.7216
64,17,0,40,0,0.2982,1.0,0.0,0.4595,0.6824
65,18,0,39,0,0.3158,1.0,0.0,0.48,0.6496
66,19,0,38,0,0.3333,1.0,0.0,0.5,0.7368
67,13,0,44,0,0.2281,1.0,0.0,0.3714,0.6434
68,14,0,43,0,0.2456,1.0,0.0,0.3944,0.6645
69,16,0,41,0,0.2807,1.0,0.0,0.4384,0.6341
70,19,0,38,0,0.3333,1.0,0.0,0.5,0.8047
71,16,0,41,0,0.2807,1.0,0.0,0.4384,0.622
72,25,0,32,0,0.4386,1.0,0.0,0.6098,0.8987
73,17,0,40,0,0.2982,1.0,0.0,0.4595,0.6779
74,15,0,42,0,0.2632,1.0,0.0,0.4167,0.7206
75,18,0,39,0,0.3158,1.0,0.0,0.48,0.7265
76,25,0,32,0,0.4386,1.0,0.0,0.6098,0.7612
77,15,0,42,0,0.2632,1.0,0.0,0.4167,0.6444
78,22,0,35,0,0.386,1.0,0.0,0.557,0.7065
79,11,0,46,0,0.193,1.0,0.0,0.3235,0.6739
80,14,0,43,0,0.2456,1.0,0.0,0.3944,0.6661
81,15,0,42,0,0.2632,1.0,0.0,0.4167,0.6317
82,17,0,40,0,0.2982,1.0,0.0,0.4595,0.7941
83,16,0,41,0,0.2807,1.0,0.0,0.4384,0.7866
84,18,0,39,0,0.3158,1.0,0.0,0.48,0.6311
85,17,0,40,0,0.2982,1.0,0.0,0.4595,0.7368
86,23,0,34,0,0.4035,1.0,0.0,0.575,0.7967
87,17,0,40,0,0.2982,1.0,0.0,0.4595,0.7838
88,17,0,40,0,0.2982,1.0,0.0,0.4595,0.6412
89,17,0,40,0,0.2982,1.0,0.0,0.4595,0.6529
90,21,0,36,0,0.3684,1.0,0.0,0.5385,0.7884
91,20,0,37,0,0.3509,1.0,0.0,0.5195,0.6905
92,18,0,39,0,0.3158,1.0,0.0,0.48,0.7137
93,17,0,40,0,0.2982,1.0,0.0,0.4595,0.8
94,16,0,41,0,0.2807,1.0,0.0,0.4384,0.7073
95,14,0,43,0,0.2456,1.0,0.0,0.3944,0.7658
96,14,0,43,0,0.2456,1.0,0.0,0.3944,0.6877
97,20,0,37,0,0.3509,1.0,0.0,0.5195,0.6284
98,23,0,34,0,0.4035,1.0,0.0,0.575,0.6662
99,15,0,42,0,0.2632,1.0,0.0,0.4167,0.6095
100,19,0,38,0,0.3333,1.0,0.0,0.5,0.7659
101,22,0,35,0,0.386,1.0,0.0,0.557,0.626
102,21,0,36,0,0.3684,1.0,0.0,0.5385,0.7937
103,22,0,35,0,0.386,1.0,0.0,0.557,0.639
104,15,0,42,0,0.2632,1.0,0.0,0.4167,0.7349
105,12,0,45,0,0.2105,1.0,0.0,0.3478,0.6926
