Component,Variance_Explained_Pct,Class_Loading_Q,Importance_Score,Is_Top3,Top3_Rank
PLS1,21.75131343355782,0.026458977246855527,0.1234001808301167,True,1
PLS2,10.32754822560762,0.02460696379889985,0.07907817649839524,True,2
PLS3,7.115557518701629,0.021666375738908946,0.05779506243596041,True,3
PLS4,9.53039203729646,0.013058684642437573,0.040313900267435886,False,-1
PLS5,3.4996115429408343,0.025854093236766438,0.048365895234915274,False,-1
PLS6,2.5652291429717433,0.029524433726981724,0.0472873154401254,False,-1
PLS7,4.829408015749566,0.016092487287484535,0.035364711866748985,False,-1
PLS8,3.1216751204466173,0.02011175290857212,0.03553397367105264,False,-1
