round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
883,28,28,13,5,0.7568,0.8485,0.6829,0.7568,0.8433
884,21,37,11,5,0.7838,0.8077,0.7708,0.7241,0.8269
885,26,31,14,3,0.7703,0.8966,0.6889,0.7536,0.8506
886,18,38,13,5,0.7568,0.7826,0.7451,0.6667,0.8585
887,22,41,9,2,0.8514,0.9167,0.82,0.8,0.93
888,24,31,14,5,0.7432,0.8276,0.6889,0.7164,0.8513
889,25,37,8,4,0.8378,0.8621,0.8222,0.8065,0.859
890,16,42,14,2,0.7838,0.8889,0.75,0.6667,0.8542
891,21,36,15,2,0.7703,0.913,0.7059,0.7119,0.902
892,24,32,15,3,0.7568,0.8889,0.6809,0.7273,0.8345
893,20,34,15,5,0.7297,0.8,0.6939,0.6667,0.8188
894,23,32,15,4,0.7432,0.8519,0.6809,0.7077,0.8235
895,25,32,15,2,0.7703,0.9259,0.6809,0.7463,0.8455
896,25,29,19,1,0.7297,0.9615,0.6042,0.7143,0.8686
897,17,43,12,2,0.8108,0.8947,0.7818,0.7083,0.8775
898,23,34,17,0,0.7703,1.0,0.6667,0.7302,0.8713
899,23,30,17,4,0.7162,0.8519,0.6383,0.6866,0.8542
900,25,38,8,3,0.8514,0.8929,0.8261,0.8197,0.9099
901,25,35,9,5,0.8108,0.8333,0.7955,0.7812,0.8621
902,24,30,19,1,0.7297,0.96,0.6122,0.7059,0.8776
903,13,40,19,2,0.7162,0.8667,0.678,0.5532,0.8339
904,21,34,18,1,0.7432,0.9545,0.6538,0.6885,0.9091
905,26,28,19,1,0.7297,0.963,0.5957,0.7222,0.8763
906,18,37,17,2,0.7432,0.9,0.6852,0.6545,0.8769
907,23,32,18,1,0.7432,0.9583,0.64,0.7077,0.8583
908,20,35,14,5,0.7432,0.8,0.7143,0.678,0.8049
909,22,42,9,1,0.8649,0.9565,0.8235,0.8148,0.9378
910,21,38,12,3,0.7973,0.875,0.76,0.7368,0.9092
911,22,41,11,0,0.8514,1.0,0.7885,0.8,0.9642
912,16,40,15,3,0.7568,0.8421,0.7273,0.64,0.8526
913,25,35,12,2,0.8108,0.9259,0.7447,0.7813,0.892
914,24,33,12,5,0.7703,0.8276,0.7333,0.7385,0.8245
915,19,28,17,10,0.6351,0.6552,0.6222,0.5846,0.7188
916,27,28,15,4,0.7432,0.871,0.6512,0.7397,0.8455
917,20,35,17,2,0.7432,0.9091,0.6731,0.678,0.8575
918,28,28,17,1,0.7568,0.9655,0.6222,0.7568,0.8843
