round,TP,TN,FP,FN,Accuracy,Sensitivity_Class0,Specificity_Class0,F1_Class0,Sensitivity_Class1,Specificity_Class1,F1_Class1,AUC
1,2,33,2,15,0.6731,0.9429,0.1176,0.7952,0.1176,0.9429,0.1905,0.6034
2,3,36,2,11,0.75,0.9474,0.2143,0.8471,0.2143,0.9474,0.3158,0.6316
3,1,38,3,10,0.75,0.9268,0.0909,0.8539,0.0909,0.9268,0.1333,0.4545
4,1,31,3,17,0.6154,0.9118,0.0556,0.7561,0.0556,0.9118,0.0909,0.3513
5,0,36,2,14,0.6923,0.9474,0.0,0.8182,0.0,0.9474,0.0,0.5583
6,0,35,4,13,0.6731,0.8974,0.0,0.8046,0.0,0.8974,0.0,0.5089
7,2,32,5,13,0.6538,0.8649,0.1333,0.7805,0.1333,0.8649,0.1818,0.5423
8,5,33,3,11,0.7308,0.9167,0.3125,0.825,0.3125,0.9167,0.4167,0.7083
9,3,32,3,14,0.6731,0.9143,0.1765,0.7901,0.1765,0.9143,0.2609,0.5513
10,4,37,0,11,0.7885,1.0,0.2667,0.8706,0.2667,1.0,0.4211,0.5658
11,2,37,4,9,0.75,0.9024,0.1818,0.8506,0.1818,0.9024,0.2353,0.4856
12,1,38,1,12,0.75,0.9744,0.0769,0.8539,0.0769,0.9744,0.1333,0.6075
13,3,37,1,11,0.7692,0.9737,0.2143,0.8605,0.2143,0.9737,0.3333,0.6053
14,1,32,2,17,0.6346,0.9412,0.0556,0.7711,0.0556,0.9412,0.0952,0.5343
15,2,39,1,10,0.7885,0.975,0.1667,0.8764,0.1667,0.975,0.2667,0.6979
16,3,38,3,8,0.7885,0.9268,0.2727,0.8736,0.2727,0.9268,0.3529,0.6164
17,2,37,0,13,0.75,1.0,0.1333,0.8506,0.1333,1.0,0.2353,0.6054
18,3,39,1,9,0.8077,0.975,0.25,0.8864,0.25,0.975,0.375,0.6458
19,5,37,0,10,0.8077,1.0,0.3333,0.881,0.3333,1.0,0.5,0.6234
20,7,29,1,15,0.6923,0.9667,0.3182,0.7838,0.3182,0.9667,0.4667,0.6379
21,0,41,1,10,0.7885,0.9762,0.0,0.8817,0.0,0.9762,0.0,0.3762
22,2,39,2,9,0.7885,0.9512,0.1818,0.8764,0.1818,0.9512,0.2667,0.6563
23,1,31,4,16,0.6154,0.8857,0.0588,0.7561,0.0588,0.8857,0.0909,0.3899
24,4,34,4,10,0.7308,0.8947,0.2857,0.8293,0.2857,0.8947,0.3636,0.5132
25,7,32,1,12,0.75,0.9697,0.3684,0.8312,0.3684,0.9697,0.5185,0.673
26,3,30,4,15,0.6346,0.8824,0.1667,0.7595,0.1667,0.8824,0.24,0.5458
27,2,35,3,12,0.7115,0.9211,0.1429,0.8235,0.1429,0.9211,0.2105,0.6184
28,5,38,4,5,0.8269,0.9048,0.5,0.8941,0.5,0.9048,0.5263,0.781
29,3,36,0,13,0.75,1.0,0.1875,0.8471,0.1875,1.0,0.3158,0.5573
30,4,34,2,12,0.7308,0.9444,0.25,0.8293,0.25,0.9444,0.3636,0.5469
31,4,35,0,13,0.75,1.0,0.2353,0.8434,0.2353,1.0,0.381,0.716
32,2,35,3,12,0.7115,0.9211,0.1429,0.8235,0.1429,0.9211,0.2105,0.4756
33,2,33,1,16,0.6731,0.9706,0.1111,0.7952,0.1111,0.9706,0.1905,0.585
34,6,33,1,12,0.75,0.9706,0.3333,0.8354,0.3333,0.9706,0.48,0.6748
35,1,41,0,10,0.8077,1.0,0.0909,0.8913,0.0909,1.0,0.1667,0.5565
36,3,31,3,15,0.6538,0.9118,0.1667,0.775,0.1667,0.9118,0.25,0.451
37,2,40,1,9,0.8077,0.9756,0.1818,0.8889,0.1818,0.9756,0.2857,0.6297
38,4,40,2,6,0.8462,0.9524,0.4,0.9091,0.4,0.9524,0.5,0.6929
39,3,39,2,8,0.8077,0.9512,0.2727,0.8864,0.2727,0.9512,0.375,0.8226
40,4,28,6,14,0.6154,0.8235,0.2222,0.7368,0.2222,0.8235,0.2857,0.5163
41,2,36,1,13,0.7308,0.973,0.1333,0.8372,0.1333,0.973,0.2222,0.5676
42,0,35,2,15,0.6731,0.9459,0.0,0.8046,0.0,0.9459,0.0,0.5135
43,2,38,1,11,0.7692,0.9744,0.1538,0.8636,0.1538,0.9744,0.25,0.5207
44,5,36,1,10,0.7885,0.973,0.3333,0.8675,0.3333,0.973,0.4762,0.7748
45,7,30,1,14,0.7115,0.9677,0.3333,0.8,0.3333,0.9677,0.4828,0.7788
46,1,38,3,10,0.75,0.9268,0.0909,0.8539,0.0909,0.9268,0.1333,0.6608
47,7,33,1,11,0.7692,0.9706,0.3889,0.8462,0.3889,0.9706,0.5385,0.7549
48,2,37,3,10,0.75,0.925,0.1667,0.8506,0.1667,0.925,0.2353,0.6229
49,2,37,2,11,0.75,0.9487,0.1538,0.8506,0.1538,0.9487,0.2353,0.6627
50,2,32,4,14,0.6538,0.8889,0.125,0.7805,0.125,0.8889,0.1818,0.4878
51,1,38,0,13,0.75,1.0,0.0714,0.8539,0.0714,1.0,0.1333,0.641
52,2,35,2,13,0.7115,0.9459,0.1333,0.8235,0.1333,0.9459,0.2105,0.5045
53,2,43,2,5,0.8654,0.9556,0.2857,0.9247,0.2857,0.9556,0.3636,0.5524
54,2,40,2,8,0.8077,0.9524,0.2,0.8889,0.2,0.9524,0.2857,0.4643
55,0,36,2,14,0.6923,0.9474,0.0,0.8182,0.0,0.9474,0.0,0.3947
56,1,34,1,16,0.6731,0.9714,0.0588,0.8,0.0588,0.9714,0.1053,0.684
57,3,36,1,12,0.75,0.973,0.2,0.8471,0.2,0.973,0.3158,0.6306
58,4,34,1,13,0.7308,0.9714,0.2353,0.8293,0.2353,0.9714,0.3636,0.6319
59,4,38,1,9,0.8077,0.9744,0.3077,0.8837,0.3077,0.9744,0.4444,0.7298
60,4,36,0,12,0.7692,1.0,0.25,0.8571,0.25,1.0,0.4,0.6337
61,3,35,3,11,0.7308,0.9211,0.2143,0.8333,0.2143,0.9211,0.3,0.6692
62,4,33,0,15,0.7115,1.0,0.2105,0.8148,0.2105,1.0,0.3478,0.4912
63,2,38,4,8,0.7692,0.9048,0.2,0.8636,0.2,0.9048,0.25,0.6524
64,2,36,3,11,0.7308,0.9231,0.1538,0.8372,0.1538,0.9231,0.2222,0.6272
65,3,29,2,18,0.6154,0.9355,0.1429,0.7436,0.1429,0.9355,0.2308,0.5453
66,5,35,2,10,0.7692,0.9459,0.3333,0.8537,0.3333,0.9459,0.4545,0.6595
67,2,40,1,9,0.8077,0.9756,0.1818,0.8889,0.1818,0.9756,0.2857,0.6297
68,4,37,2,9,0.7885,0.9487,0.3077,0.8706,0.3077,0.9487,0.4211,0.5858
