Component,Is_Top3,Top3_Rank,Class0_Mean,Class0_Std,Class0_Median,Class1_Mean,Class1_Std,Class1_Median,T_Statistic,P_Value,MannWhitney_PVal,Cohens_d,Significance
PLS1,True,1,-10.264977480752833,14.283052179500014,-11.947395264239997,25.19585386391872,18.35274475013811,24.536270644363963,-13.963758870580984,4.544045489887487e-25,2.169133111952528e-25,2.2673685035079045,***
PLS2,True,3,-3.040632695511931,16.825345540864326,-3.8102044980248824,7.463371159918011,18.319148959585327,11.086701240841574,-3.992654225352645,0.00011735294739396778,0.00011555127764237803,0.6055120845646961,***
PLS3,True,2,1.7891574617029264,9.064927394283279,1.0210402060991122,-4.39156828416705,8.76369102833443,-3.8992242522366016,4.7516438106729595,5.487031205284099e-06,1.8285473727256287e-05,0.6853455183827735,***
PLS4,False,-1,1.0413466341981819,8.772538870503626,1.1652532829627655,-2.5560326277559993,9.540120420062236,-3.8685891399569825,2.6249081749084806,0.009880729646359906,0.005050263566333148,0.3978869678770452,**
PLS5,False,-1,1.260175355021321,12.55663691538249,1.1813209605024917,-3.093157702889012,13.575427790398582,-1.0551704543026532,2.228941779674111,0.027809333557385373,0.04025629157702787,0.3370332009291881,*
PLS6,False,-1,-0.9239712060163994,8.313434274099441,-0.6286062002894236,2.2679293363499102,9.708205645581067,0.8225147526496457,-2.328389139139934,0.021799284131863394,0.04842433861138334,0.3635963721555542,*
PLS7,False,-1,0.7113953778182888,7.905949986289759,1.232064074685848,-1.7461523364969607,8.058254876824002,-0.5175869352885586,2.086543984615481,0.03908069246625333,0.053687548314149944,0.30775360211534986,*
PLS8,False,-1,-0.7386039776063099,8.123363366504602,-0.5253378555299478,1.8129371222580317,7.458649364246833,1.4122709507106574,-2.2679350815172503,0.02498126777010443,0.020881122806192757,0.3200743363365824,*
