round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
848,14,45,8,8,0.7867,0.6364,0.8491,0.6364,0.8705
849,18,45,6,6,0.84,0.75,0.8824,0.75,0.9297
850,12,51,5,7,0.84,0.6316,0.9107,0.6667,0.9173
851,21,45,3,6,0.88,0.7778,0.9375,0.8235,0.9344
852,16,52,2,5,0.9067,0.7619,0.963,0.8205,0.978
853,14,42,10,9,0.7467,0.6087,0.8077,0.5957,0.8771
854,12,49,8,6,0.8133,0.6667,0.8596,0.6316,0.8236
855,13,49,5,8,0.8267,0.619,0.9074,0.6667,0.9101
856,12,49,6,8,0.8133,0.6,0.8909,0.6316,0.9427
857,13,44,6,12,0.76,0.52,0.88,0.5909,0.8728
858,12,46,9,8,0.7733,0.6,0.8364,0.5854,0.8836
859,9,52,4,10,0.8133,0.4737,0.9286,0.5625,0.8741
860,14,46,10,5,0.8,0.7368,0.8214,0.6512,0.8947
861,16,50,3,6,0.88,0.7273,0.9434,0.7805,0.9545
862,13,47,6,9,0.8,0.5909,0.8868,0.6341,0.8551
863,11,53,5,6,0.8533,0.6471,0.9138,0.6667,0.8469
864,16,48,6,5,0.8533,0.7619,0.8889,0.7442,0.9427
865,15,49,7,4,0.8533,0.7895,0.875,0.7317,0.9164
866,16,49,5,5,0.8667,0.7619,0.9074,0.7619,0.9153
867,12,48,8,7,0.8,0.6316,0.8571,0.6154,0.8581
868,8,58,6,3,0.88,0.7273,0.9062,0.64,0.8807
869,10,54,7,4,0.8533,0.7143,0.8852,0.6452,0.9157
870,10,50,8,7,0.8,0.5882,0.8621,0.5714,0.8661
871,12,46,11,6,0.7733,0.6667,0.807,0.5854,0.8558
872,14,44,9,8,0.7733,0.6364,0.8302,0.6222,0.9228
873,10,54,3,8,0.8533,0.5556,0.9474,0.6452,0.922
874,16,42,12,5,0.7733,0.7619,0.7778,0.6531,0.806
875,18,49,5,3,0.8933,0.8571,0.9074,0.8182,0.9647
876,18,48,6,3,0.88,0.8571,0.8889,0.8,0.9436
877,25,41,4,5,0.88,0.8333,0.9111,0.8475,0.9563
878,15,45,7,8,0.8,0.6522,0.8654,0.6667,0.8612
879,14,53,5,3,0.8933,0.8235,0.9138,0.7778,0.9564
880,12,54,3,6,0.88,0.6667,0.9474,0.7273,0.9279
881,14,53,7,1,0.8933,0.9333,0.8833,0.7778,0.9422
882,14,47,5,9,0.8133,0.6087,0.9038,0.6667,0.888
883,11,50,5,9,0.8133,0.55,0.9091,0.6111,0.9318
884,7,55,7,6,0.8267,0.5385,0.8871,0.5185,0.9256
885,15,48,4,8,0.84,0.6522,0.9231,0.7143,0.913
886,21,43,7,4,0.8533,0.84,0.86,0.7925,0.92
887,10,51,6,8,0.8133,0.5556,0.8947,0.5882,0.8606
888,17,42,6,10,0.7867,0.6296,0.875,0.68,0.8773
889,15,49,3,8,0.8533,0.6522,0.9423,0.7317,0.9206
890,14,53,4,4,0.8933,0.7778,0.9298,0.7778,0.9133
891,17,48,6,4,0.8667,0.8095,0.8889,0.7727,0.918
892,12,47,7,9,0.7867,0.5714,0.8704,0.6,0.8607
893,12,47,7,9,0.7867,0.5714,0.8704,0.6,0.8563
894,14,53,4,4,0.8933,0.7778,0.9298,0.7778,0.9649
895,14,50,6,5,0.8533,0.7368,0.8929,0.7179,0.8985
896,19,46,5,5,0.8667,0.7917,0.902,0.7917,0.9289
897,19,52,1,3,0.9467,0.8636,0.9811,0.9048,0.988
898,9,59,3,4,0.9067,0.6923,0.9516,0.72,0.9231
899,17,46,6,6,0.84,0.7391,0.8846,0.7391,0.9055
900,19,44,4,8,0.84,0.7037,0.9167,0.76,0.9599
901,9,55,5,6,0.8533,0.6,0.9167,0.6207,0.8611
902,16,51,6,2,0.8933,0.8889,0.8947,0.8,0.9435
903,9,58,4,4,0.8933,0.6923,0.9355,0.6923,0.8983
904,17,52,3,3,0.92,0.85,0.9455,0.85,0.98
905,17,49,1,8,0.88,0.68,0.98,0.7907,0.9528
906,18,45,6,6,0.84,0.75,0.8824,0.75,0.9322
907,18,46,1,10,0.8533,0.6429,0.9787,0.766,0.9567
908,14,47,4,10,0.8133,0.5833,0.9216,0.6667,0.884
909,14,49,8,4,0.84,0.7778,0.8596,0.7,0.9474
910,13,58,2,2,0.9467,0.8667,0.9667,0.8667,0.9378
911,10,49,11,5,0.7867,0.6667,0.8167,0.5556,0.8667
912,15,44,9,7,0.7867,0.6818,0.8302,0.6522,0.8611
913,17,49,5,4,0.88,0.8095,0.9074,0.7907,0.9524
914,11,51,3,10,0.8267,0.5238,0.9444,0.6286,0.9594
915,13,48,5,9,0.8133,0.5909,0.9057,0.65,0.8748
916,14,53,5,3,0.8933,0.8235,0.9138,0.7778,0.9604
917,13,43,13,6,0.7467,0.6842,0.7679,0.5778,0.7791
918,19,47,5,4,0.88,0.8261,0.9038,0.8085,0.9365
