round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
597,18,37,10,9,0.7432,0.6667,0.7872,0.6545,0.8716
598,22,34,14,4,0.7568,0.8462,0.7083,0.7097,0.8446
599,12,44,7,11,0.7568,0.5217,0.8627,0.5714,0.763
600,13,40,14,7,0.7162,0.65,0.7407,0.5532,0.8204
601,18,37,16,3,0.7432,0.8571,0.6981,0.6545,0.832
602,24,38,7,5,0.8378,0.8276,0.8444,0.8,0.8728
603,13,41,8,12,0.7297,0.52,0.8367,0.5652,0.7804
604,17,36,11,10,0.7162,0.6296,0.766,0.6182,0.8069
605,23,39,9,3,0.8378,0.8846,0.8125,0.7931,0.895
606,18,38,9,9,0.7568,0.6667,0.8085,0.6667,0.8542
607,16,42,10,6,0.7838,0.7273,0.8077,0.6667,0.8339
608,16,42,9,7,0.7838,0.6957,0.8235,0.6667,0.8142
609,20,30,17,7,0.6757,0.7407,0.6383,0.625,0.7943
610,18,40,12,4,0.7838,0.8182,0.7692,0.6923,0.8969
611,15,40,3,16,0.7432,0.4839,0.9302,0.6122,0.7584
612,14,42,11,7,0.7568,0.6667,0.7925,0.6087,0.7071
613,13,43,11,7,0.7568,0.65,0.7963,0.5909,0.8565
614,27,32,10,5,0.7973,0.8438,0.7619,0.7826,0.8787
615,22,39,10,3,0.8243,0.88,0.7959,0.7719,0.8996
616,13,48,9,4,0.8243,0.7647,0.8421,0.6667,0.8369
617,18,43,5,8,0.8243,0.6923,0.8958,0.7347,0.8149
618,18,43,9,4,0.8243,0.8182,0.8269,0.7347,0.8636
619,13,47,6,8,0.8108,0.619,0.8868,0.65,0.8814
620,23,38,7,6,0.8243,0.7931,0.8444,0.7797,0.8866
621,23,33,13,5,0.7568,0.8214,0.7174,0.7187,0.8175
622,22,42,5,5,0.8649,0.8148,0.8936,0.8148,0.8668
623,21,36,4,13,0.7703,0.6176,0.9,0.7119,0.8537
624,22,38,7,7,0.8108,0.7586,0.8444,0.7586,0.859
625,18,41,8,7,0.7973,0.72,0.8367,0.7059,0.8327
626,11,40,13,10,0.6892,0.5238,0.7547,0.4889,0.7233
627,17,44,7,6,0.8243,0.7391,0.8627,0.7234,0.8431
628,13,42,13,6,0.7432,0.6842,0.7636,0.5778,0.7273
629,17,41,12,4,0.7838,0.8095,0.7736,0.68,0.8895
630,16,37,10,11,0.7162,0.5926,0.7872,0.6038,0.7061
631,15,34,16,9,0.6622,0.625,0.68,0.5455,0.6817
632,16,38,9,11,0.7297,0.5926,0.8085,0.6154,0.8188
633,22,37,6,9,0.7973,0.7097,0.8605,0.7458,0.844
634,14,44,8,8,0.7838,0.6364,0.8462,0.6364,0.8365
635,17,39,7,11,0.7568,0.6071,0.8478,0.6538,0.7578
636,21,40,9,4,0.8243,0.84,0.8163,0.7636,0.8882
637,21,43,6,4,0.8649,0.84,0.8776,0.8077,0.92
638,15,43,6,10,0.7838,0.6,0.8776,0.6522,0.7706
639,15,47,3,9,0.8378,0.625,0.94,0.7143,0.8458
640,9,49,10,6,0.7838,0.6,0.8305,0.5294,0.7684
641,18,44,6,6,0.8378,0.75,0.88,0.75,0.8667
642,17,37,7,13,0.7297,0.5667,0.8409,0.6296,0.8091
643,23,38,6,7,0.8243,0.7667,0.8636,0.7797,0.8591
644,15,37,14,8,0.7027,0.6522,0.7255,0.5769,0.7954
645,21,35,8,10,0.7568,0.6774,0.814,0.7,0.8005
646,18,37,8,11,0.7432,0.6207,0.8222,0.6545,0.81
647,21,43,5,5,0.8649,0.8077,0.8958,0.8077,0.8814
648,14,49,6,5,0.8514,0.7368,0.8909,0.7179,0.933
649,15,46,9,4,0.8243,0.7895,0.8364,0.6977,0.8986
650,16,35,13,10,0.6892,0.6154,0.7292,0.5818,0.7524
651,10,51,8,5,0.8243,0.6667,0.8644,0.6061,0.7853
652,22,35,10,7,0.7703,0.7586,0.7778,0.7213,0.8215
653,18,37,8,11,0.7432,0.6207,0.8222,0.6545,0.7801
654,16,39,12,7,0.7432,0.6957,0.7647,0.6275,0.8235
655,20,39,10,5,0.7973,0.8,0.7959,0.7273,0.8906
656,16,37,14,7,0.7162,0.6957,0.7255,0.6038,0.8107
657,21,40,7,6,0.8243,0.7778,0.8511,0.7636,0.8203
658,13,41,13,7,0.7297,0.65,0.7593,0.5652,0.7769
659,14,39,12,9,0.7162,0.6087,0.7647,0.5714,0.7272
660,17,42,8,7,0.7973,0.7083,0.84,0.6939,0.795
661,12,45,12,5,0.7703,0.7059,0.7895,0.5854,0.8762
662,19,42,7,6,0.8243,0.76,0.8571,0.7451,0.9118
663,24,35,7,8,0.7973,0.75,0.8333,0.7619,0.8445
664,13,38,13,10,0.6892,0.5652,0.7451,0.5306,0.7016
665,22,36,11,5,0.7838,0.8148,0.766,0.7333,0.8936
