Component,Variance_Explained_Pct,Class_Loading_Q,Importance_Score,Is_Top3,Top3_Rank
PLS1,18.1322205078256,0.03202398178161214,0.13636434349665347,True,1
PLS2,14.375172396133667,0.014808579140552438,0.05614614223407822,True,3
PLS3,3.9403693459526234,0.031612349526468464,0.06275166319868389,True,2
PLS4,6.861087945290101,0.019451921109829642,0.05095173681917995,False,-1
PLS5,8.658496136094362,0.011637841382163486,0.03424472377290065,False,-1
PLS6,4.158698021903843,0.018403620066873336,0.03753029272660964,False,-1
PLS7,4.455238463880149,0.017255144647357338,0.03642118580015123,False,-1
PLS8,3.3026786266703425,0.017948588988726304,0.03261846131553393,False,-1
