round,TP,TN,FP,FN,Accuracy,Sensitivity_Class0,Specificity_Class0,F1_Class0,Sensitivity_Class1,Specificity_Class1,F1_Class1,AUC
1,23,50,7,6,0.8488,0.8772,0.7931,0.885,0.7931,0.8772,0.7797,0.8518
2,27,49,9,1,0.8837,0.8448,0.9643,0.9074,0.9643,0.8448,0.8437,0.8935
3,16,59,4,7,0.8721,0.9365,0.6957,0.9147,0.6957,0.9365,0.7442,0.833
4,22,54,8,2,0.8837,0.871,0.9167,0.9153,0.9167,0.871,0.8148,0.9294
5,18,60,7,1,0.907,0.8955,0.9474,0.9375,0.9474,0.8955,0.8182,0.9152
6,21,53,7,5,0.8605,0.8833,0.8077,0.8983,0.8077,0.8833,0.7778,0.8942
7,17,59,5,5,0.8837,0.9219,0.7727,0.9219,0.7727,0.9219,0.7727,0.8516
8,25,54,7,0,0.9186,0.8852,1.0,0.9391,1.0,0.8852,0.8772,0.9718
9,25,51,6,4,0.8837,0.8947,0.8621,0.9107,0.8621,0.8947,0.8333,0.8972
10,16,61,5,4,0.8953,0.9242,0.8,0.9313,0.8,0.9242,0.7805,0.9114
11,20,57,6,3,0.8953,0.9048,0.8696,0.9268,0.8696,0.9048,0.8163,0.8882
12,29,49,5,3,0.907,0.9074,0.9062,0.9245,0.9062,0.9074,0.8788,0.9317
13,22,56,6,2,0.907,0.9032,0.9167,0.9333,0.9167,0.9032,0.8462,0.9449
14,26,53,3,4,0.9186,0.9464,0.8667,0.9381,0.8667,0.9464,0.8814,0.9339
15,26,50,7,3,0.8837,0.8772,0.8966,0.9091,0.8966,0.8772,0.8387,0.9087
16,22,52,8,4,0.8605,0.8667,0.8462,0.8966,0.8462,0.8667,0.7857,0.9026
17,20,54,10,2,0.8605,0.8438,0.9091,0.9,0.9091,0.8438,0.7692,0.8871
18,30,48,5,3,0.907,0.9057,0.9091,0.9231,0.9091,0.9057,0.8824,0.9205
19,28,51,4,3,0.9186,0.9273,0.9032,0.9358,0.9032,0.9273,0.8889,0.9419
20,20,58,6,2,0.907,0.9062,0.9091,0.9355,0.9091,0.9062,0.8333,0.9538
21,22,56,6,2,0.907,0.9032,0.9167,0.9333,0.9167,0.9032,0.8462,0.9362
22,20,55,7,4,0.8721,0.8871,0.8333,0.9091,0.8333,0.8871,0.7843,0.8985
23,21,58,6,1,0.9186,0.9062,0.9545,0.9431,0.9545,0.9062,0.8571,0.9538
24,20,60,3,3,0.9302,0.9524,0.8696,0.9524,0.8696,0.9524,0.8696,0.9358
25,21,55,5,5,0.8837,0.9167,0.8077,0.9167,0.8077,0.9167,0.8077,0.9346
26,20,58,5,3,0.907,0.9206,0.8696,0.9355,0.8696,0.9206,0.8333,0.8847
27,16,60,6,4,0.8837,0.9091,0.8,0.9231,0.8,0.9091,0.7619,0.8811
28,21,53,7,5,0.8605,0.8833,0.8077,0.8983,0.8077,0.8833,0.7778,0.8718
29,16,62,5,3,0.907,0.9254,0.8421,0.9394,0.8421,0.9254,0.8,0.9049
30,22,58,3,3,0.9302,0.9508,0.88,0.9508,0.88,0.9508,0.88,0.9377
31,21,59,5,1,0.9302,0.9219,0.9545,0.9516,0.9545,0.9219,0.875,0.9517
32,21,57,5,3,0.907,0.9194,0.875,0.9344,0.875,0.9194,0.84,0.9241
33,20,60,3,3,0.9302,0.9524,0.8696,0.9524,0.8696,0.9524,0.8696,0.94
34,20,55,6,5,0.8721,0.9016,0.8,0.9091,0.8,0.9016,0.7843,0.8675
35,22,58,5,1,0.9302,0.9206,0.9565,0.9508,0.9565,0.9206,0.88,0.942
36,21,54,7,4,0.8721,0.8852,0.84,0.9076,0.84,0.8852,0.7925,0.8859
37,28,47,6,5,0.8721,0.8868,0.8485,0.8952,0.8485,0.8868,0.8358,0.9108
38,31,43,8,4,0.8605,0.8431,0.8857,0.8776,0.8857,0.8431,0.8378,0.9143
39,22,58,6,0,0.9302,0.9062,1.0,0.9508,1.0,0.9062,0.88,0.9631
40,19,59,3,5,0.907,0.9516,0.7917,0.9365,0.7917,0.9516,0.8261,0.9133
41,25,52,6,3,0.8953,0.8966,0.8929,0.9204,0.8929,0.8966,0.8475,0.9249
42,17,60,6,3,0.8953,0.9091,0.85,0.9302,0.85,0.9091,0.7907,0.9265
43,38,44,3,1,0.9535,0.9362,0.9744,0.9565,0.9744,0.9362,0.95,0.9744
44,22,52,10,2,0.8605,0.8387,0.9167,0.8966,0.9167,0.8387,0.7857,0.9133
45,21,56,7,2,0.8953,0.8889,0.913,0.9256,0.913,0.8889,0.8235,0.9455
46,21,52,8,5,0.8488,0.8667,0.8077,0.8889,0.8077,0.8667,0.7636,0.8654
47,25,50,9,2,0.8721,0.8475,0.9259,0.9009,0.9259,0.8475,0.8197,0.9096
48,21,51,9,5,0.8372,0.85,0.8077,0.8793,0.8077,0.85,0.75,0.8769
49,24,52,7,3,0.8837,0.8814,0.8889,0.9123,0.8889,0.8814,0.8276,0.9146
50,23,57,3,3,0.9302,0.95,0.8846,0.95,0.8846,0.95,0.8846,0.9244
51,21,53,8,4,0.8605,0.8689,0.84,0.8983,0.84,0.8689,0.7778,0.8997
52,20,58,6,2,0.907,0.9062,0.9091,0.9355,0.9091,0.9062,0.8333,0.9027
53,20,57,6,3,0.8953,0.9048,0.8696,0.9268,0.8696,0.9048,0.8163,0.8882
54,22,57,7,0,0.9186,0.8906,1.0,0.9421,1.0,0.8906,0.8627,0.9716
55,28,54,4,0,0.9535,0.931,1.0,0.9643,1.0,0.931,0.9333,0.9754
