round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
311,18,40,9,7,0.7838,0.72,0.8163,0.6923,0.7641
312,20,40,9,5,0.8108,0.8,0.8163,0.7407,0.8555
313,28,35,5,6,0.8514,0.8235,0.875,0.8358,0.8949
314,14,44,9,7,0.7838,0.6667,0.8302,0.6364,0.8419
315,18,47,6,3,0.8784,0.8571,0.8868,0.8,0.9164
316,20,39,7,8,0.7973,0.7143,0.8478,0.7273,0.8207
317,20,40,8,6,0.8108,0.7692,0.8333,0.7407,0.8654
318,19,41,10,4,0.8108,0.8261,0.8039,0.7308,0.9028
319,18,44,8,4,0.8378,0.8182,0.8462,0.75,0.9327
320,19,43,7,5,0.8378,0.7917,0.86,0.76,0.8892
321,26,36,5,7,0.8378,0.7879,0.878,0.8125,0.9032
322,23,34,9,8,0.7703,0.7419,0.7907,0.7302,0.8027
323,15,49,6,4,0.8649,0.7895,0.8909,0.75,0.845
324,25,41,6,2,0.8919,0.9259,0.8723,0.8621,0.9283
325,15,44,8,7,0.7973,0.6818,0.8462,0.6667,0.7675
326,24,41,3,6,0.8784,0.8,0.9318,0.8421,0.9053
327,21,42,7,4,0.8514,0.84,0.8571,0.7925,0.8596
328,24,35,10,5,0.7973,0.8276,0.7778,0.7619,0.8904
329,17,44,7,6,0.8243,0.7391,0.8627,0.7234,0.8346
330,20,43,5,6,0.8514,0.7692,0.8958,0.7843,0.9054
331,19,43,8,4,0.8378,0.8261,0.8431,0.76,0.8662
332,25,37,9,3,0.8378,0.8929,0.8043,0.8065,0.8657
333,18,38,10,8,0.7568,0.6923,0.7917,0.6667,0.8117
334,20,42,6,6,0.8378,0.7692,0.875,0.7692,0.8846
335,21,32,11,10,0.7162,0.6774,0.7442,0.6667,0.8185
336,19,43,10,2,0.8378,0.9048,0.8113,0.76,0.9587
337,19,41,9,5,0.8108,0.7917,0.82,0.7308,0.8675
338,20,45,4,5,0.8784,0.8,0.9184,0.8163,0.9331
339,20,45,6,3,0.8784,0.8696,0.8824,0.8163,0.9454
340,14,46,7,7,0.8108,0.6667,0.8679,0.6667,0.814
341,23,36,9,6,0.7973,0.7931,0.8,0.7541,0.8644
342,14,44,9,7,0.7838,0.6667,0.8302,0.6364,0.7808
343,15,44,11,4,0.7973,0.7895,0.8,0.6667,0.8507
344,12,48,8,6,0.8108,0.6667,0.8571,0.6316,0.8125
345,18,44,7,5,0.8378,0.7826,0.8627,0.75,0.8645
346,24,36,10,4,0.8108,0.8571,0.7826,0.7742,0.8905
347,12,41,10,11,0.7162,0.5217,0.8039,0.5333,0.7792
348,24,37,7,6,0.8243,0.8,0.8409,0.7869,0.8674
349,19,40,7,8,0.7973,0.7037,0.8511,0.717,0.892
350,23,38,9,4,0.8243,0.8519,0.8085,0.7797,0.8731
351,18,42,11,3,0.8108,0.8571,0.7925,0.72,0.8527
352,14,52,5,3,0.8919,0.8235,0.9123,0.7778,0.9143
353,18,46,7,3,0.8649,0.8571,0.8679,0.7826,0.8194
354,20,37,12,5,0.7703,0.8,0.7551,0.7018,0.7771
355,12,47,8,7,0.7973,0.6316,0.8545,0.6154,0.7522
356,27,39,6,2,0.8919,0.931,0.8667,0.871,0.9556
357,26,31,6,11,0.7703,0.7027,0.8378,0.7536,0.7538
358,20,44,5,5,0.8649,0.8,0.898,0.8,0.9078
359,21,45,3,5,0.8919,0.8077,0.9375,0.84,0.8325
360,17,45,7,5,0.8378,0.7727,0.8654,0.7391,0.8689
361,18,37,10,9,0.7432,0.6667,0.7872,0.6545,0.6998
362,23,39,7,5,0.8378,0.8214,0.8478,0.7931,0.9425
363,18,42,9,5,0.8108,0.7826,0.8235,0.72,0.89
364,19,42,4,9,0.8243,0.6786,0.913,0.7451,0.8789
365,24,39,6,5,0.8514,0.8276,0.8667,0.8136,0.9057
366,13,48,7,6,0.8243,0.6842,0.8727,0.6667,0.801
367,24,40,8,2,0.8649,0.9231,0.8333,0.8276,0.899
368,21,42,10,1,0.8514,0.9545,0.8077,0.7925,0.9703
369,13,48,6,7,0.8243,0.65,0.8889,0.6667,0.8769
370,19,41,10,4,0.8108,0.8261,0.8039,0.7308,0.8798
371,17,39,10,8,0.7568,0.68,0.7959,0.6538,0.7453
372,17,43,10,4,0.8108,0.8095,0.8113,0.7083,0.8239
373,16,47,4,7,0.8514,0.6957,0.9216,0.7442,0.9156
374,19,39,7,9,0.7838,0.6786,0.8478,0.7037,0.83
375,21,34,11,8,0.7432,0.7241,0.7556,0.6885,0.7724
376,18,39,11,6,0.7703,0.75,0.78,0.6792,0.87
377,24,35,11,4,0.7973,0.8571,0.7609,0.7619,0.8921
378,29,33,8,4,0.8378,0.8788,0.8049,0.8286,0.8884
379,16,48,8,2,0.8649,0.8889,0.8571,0.7619,0.9048
380,25,41,3,5,0.8919,0.8333,0.9318,0.8621,0.9379
381,19,43,8,4,0.8378,0.8261,0.8431,0.76,0.8926
382,22,38,12,2,0.8108,0.9167,0.76,0.7586,0.9433
383,16,43,9,6,0.7973,0.7273,0.8269,0.6809,0.8243
384,21,38,12,3,0.7973,0.875,0.76,0.7368,0.8858
385,20,41,5,8,0.8243,0.7143,0.8913,0.7547,0.8315
386,19,41,7,7,0.8108,0.7308,0.8542,0.7308,0.8654
387,19,41,7,7,0.8108,0.7308,0.8542,0.7308,0.8542
388,23,35,10,6,0.7838,0.7931,0.7778,0.7419,0.8759
389,22,40,10,2,0.8378,0.9167,0.8,0.7857,0.8925
390,19,42,6,7,0.8243,0.7308,0.875,0.7451,0.859
391,18,35,15,6,0.7162,0.75,0.7,0.6316,0.735
392,19,42,11,2,0.8243,0.9048,0.7925,0.7451,0.9173
393,17,44,8,5,0.8243,0.7727,0.8462,0.7234,0.8488
394,18,37,13,6,0.7432,0.75,0.74,0.6545,0.7567
395,21,38,8,7,0.7973,0.75,0.8261,0.7368,0.8828
396,17,41,13,3,0.7838,0.85,0.7593,0.68,0.9204
397,18,37,11,8,0.7432,0.6923,0.7708,0.6545,0.7981
398,23,37,7,7,0.8108,0.7667,0.8409,0.7667,0.8364
399,16,47,9,2,0.8514,0.8889,0.8393,0.7442,0.9603
400,19,45,6,4,0.8649,0.8261,0.8824,0.7917,0.8764
401,18,43,8,5,0.8243,0.7826,0.8431,0.7347,0.8849
