Component,Top_Rank,Step_Index,SD_Value,Mean_Displacement_mm,Max_Displacement_mm,Mean_Inward_Atrophy_mm,Mean_Outward_Expansion_mm
PLS3,2,24,-0.6,0.005513102310163963,0.014191914596782144,0.0012652293316023234,0.001483116072555005
PLS3,2,25,-0.5,0.004594251925136635,0.011826595497318418,0.001054357776335269,0.001235930060462504
PLS3,2,26,-0.4,0.003675401540109309,0.009461276397854764,0.0008434862210682152,0.0009887440483700035
PLS3,2,27,-0.3,0.0027565511550819797,0.007095957298391037,0.0006326146658011615,0.0007415580362775024
PLS3,2,28,-0.2,0.0018377007700546538,0.004730638198927382,0.0004217431105341079,0.0004943720241850017
PLS3,2,29,-0.1,0.0009188503850273269,0.002365319099463655,0.0002108715552670536,0.0002471860120925012
PLS3,2,30,0.0,0.0,0.0,0.0,0.0
PLS3,2,31,0.1,0.0009188503850273269,0.002365319099463655,0.0002471860120925012,0.00021087155526705362
PLS3,2,32,0.2,0.0018377007700546538,0.004730638198927382,0.0004943720241850017,0.00042174311053410794
PLS3,2,33,0.3,0.0027565511550819797,0.007095957298391037,0.0007415580362775024,0.0006326146658011616
PLS3,2,34,0.4,0.003675401540109309,0.009461276397854764,0.0009887440483700035,0.0008434862210682152
PLS3,2,35,0.5,0.004594251925136635,0.011826595497318418,0.001235930060462504,0.001054357776335269
PLS3,2,36,0.6,0.005513102310163962,0.014191914596782144,0.001483116072555005,0.0012652293316023232
PLS3,2,37,0.7,0.00643195269519129,0.0165572336962458,0.001730302084647506,0.0014761008868693776
PLS3,2,38,0.8,0.007350803080218618,0.018922552795709528,0.0019774880967400065,0.0016869724421364315
PLS3,2,39,0.9,0.008269653465245943,0.021287871895173182,0.002224674108832507,0.0018978439974034853
PLS3,2,40,1.0,0.009188503850273269,0.02365319099463691,0.002471860120925008,0.0021087155526705384
PLS3,2,41,1.1,0.010107354235300601,0.026018510094100562,0.0027190461330175095,0.002319587107937594
PLS3,2,42,1.2,0.011026204620327926,0.02838382919356429,0.002966232145110009,0.002530458663204647
PLS3,2,43,1.3,0.011945055005355252,0.030749148293027946,0.003213418157202511,0.0027413302184717014
PLS3,2,44,1.4,0.01286390539038258,0.03311446739249167,0.003460604169295011,0.002952201773738755
PLS3,2,45,1.5,0.013782755775409904,0.03547978649195532,0.003707790181387512,0.0031630733290058085
PLS3,2,46,1.6,0.014701606160437234,0.037845105591419036,0.003954976193480013,0.0033739448842728626
PLS3,2,47,1.7,0.01562045654546456,0.04021042469088271,0.004202162205572514,0.003584816439539917
PLS3,2,48,1.8,0.01653930693049189,0.04257574379034641,0.004449348217665015,0.0037956879948069706
PLS3,2,49,1.9,0.017458157315519213,0.04494106288981009,0.004696534229757516,0.004006559550074024
PLS3,2,50,2.0,0.01837700770054654,0.047306381989273796,0.004943720241850016,0.004217431105341079
PLS3,2,51,2.1,0.01929585808557387,0.049671701088737474,0.0051909062539425175,0.004428302660608132
PLS3,2,52,2.2,0.0202147084706012,0.05203702018820118,0.005438092266035018,0.004639174215875186
PLS3,2,53,2.3,0.02113355885562852,0.05440233928766485,0.005685278278127519,0.00485004577114224
PLS3,2,54,2.4,0.022052409240655848,0.05676765838712856,0.005932464290220019,0.005060917326409294
PLS3,2,55,2.5,0.022971259625683176,0.059132977486592235,0.006179650302312521,0.005271788881676348
PLS3,2,56,2.6,0.0238901100107105,0.06149829658605589,0.006426836314405022,0.005482660436943402
PLS3,2,57,2.7,0.024808960395737836,0.06386361568551961,0.0066740223264975225,0.005693531992210458
PLS3,2,58,2.8,0.025727810780765158,0.06622893478498333,0.006921208338590024,0.00590440354747751
PLS3,2,59,2.9,0.026646661165792486,0.068594253884447,0.007168394350682523,0.006115275102744564
PLS3,2,60,3.0,0.02756551155081981,0.07095957298391065,0.007415580362775024,0.006326146658011616
PLS2,3,0,-3.0,0.05824038476408669,0.1089203887970425,0.010210007902564105,0.012087293744945434
PLS2,3,1,-2.9,0.0562990386052838,0.10528970917047445,0.009869674305811968,0.011684383953447253
PLS2,3,2,-2.8,0.05435769244648091,0.10165902954390632,0.00952934070905983,0.011281474161949074
PLS2,3,3,-2.7,0.05241634628767802,0.09802834991733828,0.009189007112307693,0.010878564370450894
PLS2,3,4,-2.6,0.05047500012887514,0.09439767029077024,0.00884867351555556,0.010475654578952713
PLS2,3,5,-2.5,0.04853365397007224,0.09076699066420212,0.00850833991880342,0.010072744787454528
PLS2,3,6,-2.4,0.04659230781126935,0.08713631103763408,0.008168006322051283,0.009669834995956347
PLS2,3,7,-2.3,0.04465096165246645,0.08350563141106596,0.007827672725299144,0.009266925204458166
PLS2,3,8,-2.2,0.042709615493663575,0.07987495178449788,0.007487339128547011,0.008864015412959989
PLS2,3,9,-2.1,0.04076826933486069,0.07624427215792975,0.007147005531794873,0.008461105621461806
PLS2,3,10,-2.0,0.03882692317605779,0.07261359253136172,0.006806671935042736,0.008058195829963623
PLS2,3,11,-1.9,0.036885577017254895,0.0689829129047936,0.006466338338290598,0.0076552860384654425
PLS2,3,12,-1.8,0.03494423085845202,0.06535223327822555,0.0061260047415384634,0.007252376246967262
PLS2,3,13,-1.7,0.03300288469964912,0.06172155365165742,0.005785671144786326,0.00684946645546908
PLS2,3,14,-1.6,0.031061538540846236,0.05809087402508939,0.005445337548034189,0.0064465566639709
PLS2,3,15,-1.5,0.029120192382043344,0.054460194398521254,0.005105003951282052,0.006043646872472718
PLS2,3,16,-1.4,0.027178846223240453,0.05082951477195322,0.004764670354529915,0.005640737080974537
PLS2,3,17,-1.3,0.025237500064437562,0.04719883514538506,0.004424336757777779,0.005237827289476356
PLS2,3,18,-1.2,0.02329615390563467,0.04356815551881703,0.004084003161025643,0.0048349174979781745
PLS2,3,19,-1.1,0.021354807746831787,0.03993747589224889,0.003743669564273505,0.004432007706479994
PLS2,3,20,-1.0,0.019413461588028896,0.03630679626568086,0.0034033359675213677,0.004029097914981811
PLS2,3,21,-0.9,0.017472115429226005,0.032676116639112726,0.0030630023707692317,0.003626188123483631
PLS2,3,22,-0.8,0.015530769270423118,0.029045437012544695,0.002722668774017095,0.00322327833198545
PLS2,3,23,-0.7,0.013589423111620225,0.025414757385976563,0.0023823351772649572,0.002820368540487268
PLS2,3,24,-0.6,0.011648076952817337,0.021784077759408528,0.0020420015805128204,0.0024174587489890873
PLS2,3,25,-0.5,0.009706730794014446,0.018153398132840396,0.0017016679837606836,0.0020145489574909057
PLS2,3,26,-0.4,0.007765384635211559,0.014522718506272334,0.0013613343870085472,0.0016116391659927252
PLS2,3,27,-0.3,0.00582403847640867,0.010892038879704202,0.0010210007902564106,0.001208729374494544
PLS2,3,28,-0.2,0.0038826923176057794,0.007261359253136167,0.0006806671935042733,0.0008058195829963629
PLS2,3,29,-0.1,0.0019413461588028889,0.0036306796265680344,0.00034033359675213676,0.0004029097914981809
PLS2,3,30,0.0,0.0,0.0,0.0,0.0
PLS2,3,31,0.1,0.0019413461588028889,0.0036306796265680344,0.0004029097914981809,0.0003403335967521368
PLS2,3,32,0.2,0.0038826923176057794,0.007261359253136167,0.0008058195829963629,0.0006806671935042732
PLS2,3,33,0.3,0.005824038476408669,0.010892038879704202,0.001208729374494544,0.0010210007902564106
PLS2,3,34,0.4,0.007765384635211559,0.014522718506272334,0.0016116391659927252,0.0013613343870085472
PLS2,3,35,0.5,0.009706730794014448,0.018153398132840396,0.0020145489574909057,0.001701667983760684
PLS2,3,36,0.6,0.011648076952817336,0.021784077759408528,0.0024174587489890873,0.002042001580512821
PLS2,3,37,0.7,0.013589423111620223,0.025414757385976563,0.002820368540487268,0.002382335177264957
PLS2,3,38,0.8,0.015530769270423118,0.029045437012544695,0.00322327833198545,0.0027226687740170945
PLS2,3,39,0.9,0.017472115429226005,0.032676116639112726,0.003626188123483631,0.0030630023707692317
PLS2,3,40,1.0,0.019413461588028896,0.03630679626568086,0.004029097914981811,0.0034033359675213677
PLS2,3,41,1.1,0.021354807746831787,0.03993747589224889,0.004432007706479994,0.0037436695642735053
PLS2,3,42,1.2,0.02329615390563467,0.04356815551881703,0.0048349174979781745,0.004084003161025642
PLS2,3,43,1.3,0.02523750006443757,0.04719883514538506,0.005237827289476356,0.004424336757777779
PLS2,3,44,1.4,0.027178846223240453,0.05082951477195322,0.005640737080974537,0.004764670354529915
PLS2,3,45,1.5,0.029120192382043344,0.054460194398521254,0.006043646872472718,0.005105003951282053
PLS2,3,46,1.6,0.031061538540846236,0.05809087402508939,0.0064465566639709,0.005445337548034189
PLS2,3,47,1.7,0.03300288469964912,0.06172155365165742,0.00684946645546908,0.005785671144786326
PLS2,3,48,1.8,0.03494423085845202,0.06535223327822555,0.007252376246967262,0.006126004741538462
PLS2,3,49,1.9,0.036885577017254895,0.0689829129047936,0.007655286038465441,0.006466338338290598
PLS2,3,50,2.0,0.03882692317605779,0.07261359253136172,0.008058195829963623,0.006806671935042735
PLS2,3,51,2.1,0.04076826933486069,0.07624427215792975,0.008461105621461806,0.007147005531794872
PLS2,3,52,2.2,0.042709615493663575,0.07987495178449788,0.008864015412959989,0.007487339128547011
PLS2,3,53,2.3,0.04465096165246645,0.08350563141106596,0.009266925204458166,0.007827672725299144
PLS2,3,54,2.4,0.04659230781126935,0.08713631103763408,0.009669834995956349,0.008168006322051283
PLS2,3,55,2.5,0.04853365397007224,0.09076699066420212,0.01007274478745453,0.00850833991880342
PLS2,3,56,2.6,0.05047500012887514,0.09439767029077024,0.010475654578952713,0.008848673515555558
PLS2,3,57,2.7,0.05241634628767802,0.09802834991733828,0.010878564370450894,0.009189007112307695
PLS2,3,58,2.8,0.0543576924464809,0.10165902954390632,0.011281474161949074,0.009529340709059829
PLS2,3,59,2.9,0.0562990386052838,0.10528970917047445,0.011684383953447253,0.009869674305811966
PLS2,3,60,3.0,0.05824038476408669,0.10892038879704248,0.012087293744945436,0.010210007902564105
