Component,Top_Rank,Step_Index,SD_Value,Mean_Displacement_mm,Max_Displacement_mm,Mean_Inward_Atrophy_mm,Mean_Outward_Expansion_mm
PLS2,2,0,-3.0,0.04410203638029788,0.09115790138286826,0.009993912189455976,0.009223009195838247
PLS2,2,1,-2.9,0.04263196850095463,0.08811930467010605,0.009660781783140778,0.008915575555976975
PLS2,2,2,-2.8,0.04116190062161136,0.08508070795734375,0.009327651376825577,0.0086081419161157
PLS2,2,3,-2.7,0.03969183274226811,0.08204211124458145,0.008994520970510381,0.008300708276254424
PLS2,2,4,-2.6,0.03822176486292484,0.07900351453181916,0.00866139056419518,0.00799327463639315
PLS2,2,5,-2.5,0.03675169698358158,0.07596491781905697,0.00832826015787998,0.007685840996531874
PLS2,2,6,-2.4,0.03528162910423831,0.07292632110629467,0.007995129751564781,0.0073784073566706
PLS2,2,7,-2.3,0.03381156122489505,0.06988772439353236,0.0076619993452495825,0.007070973716809323
PLS2,2,8,-2.2,0.03234149334555179,0.06684912768077007,0.007328868938934384,0.0067635400769480505
PLS2,2,9,-2.1,0.030871425466208528,0.06381053096800778,0.006995738532619183,0.0064561064370867735
PLS2,2,10,-2.0,0.029401357586865264,0.06077193425524557,0.006662608126303984,0.006148672797225499
PLS2,2,11,-1.9,0.027931289707521994,0.05773333754248327,0.006329477719988784,0.005841239157364224
PLS2,2,12,-1.8,0.026461221828178734,0.05469474082972097,0.005996347313673586,0.0055338055175029495
PLS2,2,13,-1.7,0.024991153948835467,0.05165614411695867,0.005663216907358387,0.005226371877641674
PLS2,2,14,-1.6,0.023521086069492207,0.048617547404196486,0.005330086501043187,0.0049189382377804
PLS2,2,15,-1.5,0.022051018190148944,0.04557895069143419,0.004996956094727988,0.004611504597919124
PLS2,2,16,-1.4,0.02058095031080568,0.04254035397867188,0.0046638256884127885,0.00430407095805785
PLS2,2,17,-1.3,0.01911088243146242,0.03950175726590958,0.00433069528209759,0.003996637318196574
PLS2,2,18,-1.2,0.017640814552119157,0.03646316055314727,0.0039975648757823905,0.0036892036783352997
PLS2,2,19,-1.1,0.016170746672775894,0.033424563840385085,0.0036644344694671924,0.0033817700384740253
PLS2,2,20,-1.0,0.014700678793432634,0.030385967127622784,0.0033313040631519925,0.0030743363986127504
PLS2,2,21,-0.9,0.013230610914089367,0.027347370414860486,0.0029981736568367922,0.002766902758751475
PLS2,2,22,-0.8,0.011760543034746104,0.024308773702098187,0.0026650432505215937,0.0024594691188902004
PLS2,2,23,-0.7,0.01029047515540284,0.02127017698933589,0.0023319128442063942,0.0021520354790289247
PLS2,2,24,-0.6,0.008820407276059579,0.0182315802765737,0.0019987824378911957,0.0018446018391676494
PLS2,2,25,-0.5,0.007350339396716316,0.015192983563811399,0.0016656520315759963,0.001537168199306375
PLS2,2,26,-0.4,0.005880271517373052,0.012154386851049087,0.0013325216252607968,0.0012297345594451
PLS2,2,27,-0.3,0.004410203638029788,0.009115790138286787,0.0009993912189455974,0.000922300919583825
PLS2,2,28,-0.2,0.002940135758686527,0.006077193425524596,0.000666260812630399,0.0006148672797225502
PLS2,2,29,-0.1,0.0014700678793432634,0.003038596712762298,0.00033313040631519926,0.00030743363986127526
PLS2,2,30,0.0,0.0,0.0,0.0,0.0
PLS2,2,31,0.1,0.0014700678793432634,0.003038596712762298,0.0003074336398612753,0.0003331304063151992
PLS2,2,32,0.2,0.0029401357586865276,0.006077193425524596,0.0006148672797225502,0.000666260812630399
PLS2,2,33,0.3,0.004410203638029788,0.009115790138286787,0.0009223009195838251,0.0009993912189455974
PLS2,2,34,0.4,0.005880271517373053,0.012154386851049087,0.0012297345594451,0.0013325216252607968
PLS2,2,35,0.5,0.007350339396716316,0.015192983563811399,0.001537168199306375,0.0016656520315759963
PLS2,2,36,0.6,0.008820407276059579,0.0182315802765737,0.0018446018391676498,0.0019987824378911957
PLS2,2,37,0.7,0.01029047515540284,0.02127017698933589,0.0021520354790289247,0.0023319128442063942
PLS2,2,38,0.8,0.011760543034746104,0.024308773702098187,0.0024594691188902004,0.0026650432505215937
PLS2,2,39,0.9,0.013230610914089367,0.027347370414860486,0.0027669027587514747,0.0029981736568367927
PLS2,2,40,1.0,0.014700678793432634,0.030385967127622784,0.00307433639861275,0.0033313040631519925
PLS2,2,41,1.1,0.016170746672775894,0.033424563840385085,0.0033817700384740253,0.0036644344694671924
PLS2,2,42,1.2,0.017640814552119157,0.03646316055314727,0.0036892036783352997,0.0039975648757823905
PLS2,2,43,1.3,0.01911088243146242,0.03950175726590958,0.003996637318196576,0.00433069528209759
PLS2,2,44,1.4,0.02058095031080568,0.04254035397867188,0.00430407095805785,0.0046638256884127885
PLS2,2,45,1.5,0.022051018190148944,0.04557895069143419,0.004611504597919125,0.004996956094727988
PLS2,2,46,1.6,0.023521086069492207,0.048617547404196486,0.0049189382377804,0.005330086501043187
PLS2,2,47,1.7,0.02499115394883547,0.05165614411695867,0.005226371877641675,0.005663216907358387
PLS2,2,48,1.8,0.026461221828178734,0.05469474082972097,0.0055338055175029495,0.005996347313673586
PLS2,2,49,1.9,0.027931289707521994,0.05773333754248327,0.005841239157364225,0.006329477719988784
PLS2,2,50,2.0,0.029401357586865264,0.06077193425524557,0.0061486727972255,0.006662608126303985
PLS2,2,51,2.1,0.030871425466208528,0.06381053096800776,0.006456106437086774,0.006995738532619183
PLS2,2,52,2.2,0.03234149334555179,0.06684912768077006,0.0067635400769480505,0.007328868938934384
PLS2,2,53,2.3,0.03381156122489505,0.06988772439353237,0.007070973716809325,0.0076619993452495825
PLS2,2,54,2.4,0.035281629104238314,0.07292632110629467,0.007378407356670599,0.007995129751564781
PLS2,2,55,2.5,0.03675169698358158,0.07596491781905697,0.007685840996531874,0.008328260157879982
PLS2,2,56,2.6,0.03822176486292484,0.07900351453181916,0.00799327463639315,0.00866139056419518
PLS2,2,57,2.7,0.03969183274226811,0.08204211124458145,0.008300708276254424,0.008994520970510381
PLS2,2,58,2.8,0.04116190062161136,0.08508070795734375,0.008608141916115699,0.009327651376825579
PLS2,2,59,2.9,0.04263196850095463,0.08811930467010605,0.008915575555976975,0.009660781783140778
PLS2,2,60,3.0,0.04410203638029789,0.09115790138286825,0.00922300919583825,0.009993912189455976
PLS3,3,0,-3.0,0.030461791782198232,0.0791128731567893,0.0056149323956980884,0.00885486833923534
PLS3,3,1,-2.9,0.029446398722791624,0.07647577738489636,0.005427767982508154,0.00855970606126083
PLS3,3,2,-2.8,0.02843100566338502,0.07383868161300333,0.0052406035693182175,0.008264543783286319
PLS3,3,3,-2.7,0.027415612603978415,0.07120158584111039,0.00505343915612828,0.007969381505311807
PLS3,3,4,-2.6,0.0264002195445718,0.06856449006921737,0.004866274742938345,0.007674219227337295
PLS3,3,5,-2.5,0.025384826485165192,0.06592739429732442,0.004679110329748408,0.007379056949362784
PLS3,3,6,-2.4,0.024369433425758587,0.06329029852543146,0.004491945916558471,0.007083894671388272
PLS3,3,7,-2.3,0.023354040366351976,0.06065320275353845,0.004304781503368536,0.0067887323934137595
PLS3,3,8,-2.2,0.022338647306945375,0.05801610698164549,0.0041176170901785995,0.006493570115439251
PLS3,3,9,-2.1,0.021323254247538764,0.055379011209752485,0.003930452676988663,0.006198407837464739
PLS3,3,10,-2.0,0.020307861188132156,0.05274191543785953,0.003743288263798726,0.005903245559490227
PLS3,3,11,-1.9,0.01929246812872555,0.050104819665966575,0.0035561238506087904,0.005608083281515716
PLS3,3,12,-1.8,0.018277075069318943,0.04746772389407356,0.0033689594374188537,0.005312921003541205
PLS3,3,13,-1.7,0.017261682009912332,0.04483062812218061,0.003181795024228917,0.005017758725566692
PLS3,3,14,-1.6,0.016246288950505724,0.042193532350287596,0.0029946306110389814,0.004722596447592182
PLS3,3,15,-1.5,0.015230895891099116,0.03955643657839464,0.0028074661978490442,0.00442743416961767
PLS3,3,16,-1.4,0.01421550283169251,0.03691934080650168,0.002620301784659108,0.0041322718916431585
PLS3,3,17,-1.3,0.0132001097722859,0.03428224503460867,0.0024331373714691715,0.003837109613668648
PLS3,3,18,-1.2,0.012184716712879294,0.031645149262715715,0.0022459729582792356,0.0035419473356941363
PLS3,3,19,-1.1,0.011169323653472688,0.02900805349082276,0.0020588085450892997,0.0032467850577196254
PLS3,3,20,-1.0,0.010153930594066076,0.026370957718929777,0.0018716441318993627,0.002951622779745113
PLS3,3,21,-0.9,0.00913853753465947,0.023733861947036795,0.0016844797187094268,0.0026564605017706027
PLS3,3,22,-0.8,0.008123144475252862,0.021096766175143812,0.0014973153055194907,0.002361298223796091
PLS3,3,23,-0.7,0.007107751415846255,0.018459670403250826,0.0013101508923295546,0.0020661359458215792
PLS3,3,24,-0.6,0.006092358356439646,0.01582257463135787,0.0011229864791396176,0.001770973667847068
PLS3,3,25,-0.5,0.00507696529703304,0.01318547885946489,0.0009358220659496814,0.0014758113898725568
PLS3,3,26,-0.4,0.004061572237626431,0.010548383087571906,0.0007486576527597452,0.001180649111898045
PLS3,3,27,-0.3,0.003046179178219823,0.007911287315678922,0.0005614932395698088,0.0008854868339235342
PLS3,3,28,-0.2,0.002030786118813215,0.005274191543785937,0.00037432882637987235,0.0005903245559490225
PLS3,3,29,-0.1,0.001015393059406608,0.0026370957718929843,0.00018716441318993623,0.00029516227797451094
PLS3,3,30,0.0,0.0,0.0,0.0,0.0
PLS3,3,31,0.1,0.001015393059406608,0.0026370957718929843,0.00029516227797451094,0.00018716441318993626
PLS3,3,32,0.2,0.002030786118813215,0.005274191543785937,0.0005903245559490226,0.00037432882637987235
PLS3,3,33,0.3,0.003046179178219823,0.007911287315678922,0.0008854868339235341,0.0005614932395698088
PLS3,3,34,0.4,0.004061572237626431,0.010548383087571906,0.0011806491118980453,0.0007486576527597452
PLS3,3,35,0.5,0.00507696529703304,0.01318547885946489,0.0014758113898725568,0.0009358220659496814
PLS3,3,36,0.6,0.006092358356439646,0.01582257463135787,0.001770973667847068,0.0011229864791396176
PLS3,3,37,0.7,0.007107751415846255,0.018459670403250826,0.0020661359458215792,0.0013101508923295544
PLS3,3,38,0.8,0.008123144475252862,0.021096766175143812,0.0023612982237960914,0.001497315305519491
PLS3,3,39,0.9,0.00913853753465947,0.023733861947036795,0.0026564605017706027,0.0016844797187094268
PLS3,3,40,1.0,0.010153930594066076,0.026370957718929777,0.002951622779745113,0.0018716441318993632
PLS3,3,41,1.1,0.011169323653472688,0.029008053490822732,0.003246785057719625,0.0020588085450892993
PLS3,3,42,1.2,0.012184716712879294,0.031645149262715715,0.0035419473356941363,0.0022459729582792356
PLS3,3,43,1.3,0.0132001097722859,0.0342822450346087,0.003837109613668648,0.002433137371469172
PLS3,3,44,1.4,0.01421550283169251,0.03691934080650168,0.0041322718916431585,0.002620301784659108
PLS3,3,45,1.5,0.015230895891099116,0.03955643657839464,0.00442743416961767,0.0028074661978490442
PLS3,3,46,1.6,0.016246288950505724,0.042193532350287624,0.004722596447592182,0.0029946306110389814
PLS3,3,47,1.7,0.017261682009912332,0.04483062812218061,0.005017758725566693,0.0031817950242289173
PLS3,3,48,1.8,0.01827707506931894,0.04746772389407359,0.005312921003541205,0.0033689594374188537
PLS3,3,49,1.9,0.01929246812872555,0.050104819665966575,0.005608083281515716,0.00355612385060879
PLS3,3,50,2.0,0.020307861188132152,0.05274191543785953,0.005903245559490227,0.0037432882637987255
PLS3,3,51,2.1,0.02132325424753876,0.05537901120975251,0.006198407837464739,0.003930452676988663
PLS3,3,52,2.2,0.022338647306945375,0.05801610698164549,0.006493570115439251,0.0041176170901785995
PLS3,3,53,2.3,0.023354040366351976,0.06065320275353845,0.00678873239341376,0.004304781503368536
PLS3,3,54,2.4,0.024369433425758587,0.06329029852543143,0.007083894671388272,0.004491945916558472
PLS3,3,55,2.5,0.025384826485165192,0.06592739429732442,0.007379056949362784,0.004679110329748408
PLS3,3,56,2.6,0.0264002195445718,0.06856449006921737,0.007674219227337295,0.004866274742938345
PLS3,3,57,2.7,0.027415612603978415,0.07120158584111039,0.007969381505311807,0.005053439156128279
PLS3,3,58,2.8,0.02843100566338502,0.07383868161300333,0.008264543783286319,0.005240603569318217
PLS3,3,59,2.9,0.029446398722791624,0.07647577738489633,0.00855970606126083,0.005427767982508154
PLS3,3,60,3.0,0.030461791782198232,0.0791128731567893,0.00885486833923534,0.0056149323956980884
