Component,Variance_Explained_Pct,Class_Loading_Q,Importance_Score,Is_Top3,Top3_Rank
PLS1,19.504922814688133,0.029712436746261287,0.13122312868688393,True,1
PLS2,12.662166020078333,0.018493824489461453,0.06580830932108145,True,2
PLS3,6.827458976590717,0.02288036712898018,0.0597850419544189,True,3
PLS4,10.655708008572281,0.012515106956968483,0.040853166232809206,False,-1
PLS5,5.102462123611735,0.02357317923136033,0.053248582727740745,False,-1
PLS6,4.040471725556041,0.021885204431592052,0.04399128456487939,False,-1
PLS7,3.1072980731564273,0.020511288365201122,0.03615633471649508,False,-1
PLS8,2.471914690461789,0.028641761737251022,0.045031505530888305,False,-1
