Metric,Dataset,Side,Model_A,Model_B,Mean_Value_A,Mean_Value_B,P-Value,Significant
AUC,Ds004469,right,SqueezeNet,SVM,0.5108,0.182,3.3932942000250087e-189,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,MLP,MobileNet,0.9052,0.8935,6.430400188690888e-64,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,MLP,PointNet,0.9052,0.8905,1.8766897380708233e-68,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,MLP,ResNet+AE,0.9052,0.8904,1.1219204437289477e-62,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,MLP,ResNet,0.9052,0.9054,0.6401602506135219,No
F1_Class0,All_Augment_tain,left,MLP,SqueezeNet,0.9052,0.8809,1.987451163382118e-156,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,MLP,SVM,0.9052,0.8935,6.430400188690888e-64,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,MobileNet,PointNet,0.8935,0.8905,0.0005950164302621833,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,MobileNet,ResNet+AE,0.8935,0.8904,7.623790101781797e-10,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,MobileNet,ResNet,0.8935,0.9054,4.313271400804957e-157,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,MobileNet,SqueezeNet,0.8935,0.8809,5.447917694504408e-160,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,MobileNet,SVM,0.8935,0.8935,1.0,No
F1_Class0,All_Augment_tain,left,PointNet,ResNet+AE,0.8905,0.8904,0.9381126771094525,No
F1_Class0,All_Augment_tain,left,PointNet,ResNet,0.8905,0.9054,3.767721862812634e-70,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,PointNet,SqueezeNet,0.8905,0.8809,8.264266174762765e-23,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,PointNet,SVM,0.8905,0.8935,0.0005950164302621833,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,ResNet+AE,ResNet,0.8904,0.9054,1.9907530775539e-99,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,ResNet+AE,SqueezeNet,0.8904,0.8809,7.07386898330219e-156,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,ResNet+AE,SVM,0.8904,0.8935,7.623790101781797e-10,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,ResNet,SqueezeNet,0.9054,0.8809,7.142005856825619e-246,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,ResNet,SVM,0.9054,0.8935,4.313271400804957e-157,Yes (p<0.01)
F1_Class0,All_Augment_tain,left,SqueezeNet,SVM,0.8809,0.8935,5.447917694504408e-160,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,MLP,MobileNet,0.9019,0.8825,7.663974557214672e-233,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,MLP,PointNet,0.9019,0.8994,0.004896316398483734,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,MLP,ResNet+AE,0.9019,0.899,2.436911161828911e-11,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,MLP,ResNet,0.9019,0.8998,0.00040439297445016715,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,MLP,SqueezeNet,0.9019,0.8493,0.0,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,MLP,SVM,0.9019,0.9043,1.2286895519900545e-07,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,MobileNet,PointNet,0.8825,0.8994,1.653443764340253e-63,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,MobileNet,ResNet+AE,0.8825,0.899,6.652109961938698e-248,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,MobileNet,ResNet,0.8825,0.8998,3.593946240193678e-239,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,MobileNet,SqueezeNet,0.8825,0.8493,8.399174266870581e-251,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,MobileNet,SVM,0.8825,0.9043,1.0859065905015191e-242,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,PointNet,ResNet+AE,0.8994,0.899,0.6586920606687281,No
F1_Class0,All_Augment_tain,right,PointNet,ResNet,0.8994,0.8998,0.6967005951463542,No
F1_Class0,All_Augment_tain,right,PointNet,SqueezeNet,0.8994,0.8493,3.099499002134599e-287,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,PointNet,SVM,0.8994,0.9043,8.294298998316822e-10,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,ResNet+AE,ResNet,0.899,0.8998,0.048055853088158365,Yes (p<0.05)
F1_Class0,All_Augment_tain,right,ResNet+AE,SqueezeNet,0.899,0.8493,0.0,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,ResNet+AE,SVM,0.899,0.9043,1.0042284972431122e-17,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,ResNet,SqueezeNet,0.8998,0.8493,0.0,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,ResNet,SVM,0.8998,0.9043,1.6861754106909398e-12,Yes (p<0.01)
F1_Class0,All_Augment_tain,right,SqueezeNet,SVM,0.8493,0.9043,0.0,Yes (p<0.01)
F1_Class0,Ds005602,left,MLP,MobileNet,0.9574,0.9574,1.0,No
F1_Class0,Ds005602,left,MLP,PointNet,0.9574,0.9328,2.0190888924865735e-128,Yes (p<0.01)
F1_Class0,Ds005602,left,MLP,ResNet+AE,0.9574,0.9431,1.4118707247606947e-144,Yes (p<0.01)
F1_Class0,Ds005602,left,MLP,ResNet,0.9574,0.9574,1.0,No
F1_Class0,Ds005602,left,MLP,SqueezeNet,0.9574,0.9574,1.0,No
F1_Class0,Ds005602,left,MLP,SVM,0.9574,0.9574,1.0,No
F1_Class0,Ds005602,left,MobileNet,PointNet,0.9574,0.9328,2.0190888924865735e-128,Yes (p<0.01)
F1_Class0,Ds005602,left,MobileNet,ResNet+AE,0.9574,0.9431,1.4118707247606947e-144,Yes (p<0.01)
F1_Class0,Ds005602,left,MobileNet,ResNet,0.9574,0.9574,1.0,No
F1_Class0,Ds005602,left,MobileNet,SqueezeNet,0.9574,0.9574,1.0,No
F1_Class0,Ds005602,left,MobileNet,SVM,0.9574,0.9574,1.0,No
F1_Class0,Ds005602,left,PointNet,ResNet+AE,0.9328,0.9431,1.2979798658122939e-23,Yes (p<0.01)
F1_Class0,Ds005602,left,PointNet,ResNet,0.9328,0.9574,2.0190888924865735e-128,Yes (p<0.01)
F1_Class0,Ds005602,left,PointNet,SqueezeNet,0.9328,0.9574,2.0190888924865735e-128,Yes (p<0.01)
F1_Class0,Ds005602,left,PointNet,SVM,0.9328,0.9574,2.0190888924865735e-128,Yes (p<0.01)
F1_Class0,Ds005602,left,ResNet+AE,ResNet,0.9431,0.9574,1.4118707247606947e-144,Yes (p<0.01)
F1_Class0,Ds005602,left,ResNet+AE,SqueezeNet,0.9431,0.9574,1.4118707247606947e-144,Yes (p<0.01)
F1_Class0,Ds005602,left,ResNet+AE,SVM,0.9431,0.9574,1.4118707247606947e-144,Yes (p<0.01)
F1_Class0,Ds005602,left,ResNet,SqueezeNet,0.9574,0.9574,1.0,No
F1_Class0,Ds005602,left,ResNet,SVM,0.9574,0.9574,1.0,No
F1_Class0,Ds005602,left,SqueezeNet,SVM,0.9574,0.9574,1.0,No
F1_Class0,Ds005602,right,MLP,MobileNet,0.9146,0.9129,0.0025189848375290654,Yes (p<0.01)
F1_Class0,Ds005602,right,MLP,PointNet,0.9146,0.9397,9.747914615233956e-118,Yes (p<0.01)
F1_Class0,Ds005602,right,MLP,ResNet+AE,0.9146,0.9358,2.2038238319847157e-127,Yes (p<0.01)
F1_Class0,Ds005602,right,MLP,ResNet,0.9146,0.9374,8.985645424368107e-246,Yes (p<0.01)
F1_Class0,Ds005602,right,MLP,SqueezeNet,0.9146,0.924,1.7696807173315388e-42,Yes (p<0.01)
F1_Class0,Ds005602,right,MLP,SVM,0.9146,0.9146,1.0,No
F1_Class0,Ds005602,right,MobileNet,PointNet,0.9129,0.9397,4.082878024872332e-125,Yes (p<0.01)
F1_Class0,Ds005602,right,MobileNet,ResNet+AE,0.9129,0.9358,3.6926537346979204e-231,Yes (p<0.01)
F1_Class0,Ds005602,right,MobileNet,ResNet,0.9129,0.9374,1.1740885360904403e-241,Yes (p<0.01)
F1_Class0,Ds005602,right,MobileNet,SqueezeNet,0.9129,0.924,4.834837662978064e-147,Yes (p<0.01)
F1_Class0,Ds005602,right,MobileNet,SVM,0.9129,0.9146,0.0025189848375290654,Yes (p<0.01)
F1_Class0,Ds005602,right,PointNet,ResNet+AE,0.9397,0.9358,0.0003787662778735421,Yes (p<0.01)
F1_Class0,Ds005602,right,PointNet,ResNet,0.9397,0.9374,0.013490942493505121,Yes (p<0.05)
F1_Class0,Ds005602,right,PointNet,SqueezeNet,0.9397,0.924,1.0972720031890136e-47,Yes (p<0.01)
F1_Class0,Ds005602,right,PointNet,SVM,0.9397,0.9146,9.747914615233956e-118,Yes (p<0.01)
F1_Class0,Ds005602,right,ResNet+AE,ResNet,0.9358,0.9374,0.004431591498414487,Yes (p<0.01)
F1_Class0,Ds005602,right,ResNet+AE,SqueezeNet,0.9358,0.924,6.852445987826219e-148,Yes (p<0.01)
F1_Class0,Ds005602,right,ResNet+AE,SVM,0.9358,0.9146,2.2038238319847157e-127,Yes (p<0.01)
F1_Class0,Ds005602,right,ResNet,SqueezeNet,0.9374,0.924,4.761548203450348e-156,Yes (p<0.01)
F1_Class0,Ds005602,right,ResNet,SVM,0.9374,0.9146,8.985645424368107e-246,Yes (p<0.01)
F1_Class0,Ds005602,right,SqueezeNet,SVM,0.924,0.9146,1.7696807173315388e-42,Yes (p<0.01)
F1_Class0,Ds004469,left,MLP,MobileNet,0.8368,0.692,1.883350934255441e-249,Yes (p<0.01)
F1_Class0,Ds004469,left,MLP,PointNet,0.8368,0.692,1.883350934255441e-249,Yes (p<0.01)
F1_Class0,Ds004469,left,MLP,ResNet+AE,0.8368,0.692,1.883350934255441e-249,Yes (p<0.01)
F1_Class0,Ds004469,left,MLP,ResNet,0.8368,0.692,1.883350934255441e-249,Yes (p<0.01)
F1_Class0,Ds004469,left,MLP,SqueezeNet,0.8368,0.6553,4.601691453273152e-232,Yes (p<0.01)
F1_Class0,Ds004469,left,MLP,SVM,0.8368,0.7705,1.574438977495242e-149,Yes (p<0.01)
F1_Class0,Ds004469,left,MobileNet,PointNet,0.692,0.692,1.0,No
F1_Class0,Ds004469,left,MobileNet,ResNet+AE,0.692,0.692,1.0,No
F1_Class0,Ds004469,left,MobileNet,ResNet,0.692,0.692,1.0,No
F1_Class0,Ds004469,left,MobileNet,SqueezeNet,0.692,0.6553,9.78051644697274e-33,Yes (p<0.01)
F1_Class0,Ds004469,left,MobileNet,SVM,0.692,0.7705,1.1838777261636463e-164,Yes (p<0.01)
F1_Class0,Ds004469,left,PointNet,ResNet+AE,0.692,0.692,1.0,No
F1_Class0,Ds004469,left,PointNet,ResNet,0.692,0.692,1.0,No
F1_Class0,Ds004469,left,PointNet,SqueezeNet,0.692,0.6553,9.78051644697274e-33,Yes (p<0.01)
F1_Class0,Ds004469,left,PointNet,SVM,0.692,0.7705,1.1838777261636463e-164,Yes (p<0.01)
F1_Class0,Ds004469,left,ResNet+AE,ResNet,0.692,0.692,1.0,No
F1_Class0,Ds004469,left,ResNet+AE,SqueezeNet,0.692,0.6553,9.78051644697274e-33,Yes (p<0.01)
F1_Class0,Ds004469,left,ResNet+AE,SVM,0.692,0.7705,1.1838777261636463e-164,Yes (p<0.01)
F1_Class0,Ds004469,left,ResNet,SqueezeNet,0.692,0.6553,9.78051644697274e-33,Yes (p<0.01)
F1_Class0,Ds004469,left,ResNet,SVM,0.692,0.7705,1.1838777261636463e-164,Yes (p<0.01)
F1_Class0,Ds004469,left,SqueezeNet,SVM,0.6553,0.7705,1.1299603324673595e-152,Yes (p<0.01)
F1_Class0,Ds004469,right,MLP,MobileNet,0.9519,0.8979,7.423077080153237e-142,Yes (p<0.01)
F1_Class0,Ds004469,right,MLP,PointNet,0.9519,0.9519,1.0,No
F1_Class0,Ds004469,right,MLP,ResNet+AE,0.9519,0.8979,7.423077080153237e-142,Yes (p<0.01)
F1_Class0,Ds004469,right,MLP,ResNet,0.9519,0.842,6.268071203173205e-233,Yes (p<0.01)
F1_Class0,Ds004469,right,MLP,SqueezeNet,0.9519,0.8979,7.423077080153237e-142,Yes (p<0.01)
F1_Class0,Ds004469,right,MLP,SVM,0.9519,0.8979,7.423077080153237e-142,Yes (p<0.01)
F1_Class0,Ds004469,right,MobileNet,PointNet,0.8979,0.9519,7.423077080153237e-142,Yes (p<0.01)
F1_Class0,Ds004469,right,MobileNet,ResNet+AE,0.8979,0.8979,1.0,No
F1_Class0,Ds004469,right,MobileNet,ResNet,0.8979,0.842,1.1840486299166714e-148,Yes (p<0.01)
F1_Class0,Ds004469,right,MobileNet,SqueezeNet,0.8979,0.8979,1.0,No
F1_Class0,Ds004469,right,MobileNet,SVM,0.8979,0.8979,1.0,No
F1_Class0,Ds004469,right,PointNet,ResNet+AE,0.9519,0.8979,7.423077080153237e-142,Yes (p<0.01)
F1_Class0,Ds004469,right,PointNet,ResNet,0.9519,0.842,6.268071203173205e-233,Yes (p<0.01)
F1_Class0,Ds004469,right,PointNet,SqueezeNet,0.9519,0.8979,7.423077080153237e-142,Yes (p<0.01)
F1_Class0,Ds004469,right,PointNet,SVM,0.9519,0.8979,7.423077080153237e-142,Yes (p<0.01)
F1_Class0,Ds004469,right,ResNet+AE,ResNet,0.8979,0.842,1.1840486299166714e-148,Yes (p<0.01)
F1_Class0,Ds004469,right,ResNet+AE,SqueezeNet,0.8979,0.8979,1.0,No
F1_Class0,Ds004469,right,ResNet+AE,SVM,0.8979,0.8979,1.0,No
F1_Class0,Ds004469,right,ResNet,SqueezeNet,0.842,0.8979,1.1840486299166714e-148,Yes (p<0.01)
F1_Class0,Ds004469,right,ResNet,SVM,0.842,0.8979,1.1840486299166714e-148,Yes (p<0.01)
F1_Class0,Ds004469,right,SqueezeNet,SVM,0.8979,0.8979,1.0,No
F1_Class1,All_Augment_tain,left,MLP,MobileNet,0.7654,0.7459,1.5753112286420726e-65,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,MLP,PointNet,0.7654,0.7564,3.6367093341742256e-09,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,MLP,ResNet+AE,0.7654,0.7575,2.8345292689048456e-07,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,MLP,ResNet,0.7654,0.7659,0.5644564095664272,No
F1_Class1,All_Augment_tain,left,MLP,SqueezeNet,0.7654,0.7268,4.535497486434185e-163,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,MLP,SVM,0.7654,0.7459,1.5753112286420726e-65,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,MobileNet,PointNet,0.7459,0.7564,4.168610089879637e-11,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,MobileNet,ResNet+AE,0.7459,0.7575,4.902930563468409e-24,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,MobileNet,ResNet,0.7459,0.7659,1.293462027690879e-155,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,MobileNet,SqueezeNet,0.7459,0.7268,5.826713512595053e-165,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,MobileNet,SVM,0.7459,0.7459,1.0,No
F1_Class1,All_Augment_tain,left,PointNet,ResNet+AE,0.7564,0.7575,0.5704136213184865,No
F1_Class1,All_Augment_tain,left,PointNet,ResNet,0.7564,0.7659,6.401304404719892e-10,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,PointNet,SqueezeNet,0.7564,0.7268,6.331118910243475e-63,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,PointNet,SVM,0.7564,0.7459,4.168610089879637e-11,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,ResNet+AE,ResNet,0.7575,0.7659,1.330920148711435e-10,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,ResNet+AE,SqueezeNet,0.7575,0.7268,2.540516532473934e-155,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,ResNet+AE,SVM,0.7575,0.7459,4.902930563468409e-24,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,ResNet,SqueezeNet,0.7659,0.7268,1.5769678028289255e-252,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,ResNet,SVM,0.7659,0.7459,1.293462027690879e-155,Yes (p<0.01)
F1_Class1,All_Augment_tain,left,SqueezeNet,SVM,0.7268,0.7459,5.826713512595053e-165,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,MLP,MobileNet,0.6758,0.6132,7.145551355004793e-218,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,MLP,PointNet,0.6758,0.6922,2.3961303154031177e-09,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,MLP,ResNet+AE,0.6758,0.6916,4.76473750642579e-27,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,MLP,ResNet,0.6758,0.6951,1.2111024043385387e-14,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,MLP,SqueezeNet,0.6758,0.5641,1.8300533894637345e-236,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,MLP,SVM,0.6758,0.6556,4.151466037182323e-35,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,MobileNet,PointNet,0.6132,0.6922,6.6832954829426726e-161,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,MobileNet,ResNet+AE,0.6132,0.6916,6.313633177182994e-237,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,MobileNet,ResNet,0.6132,0.6951,1.0129754512759214e-232,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,MobileNet,SqueezeNet,0.6132,0.5641,1.0992173443463019e-94,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,MobileNet,SVM,0.6132,0.6556,2.121546069276915e-243,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,PointNet,ResNet+AE,0.6922,0.6916,0.8346882536989189,No
F1_Class1,All_Augment_tain,right,PointNet,ResNet,0.6922,0.6951,0.24218717259887987,No
F1_Class1,All_Augment_tain,right,PointNet,SqueezeNet,0.6922,0.5641,2.772236781051453e-248,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,PointNet,SVM,0.6922,0.6556,7.79693914294343e-49,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,ResNet+AE,ResNet,0.6916,0.6951,0.06109722638252747,No
F1_Class1,All_Augment_tain,right,ResNet+AE,SqueezeNet,0.6916,0.5641,1.5638966914995466e-266,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,ResNet+AE,SVM,0.6916,0.6556,9.104736370005676e-59,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,ResNet,SqueezeNet,0.6951,0.5641,0.0,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,ResNet,SVM,0.6951,0.6556,3.509979083645797e-62,Yes (p<0.01)
F1_Class1,All_Augment_tain,right,SqueezeNet,SVM,0.5641,0.6556,9.482494892917833e-203,Yes (p<0.01)
F1_Class1,Ds005602,left,MLP,MobileNet,0.9241,0.9241,1.0,No
F1_Class1,Ds005602,left,MLP,PointNet,0.9241,0.8612,1.6617221583813935e-172,Yes (p<0.01)
F1_Class1,Ds005602,left,MLP,ResNet+AE,0.9241,0.9029,1.442693402271159e-149,Yes (p<0.01)
F1_Class1,Ds005602,left,MLP,ResNet,0.9241,0.9241,1.0,No
F1_Class1,Ds005602,left,MLP,SqueezeNet,0.9241,0.9241,1.0,No
F1_Class1,Ds005602,left,MLP,SVM,0.9241,0.9241,1.0,No
F1_Class1,Ds005602,left,MobileNet,PointNet,0.9241,0.8612,1.6617221583813935e-172,Yes (p<0.01)
F1_Class1,Ds005602,left,MobileNet,ResNet+AE,0.9241,0.9029,1.442693402271159e-149,Yes (p<0.01)
F1_Class1,Ds005602,left,MobileNet,ResNet,0.9241,0.9241,1.0,No
F1_Class1,Ds005602,left,MobileNet,SqueezeNet,0.9241,0.9241,1.0,No
F1_Class1,Ds005602,left,MobileNet,SVM,0.9241,0.9241,1.0,No
F1_Class1,Ds005602,left,PointNet,ResNet+AE,0.8612,0.9029,1.7842425975117704e-82,Yes (p<0.01)
F1_Class1,Ds005602,left,PointNet,ResNet,0.8612,0.9241,1.6617221583813935e-172,Yes (p<0.01)
F1_Class1,Ds005602,left,PointNet,SqueezeNet,0.8612,0.9241,1.6617221583813935e-172,Yes (p<0.01)
F1_Class1,Ds005602,left,PointNet,SVM,0.8612,0.9241,1.6617221583813935e-172,Yes (p<0.01)
F1_Class1,Ds005602,left,ResNet+AE,ResNet,0.9029,0.9241,1.442693402271159e-149,Yes (p<0.01)
F1_Class1,Ds005602,left,ResNet+AE,SqueezeNet,0.9029,0.9241,1.442693402271159e-149,Yes (p<0.01)
F1_Class1,Ds005602,left,ResNet+AE,SVM,0.9029,0.9241,1.442693402271159e-149,Yes (p<0.01)
F1_Class1,Ds005602,left,ResNet,SqueezeNet,0.9241,0.9241,1.0,No
F1_Class1,Ds005602,left,ResNet,SVM,0.9241,0.9241,1.0,No
F1_Class1,Ds005602,left,SqueezeNet,SVM,0.9241,0.9241,1.0,No
F1_Class1,Ds005602,right,MLP,MobileNet,0.771,0.7862,3.683408215856359e-24,Yes (p<0.01)
F1_Class1,Ds005602,right,MLP,PointNet,0.771,0.8374,2.030452674982243e-109,Yes (p<0.01)
F1_Class1,Ds005602,right,MLP,ResNet+AE,0.771,0.855,3.718735946371076e-199,Yes (p<0.01)
F1_Class1,Ds005602,right,MLP,ResNet,0.771,0.8469,1.1688980921015128e-234,Yes (p<0.01)
F1_Class1,Ds005602,right,MLP,SqueezeNet,0.771,0.8218,3.566479579018949e-119,Yes (p<0.01)
F1_Class1,Ds005602,right,MLP,SVM,0.771,0.771,1.0,No
F1_Class1,Ds005602,right,MobileNet,PointNet,0.7862,0.8374,5.1201938763609704e-86,Yes (p<0.01)
F1_Class1,Ds005602,right,MobileNet,ResNet+AE,0.7862,0.855,1.2271387477495855e-225,Yes (p<0.01)
F1_Class1,Ds005602,right,MobileNet,ResNet,0.7862,0.8469,3.589670102271977e-223,Yes (p<0.01)
F1_Class1,Ds005602,right,MobileNet,SqueezeNet,0.7862,0.8218,1.3308956500327456e-138,Yes (p<0.01)
F1_Class1,Ds005602,right,MobileNet,SVM,0.7862,0.771,3.683408215856359e-24,Yes (p<0.01)
F1_Class1,Ds005602,right,PointNet,ResNet+AE,0.8374,0.855,5.03005425064567e-10,Yes (p<0.01)
F1_Class1,Ds005602,right,PointNet,ResNet,0.8374,0.8469,0.00015737492971489616,Yes (p<0.01)
F1_Class1,Ds005602,right,PointNet,SqueezeNet,0.8374,0.8218,2.1504754972042888e-09,Yes (p<0.01)
F1_Class1,Ds005602,right,PointNet,SVM,0.8374,0.771,2.030452674982243e-109,Yes (p<0.01)
F1_Class1,Ds005602,right,ResNet+AE,ResNet,0.855,0.8469,2.83951003649909e-09,Yes (p<0.01)
F1_Class1,Ds005602,right,ResNet+AE,SqueezeNet,0.855,0.8218,2.6421046104478414e-146,Yes (p<0.01)
F1_Class1,Ds005602,right,ResNet+AE,SVM,0.855,0.771,3.718735946371076e-199,Yes (p<0.01)
F1_Class1,Ds005602,right,ResNet,SqueezeNet,0.8469,0.8218,6.027159929144471e-153,Yes (p<0.01)
F1_Class1,Ds005602,right,ResNet,SVM,0.8469,0.771,1.1688980921015128e-234,Yes (p<0.01)
F1_Class1,Ds005602,right,SqueezeNet,SVM,0.8218,0.771,3.566479579018949e-119,Yes (p<0.01)
F1_Class1,Ds004469,left,MLP,MobileNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,MLP,PointNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,MLP,ResNet+AE,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,MLP,ResNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,MLP,SqueezeNet,0.0,0.2535,2.3475613554087155e-185,Yes (p<0.01)
F1_Class1,Ds004469,left,MLP,SVM,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,MobileNet,PointNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,MobileNet,ResNet+AE,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,MobileNet,ResNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,MobileNet,SqueezeNet,0.0,0.2535,2.3475613554087155e-185,Yes (p<0.01)
F1_Class1,Ds004469,left,MobileNet,SVM,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,PointNet,ResNet+AE,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,PointNet,ResNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,PointNet,SqueezeNet,0.0,0.2535,2.3475613554087155e-185,Yes (p<0.01)
F1_Class1,Ds004469,left,PointNet,SVM,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,ResNet+AE,ResNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,ResNet+AE,SqueezeNet,0.0,0.2535,2.3475613554087155e-185,Yes (p<0.01)
F1_Class1,Ds004469,left,ResNet+AE,SVM,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,ResNet,SqueezeNet,0.0,0.2535,2.3475613554087155e-185,Yes (p<0.01)
F1_Class1,Ds004469,left,ResNet,SVM,0.0,0.0,1.0,No
F1_Class1,Ds004469,left,SqueezeNet,SVM,0.2535,0.0,2.3475613554087155e-185,Yes (p<0.01)
F1_Class1,Ds004469,right,MLP,MobileNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,MLP,PointNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,MLP,ResNet+AE,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,MLP,ResNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,MLP,SqueezeNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,MLP,SVM,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,MobileNet,PointNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,MobileNet,ResNet+AE,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,MobileNet,ResNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,MobileNet,SqueezeNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,MobileNet,SVM,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,PointNet,ResNet+AE,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,PointNet,ResNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,PointNet,SqueezeNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,PointNet,SVM,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,ResNet+AE,ResNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,ResNet+AE,SqueezeNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,ResNet+AE,SVM,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,ResNet,SqueezeNet,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,ResNet,SVM,0.0,0.0,1.0,No
F1_Class1,Ds004469,right,SqueezeNet,SVM,0.0,0.0,1.0,No
Sensitivity_Class0,All_Augment_tain,left,MLP,MobileNet,0.9762,0.9536,2.254227561036273e-64,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,MLP,PointNet,0.9762,0.9305,1.2645872505617712e-167,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,MLP,ResNet+AE,0.9762,0.9298,1.604940651090793e-159,Yes (p<0.01)
Sensitivity_Class0,All_Augment_tain,left,MLP,ResNet,0.9762,0.9767,0.6397725188119363,No
