round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
1,17,26,18,13,0.5811,0.5667,0.5909,0.5231,0.6879
2,23,30,14,7,0.7162,0.7667,0.6818,0.6866,0.8326
3,20,34,13,7,0.7297,0.7407,0.7234,0.6667,0.8337
4,16,35,17,6,0.6892,0.7273,0.6731,0.5818,0.7911
5,20,30,18,6,0.6757,0.7692,0.625,0.625,0.7837
6,23,32,12,7,0.7432,0.7667,0.7273,0.7077,0.7773
7,18,37,11,8,0.7432,0.6923,0.7708,0.6545,0.8301
8,15,31,12,16,0.6216,0.4839,0.7209,0.5172,0.7164
9,16,32,15,11,0.6486,0.5926,0.6809,0.5517,0.7935
10,14,27,21,12,0.5541,0.5385,0.5625,0.459,0.6258
11,18,29,17,10,0.6351,0.6429,0.6304,0.5714,0.7267
12,17,35,16,6,0.7027,0.7391,0.6863,0.6071,0.7707
13,12,40,18,4,0.7027,0.75,0.6897,0.5217,0.82
14,15,28,19,12,0.5811,0.5556,0.5957,0.4918,0.6454
15,11,36,17,10,0.6351,0.5238,0.6792,0.449,0.6846
16,15,32,13,14,0.6351,0.5172,0.7111,0.5263,0.6958
17,13,35,11,15,0.6486,0.4643,0.7609,0.5,0.7228
18,20,35,10,9,0.7432,0.6897,0.7778,0.678,0.8375
19,18,31,18,7,0.6622,0.72,0.6327,0.5902,0.7224
20,16,39,11,8,0.7432,0.6667,0.78,0.6275,0.8383
21,17,31,16,10,0.6486,0.6296,0.6596,0.5667,0.7636
22,15,29,18,12,0.5946,0.5556,0.617,0.5,0.684
23,9,41,12,12,0.6757,0.4286,0.7736,0.4286,0.7358
24,15,33,14,12,0.6486,0.5556,0.7021,0.5357,0.7589
25,17,27,16,14,0.5946,0.5484,0.6279,0.5312,0.6902
26,20,34,13,7,0.7297,0.7407,0.7234,0.6667,0.8188
27,10,32,18,14,0.5676,0.4167,0.64,0.3846,0.6283
28,13,36,15,10,0.6622,0.5652,0.7059,0.5098,0.8005
29,10,35,20,9,0.6081,0.5263,0.6364,0.4082,0.7435
30,15,34,16,9,0.6622,0.625,0.68,0.5455,0.7858
31,20,30,17,7,0.6757,0.7407,0.6383,0.625,0.7628
32,17,33,14,10,0.6757,0.6296,0.7021,0.5862,0.7809
33,22,32,12,8,0.7297,0.7333,0.7273,0.6875,0.8242
34,9,41,12,12,0.6757,0.4286,0.7736,0.4286,0.7493
35,15,27,17,15,0.5676,0.5,0.6136,0.4839,0.6955
36,13,33,17,11,0.6216,0.5417,0.66,0.4815,0.6617
37,11,33,23,7,0.5946,0.6111,0.5893,0.4231,0.6875
38,13,37,16,8,0.6757,0.619,0.6981,0.52,0.7412
39,8,37,16,13,0.6081,0.381,0.6981,0.3556,0.6199
40,18,32,15,9,0.6757,0.6667,0.6809,0.6,0.7762
41,14,25,20,15,0.527,0.4828,0.5556,0.4444,0.6038
42,15,33,13,13,0.6486,0.5357,0.7174,0.5357,0.7422
43,12,40,14,8,0.7027,0.6,0.7407,0.5217,0.7694
44,12,31,20,11,0.5811,0.5217,0.6078,0.4364,0.7604
45,21,22,17,14,0.5811,0.6,0.5641,0.5753,0.6491
46,15,31,20,8,0.6216,0.6522,0.6078,0.5172,0.7434
47,14,39,16,5,0.7162,0.7368,0.7091,0.5714,0.8354
48,15,31,16,12,0.6216,0.5556,0.6596,0.5172,0.669
49,15,37,11,11,0.7027,0.5769,0.7708,0.5769,0.8526
50,19,29,16,10,0.6486,0.6552,0.6444,0.5937,0.7295
51,19,36,12,7,0.7432,0.7308,0.75,0.6667,0.7941
52,14,39,13,8,0.7162,0.6364,0.75,0.5714,0.8199
53,11,33,19,11,0.5946,0.5,0.6346,0.4231,0.6993
54,15,35,15,9,0.6757,0.625,0.7,0.5556,0.7342
55,15,33,20,6,0.6486,0.7143,0.6226,0.5357,0.7305
56,21,29,15,9,0.6757,0.7,0.6591,0.6364,0.7848
57,11,41,17,5,0.7027,0.6875,0.7069,0.5,0.7478
58,19,36,15,4,0.7432,0.8261,0.7059,0.6667,0.8261
59,18,32,14,10,0.6757,0.6429,0.6957,0.6,0.7516
60,13,26,28,7,0.527,0.65,0.4815,0.4262,0.6759
61,21,37,6,10,0.7838,0.6774,0.8605,0.7241,0.8567
62,18,39,11,6,0.7703,0.75,0.78,0.6792,0.8067
63,13,31,21,9,0.5946,0.5909,0.5962,0.4643,0.7203
64,16,30,14,14,0.6216,0.5333,0.6818,0.5333,0.7561
65,15,28,22,9,0.5811,0.625,0.56,0.4918,0.73
66,10,35,18,11,0.6081,0.4762,0.6604,0.4082,0.7161
67,17,31,16,10,0.6486,0.6296,0.6596,0.5667,0.7967
68,23,28,10,13,0.6892,0.6389,0.7368,0.6667,0.8326
69,17,33,16,8,0.6757,0.68,0.6735,0.5862,0.7233
70,11,38,19,6,0.6622,0.6471,0.6667,0.4681,0.807
71,19,36,6,13,0.7432,0.5938,0.8571,0.6667,0.7909
72,14,33,15,12,0.6351,0.5385,0.6875,0.5091,0.7788
73,24,28,10,12,0.7027,0.6667,0.7368,0.6857,0.7719
74,10,37,18,9,0.6351,0.5263,0.6727,0.4255,0.6526
75,12,37,13,12,0.6622,0.5,0.74,0.4898,0.705
76,13,37,15,9,0.6757,0.5909,0.7115,0.52,0.7395
77,15,29,18,12,0.5946,0.5556,0.617,0.5,0.658
78,12,34,14,14,0.6216,0.4615,0.7083,0.4615,0.6474
79,12,35,16,11,0.6351,0.5217,0.6863,0.4706,0.7408
80,14,33,15,12,0.6351,0.5385,0.6875,0.5091,0.7596
81,16,30,22,6,0.6216,0.7273,0.5769,0.5333,0.75
82,15,37,13,9,0.7027,0.625,0.74,0.5769,0.8083
83,14,33,16,11,0.6351,0.56,0.6735,0.5091,0.7486
84,19,33,13,9,0.7027,0.6786,0.7174,0.6333,0.8377
85,15,37,15,7,0.7027,0.6818,0.7115,0.5769,0.7544
86,19,23,20,12,0.5676,0.6129,0.5349,0.5429,0.6834
87,19,28,20,7,0.6351,0.7308,0.5833,0.5846,0.7388
88,13,37,18,6,0.6757,0.6842,0.6727,0.52,0.7388
89,18,25,21,10,0.5811,0.6429,0.5435,0.5373,0.684
90,21,22,14,17,0.5811,0.5526,0.6111,0.5753,0.6308
91,12,36,20,6,0.6486,0.6667,0.6429,0.48,0.7837
92,12,24,30,8,0.4865,0.6,0.4444,0.3871,0.6519
93,14,33,16,11,0.6351,0.56,0.6735,0.5091,0.7649
94,8,38,16,12,0.6216,0.4,0.7037,0.3636,0.7019
95,14,36,19,5,0.6757,0.7368,0.6545,0.5385,0.7541
96,27,22,7,18,0.6622,0.6,0.7586,0.6835,0.813
97,21,30,17,6,0.6892,0.7778,0.6383,0.6462,0.7604
98,20,27,14,13,0.6351,0.6061,0.6585,0.597,0.7103
99,11,35,20,8,0.6216,0.5789,0.6364,0.44,0.6871
100,21,28,15,10,0.6622,0.6774,0.6512,0.6269,0.7374
101,11,39,17,7,0.6757,0.6111,0.6964,0.4783,0.7044
102,19,31,17,7,0.6757,0.7308,0.6458,0.6129,0.7893
103,14,37,13,10,0.6892,0.5833,0.74,0.549,0.7725
104,14,33,15,12,0.6351,0.5385,0.6875,0.5091,0.7436
105,15,34,18,7,0.6622,0.6818,0.6538,0.5455,0.7998
106,12,41,13,8,0.7162,0.6,0.7593,0.5333,0.7713
107,17,28,15,14,0.6081,0.5484,0.6512,0.5397,0.7187
108,10,35,15,14,0.6081,0.4167,0.7,0.4082,0.6758
109,16,30,16,12,0.6216,0.5714,0.6522,0.5333,0.729
110,16,31,18,9,0.6351,0.64,0.6327,0.5424,0.698
111,13,39,16,6,0.7027,0.6842,0.7091,0.5417,0.7407
112,16,26,20,12,0.5676,0.5714,0.5652,0.5,0.6506
113,22,31,9,12,0.7162,0.6471,0.775,0.6769,0.8228
114,18,29,17,10,0.6351,0.6429,0.6304,0.5714,0.7391
115,11,39,15,9,0.6757,0.55,0.7222,0.4783,0.7769
116,18,29,22,5,0.6351,0.7826,0.5686,0.5714,0.7886
117,15,34,18,7,0.6622,0.6818,0.6538,0.5455,0.8068
118,18,34,13,9,0.7027,0.6667,0.7234,0.6207,0.7928
119,11,42,11,10,0.7162,0.5238,0.7925,0.5116,0.7565
120,16,31,20,7,0.6351,0.6957,0.6078,0.5424,0.8048
121,15,35,17,7,0.6757,0.6818,0.6731,0.5556,0.7928
122,18,37,11,8,0.7432,0.6923,0.7708,0.6545,0.7981
123,13,30,18,13,0.5811,0.5,0.625,0.4561,0.7252
124,16,32,18,8,0.6486,0.6667,0.64,0.5517,0.7633
125,18,28,17,11,0.6216,0.6207,0.6222,0.5625,0.7456
126,16,32,18,8,0.6486,0.6667,0.64,0.5517,0.6858
127,13,36,11,14,0.6622,0.4815,0.766,0.5098,0.7486
128,13,27,20,14,0.5405,0.4815,0.5745,0.4333,0.7037
129,22,29,12,11,0.6892,0.6667,0.7073,0.6567,0.7849
130,10,32,22,10,0.5676,0.5,0.5926,0.3846,0.6667
131,17,30,16,11,0.6351,0.6071,0.6522,0.5574,0.764
132,19,27,15,13,0.6216,0.5938,0.6429,0.5758,0.7001
133,12,38,15,9,0.6757,0.5714,0.717,0.5,0.788
134,21,34,11,8,0.7432,0.7241,0.7556,0.6885,0.8751
