round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
1,15,43,10,7,0.7733,0.6818,0.8113,0.6383,0.783
2,7,57,2,9,0.8533,0.4375,0.9661,0.56,0.8136
3,12,47,7,9,0.7867,0.5714,0.8704,0.6,0.8342
4,23,40,3,9,0.84,0.7188,0.9302,0.7931,0.8815
5,21,47,2,5,0.9067,0.8077,0.9592,0.8571,0.971
6,14,49,7,5,0.84,0.7368,0.875,0.7,0.8788
7,15,46,8,6,0.8133,0.7143,0.8519,0.6818,0.806
8,20,46,6,3,0.88,0.8696,0.8846,0.8163,0.9298
9,15,50,5,5,0.8667,0.75,0.9091,0.75,0.8591
10,20,42,3,10,0.8267,0.6667,0.9333,0.7547,0.7948
11,16,49,2,8,0.8667,0.6667,0.9608,0.7619,0.9183
12,15,47,7,6,0.8267,0.7143,0.8704,0.6977,0.7654
13,16,51,3,5,0.8933,0.7619,0.9444,0.8,0.8924
14,14,52,2,7,0.88,0.6667,0.963,0.7568,0.8977
15,9,57,4,5,0.88,0.6429,0.9344,0.6667,0.7225
16,18,46,5,6,0.8533,0.75,0.902,0.766,0.8905
17,17,42,9,7,0.7867,0.7083,0.8235,0.68,0.7876
18,10,55,7,3,0.8667,0.7692,0.8871,0.6667,0.8002
19,15,46,8,6,0.8133,0.7143,0.8519,0.6818,0.8131
20,15,52,5,3,0.8933,0.8333,0.9123,0.7895,0.8421
21,11,49,7,8,0.8,0.5789,0.875,0.5946,0.812
22,15,45,9,6,0.8,0.7143,0.8333,0.6667,0.873
23,15,57,1,2,0.96,0.8824,0.9828,0.9091,0.9635
24,19,49,5,2,0.9067,0.9048,0.9074,0.8444,0.94
25,14,48,7,6,0.8267,0.7,0.8727,0.6829,0.8245
26,13,48,8,6,0.8133,0.6842,0.8571,0.65,0.8045
27,16,50,4,5,0.88,0.7619,0.9259,0.7805,0.918
28,12,51,8,4,0.84,0.75,0.8644,0.6667,0.8782
29,14,44,6,11,0.7733,0.56,0.88,0.6222,0.7648
30,14,57,2,2,0.9467,0.875,0.9661,0.875,0.9693
31,13,50,9,3,0.84,0.8125,0.8475,0.6842,0.8125
32,16,49,6,4,0.8667,0.8,0.8909,0.7619,0.8691
33,15,51,5,4,0.88,0.7895,0.9107,0.7692,0.8618
34,13,51,7,4,0.8533,0.7647,0.8793,0.7027,0.8509
35,16,49,5,5,0.8667,0.7619,0.9074,0.7619,0.9224
36,15,49,4,7,0.8533,0.6818,0.9245,0.7317,0.9168
37,12,48,6,9,0.8,0.5714,0.8889,0.6154,0.8245
38,12,55,4,4,0.8933,0.75,0.9322,0.75,0.8655
39,9,56,5,5,0.8667,0.6429,0.918,0.6429,0.9052
40,15,51,3,6,0.88,0.7143,0.9444,0.7692,0.9074
41,17,48,4,6,0.8667,0.7391,0.9231,0.7727,0.8913
42,14,45,7,9,0.7867,0.6087,0.8654,0.6364,0.74
43,17,45,6,7,0.8267,0.7083,0.8824,0.7234,0.848
44,16,49,6,4,0.8667,0.8,0.8909,0.7619,0.8355
45,18,49,4,4,0.8933,0.8182,0.9245,0.8182,0.8911
46,13,45,9,8,0.7733,0.619,0.8333,0.6047,0.8175
47,14,48,5,8,0.8267,0.6364,0.9057,0.6829,0.8902
48,12,49,10,4,0.8133,0.75,0.8305,0.6316,0.8104
49,9,50,8,8,0.7867,0.5294,0.8621,0.5294,0.8479
50,14,49,7,5,0.84,0.7368,0.875,0.7,0.8703
51,15,48,9,3,0.84,0.8333,0.8421,0.7143,0.8986
52,17,47,3,8,0.8533,0.68,0.94,0.7556,0.8496
53,14,54,4,3,0.9067,0.8235,0.931,0.8,0.9178
54,16,49,5,5,0.8667,0.7619,0.9074,0.7619,0.8192
55,12,49,8,6,0.8133,0.6667,0.8596,0.6316,0.7778
56,18,47,5,5,0.8667,0.7826,0.9038,0.7826,0.8763
57,23,43,7,2,0.88,0.92,0.86,0.8364,0.9056
58,20,47,4,4,0.8933,0.8333,0.9216,0.8333,0.924
59,16,44,9,6,0.8,0.7273,0.8302,0.6809,0.8165
60,17,49,7,2,0.88,0.8947,0.875,0.7907,0.9267
61,18,47,5,5,0.8667,0.7826,0.9038,0.7826,0.8545
62,14,47,9,5,0.8133,0.7368,0.8393,0.6667,0.7951
63,15,51,4,5,0.88,0.75,0.9273,0.7692,0.8645
64,18,47,6,4,0.8667,0.8182,0.8868,0.7826,0.9443
65,13,50,4,8,0.84,0.619,0.9259,0.6842,0.851
66,15,50,5,5,0.8667,0.75,0.9091,0.75,0.9255
67,18,48,5,4,0.88,0.8182,0.9057,0.8,0.8997
68,20,44,6,5,0.8533,0.8,0.88,0.7843,0.856
69,11,49,7,8,0.8,0.5789,0.875,0.5946,0.7791
