round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
1,17,46,10,2,0.84,0.8947,0.8214,0.7391,0.9417
2,7,45,12,11,0.6933,0.3889,0.7895,0.3784,0.7212
3,14,46,12,3,0.8,0.8235,0.7931,0.6512,0.9138
4,17,36,9,13,0.7067,0.5667,0.8,0.6071,0.8481
5,11,43,13,8,0.72,0.5789,0.7679,0.5116,0.7979
6,17,47,5,6,0.8533,0.7391,0.9038,0.7556,0.8788
7,9,42,14,10,0.68,0.4737,0.75,0.4286,0.7932
8,10,48,13,4,0.7733,0.7143,0.7869,0.5405,0.7717
9,12,46,8,9,0.7733,0.5714,0.8519,0.5854,0.8721
10,14,44,10,7,0.7733,0.6667,0.8148,0.6222,0.8386
11,17,42,7,9,0.7867,0.6538,0.8571,0.68,0.803
12,11,49,10,5,0.8,0.6875,0.8305,0.5946,0.803
13,12,43,14,6,0.7333,0.6667,0.7544,0.5455,0.8226
14,17,42,7,9,0.7867,0.6538,0.8571,0.68,0.883
15,8,48,6,13,0.7467,0.381,0.8889,0.4571,0.7637
16,15,49,9,2,0.8533,0.8824,0.8448,0.7317,0.9351
17,9,50,11,5,0.7867,0.6429,0.8197,0.5294,0.8993
18,12,38,17,8,0.6667,0.6,0.6909,0.4898,0.7327
19,18,43,6,8,0.8133,0.6923,0.8776,0.72,0.8391
20,7,55,7,6,0.8267,0.5385,0.8871,0.5185,0.8635
21,13,45,11,6,0.7733,0.6842,0.8036,0.6047,0.8844
22,6,47,14,8,0.7067,0.4286,0.7705,0.3529,0.822
23,14,47,11,3,0.8133,0.8235,0.8103,0.6667,0.9402
24,12,45,9,9,0.76,0.5714,0.8333,0.5714,0.7892
25,13,44,11,7,0.76,0.65,0.8,0.5909,0.8609
26,16,44,8,7,0.8,0.6957,0.8462,0.6809,0.8729
27,10,43,16,6,0.7067,0.625,0.7288,0.4762,0.7436
28,10,47,10,8,0.76,0.5556,0.8246,0.5263,0.7154
29,15,40,13,7,0.7333,0.6818,0.7547,0.6,0.8516
30,16,47,8,4,0.84,0.8,0.8545,0.7273,0.8936
31,11,52,8,4,0.84,0.7333,0.8667,0.6471,0.9322
32,11,42,13,9,0.7067,0.55,0.7636,0.5,0.7518
33,10,51,9,5,0.8133,0.6667,0.85,0.5882,0.9
34,11,49,8,7,0.8,0.6111,0.8596,0.5946,0.8031
35,16,42,9,8,0.7733,0.6667,0.8235,0.6531,0.8832
36,13,35,20,7,0.64,0.65,0.6364,0.4906,0.8009
37,7,48,10,10,0.7333,0.4118,0.8276,0.4118,0.8073
38,17,42,10,6,0.7867,0.7391,0.8077,0.68,0.7977
39,13,47,8,7,0.8,0.65,0.8545,0.6341,0.8891
40,11,47,13,4,0.7733,0.7333,0.7833,0.5641,0.8856
41,8,50,12,5,0.7733,0.6154,0.8065,0.4848,0.8251
42,11,49,10,5,0.8,0.6875,0.8305,0.5946,0.8146
43,15,48,9,3,0.84,0.8333,0.8421,0.7143,0.9279
44,10,51,3,11,0.8133,0.4762,0.9444,0.5882,0.9268
45,8,45,14,8,0.7067,0.5,0.7627,0.4211,0.7511
46,15,42,9,9,0.76,0.625,0.8235,0.625,0.8292
47,15,45,13,2,0.8,0.8824,0.7759,0.6667,0.8966
48,14,45,13,3,0.7867,0.8235,0.7759,0.6364,0.855
49,10,49,10,6,0.7867,0.625,0.8305,0.5556,0.8432
50,13,44,10,8,0.76,0.619,0.8148,0.5909,0.7954
51,14,45,7,9,0.7867,0.6087,0.8654,0.6364,0.9097
