round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
462,17,37,12,8,0.7297,0.68,0.7551,0.6296,0.8147
463,21,31,14,8,0.7027,0.7241,0.6889,0.6562,0.8176
464,21,38,11,4,0.7973,0.84,0.7755,0.7368,0.8506
465,15,43,8,8,0.7838,0.6522,0.8431,0.6522,0.8704
466,15,40,11,8,0.7432,0.6522,0.7843,0.6122,0.7587
467,14,38,13,9,0.7027,0.6087,0.7451,0.56,0.7835
468,18,37,12,7,0.7432,0.72,0.7551,0.6545,0.809
469,22,32,10,10,0.7297,0.6875,0.7619,0.6875,0.7812
470,14,35,12,13,0.6622,0.5185,0.7447,0.5283,0.7754
471,12,35,17,10,0.6351,0.5455,0.6731,0.4706,0.7281
472,24,38,8,4,0.8378,0.8571,0.8261,0.8,0.9301
473,21,40,7,6,0.8243,0.7778,0.8511,0.7636,0.8802
474,19,38,8,9,0.7703,0.6786,0.8261,0.6909,0.7787
475,18,40,6,10,0.7838,0.6429,0.8696,0.6923,0.8579
476,22,34,8,10,0.7568,0.6875,0.8095,0.7097,0.8132
477,17,42,10,5,0.7973,0.7727,0.8077,0.6939,0.8654
478,23,36,8,7,0.7973,0.7667,0.8182,0.7541,0.8727
479,21,32,10,11,0.7162,0.6562,0.7619,0.6667,0.817
480,30,32,7,5,0.8378,0.8571,0.8205,0.8333,0.8608
481,20,33,11,10,0.7162,0.6667,0.75,0.6557,0.775
482,15,40,12,7,0.7432,0.6818,0.7692,0.6122,0.7981
483,19,39,11,5,0.7838,0.7917,0.78,0.7037,0.8183
484,20,37,9,8,0.7703,0.7143,0.8043,0.7018,0.7888
485,20,32,13,9,0.7027,0.6897,0.7111,0.6452,0.8153
486,21,36,7,10,0.7703,0.6774,0.8372,0.7119,0.8365
487,16,42,7,9,0.7838,0.64,0.8571,0.6667,0.8131
488,15,37,11,11,0.7027,0.5769,0.7708,0.5769,0.7668
489,19,39,9,7,0.7838,0.7308,0.8125,0.7037,0.8798
490,26,33,10,5,0.7973,0.8387,0.7674,0.7761,0.8492
491,18,40,9,7,0.7838,0.72,0.8163,0.6923,0.8702
492,17,40,13,4,0.7703,0.8095,0.7547,0.6667,0.8482
493,20,42,6,6,0.8378,0.7692,0.875,0.7692,0.8678
494,12,42,13,7,0.7297,0.6316,0.7636,0.5455,0.7368
495,25,31,7,11,0.7568,0.6944,0.8158,0.7353,0.8428
496,13,40,12,9,0.7162,0.5909,0.7692,0.5532,0.7963
497,21,32,9,12,0.7162,0.6364,0.7805,0.6667,0.7672
498,20,37,10,7,0.7703,0.7407,0.7872,0.7018,0.8905
499,22,32,11,9,0.7297,0.7097,0.7442,0.6875,0.8132
500,18,41,7,8,0.7973,0.6923,0.8542,0.7059,0.8934
501,11,40,12,11,0.6892,0.5,0.7692,0.4889,0.639
502,12,39,18,5,0.6892,0.7059,0.6842,0.5106,0.7771
503,22,37,8,7,0.7973,0.7586,0.8222,0.7458,0.8897
504,20,38,9,7,0.7838,0.7407,0.8085,0.7143,0.8329
505,24,34,11,5,0.7838,0.8276,0.7556,0.75,0.8897
506,20,29,14,11,0.6622,0.6452,0.6744,0.6154,0.7914
507,24,39,8,3,0.8514,0.8889,0.8298,0.8136,0.9314
508,20,40,10,4,0.8108,0.8333,0.8,0.7407,0.9183
509,14,46,9,5,0.8108,0.7368,0.8364,0.6667,0.8699
510,26,30,11,7,0.7568,0.7879,0.7317,0.7429,0.8426
511,19,34,12,9,0.7162,0.6786,0.7391,0.6441,0.8051
512,20,40,9,5,0.8108,0.8,0.8163,0.7407,0.8686
513,17,41,10,6,0.7838,0.7391,0.8039,0.68,0.8431
